address,auction_date,auction_result,base_price_eur,codice,final_offer_eur,lot_id,source_pdf,surface_sqm,winner
MILANO VIA LORENTEGGIO '203,3 Aprile 2025,AGGIUDICATA,113900.0,00433823,160000.0,039/25,esito-3aprile2025.pdf,67.0,V.E.
MILANO VIA CONCILIO VATICANO II '4,3 Aprile 2025,AGGIUDICATA,130985.0,00620242,146000.0,040/25,esito-3aprile2025.pdf,92.0,Z.F.
MILANO VIA DELLE BETULLE '23,3 Aprile 2025,AGGIUDICATA,142545.0,00652030,152100.0,041/25,esito-3aprile2025.pdf,86.0,H.I.Z.S.G.-.H.Z.
MILANO VIA DEGLI IPPOCASTANI '6,3 Aprile 2025,AGGIUDICATA,117683.0,00652303,136480.0,042/25,esito-3aprile2025.pdf,71.0,J.P.E.V.
00668575 MILANO VIA MICHELE SAPONARO '38,3 Aprile 2025,NULLA,175995.0,00667454,0.0,043/25,esito-3aprile2025.pdf,122.0,
MILANO VIA UGO BETTI '55,3 Aprile 2025,AGGIUDICATA,151110.0,00682401,232898.0,044/25,esito-3aprile2025.pdf,92.0,D.X.
MILANO VIA ARTURO GRAF '38,3 Aprile 2025,AGGIUDICATA,119093.0,00700287,182800.0,045/25,esito-3aprile2025.pdf,79.0,H.D.J.
MILANO VIA FILIPPO DE PISIS '65,3 Aprile 2025,AGGIUDICATA,108540.0,00701153,158000.0,046/25,esito-3aprile2025.pdf,72.0,H.A.
MILANO VIA FRANCESCO CILEA '56,3 Aprile 2025,AGGIUDICATA,110048.0,00721546,173100.0,047/25,esito-3aprile2025.pdf,67.0,B.R.
MILANO VIA APPENNINI '55,3 Aprile 2025,AGGIUDICATA,137970.0,00721694,203350.0,048/25,esito-3aprile2025.pdf,84.0,L.W.
MILANO VIA APPENNINI '37,3 Aprile 2025,AGGIUDICATA,121545.0,00721950,165350.0,049/25,esito-3aprile2025.pdf,74.0,F.A.
MILANO VIA FRANCESCO CILEA '160,3 Aprile 2025,AGGIUDICATA,154395.0,00722188,226500.0,050/25,esito-3aprile2025.pdf,94.0,A.E.M.A.
CORSICO VIA EUGENIO CURIEL '21,3 Aprile 2025,AGGIUDICATA,82008.0,00740103,141500.0,051/25,esito-3aprile2025.pdf,67.0,H.F.A.A.
CORSICO VIA EUGENIO CURIEL '25,3 Aprile 2025,AGGIUDICATA,84456.0,00740302,91110.0,052/25,esito-3aprile2025.pdf,69.0,S.G.
CORSICO VIA EUGENIO CURIEL '25,3 Aprile 2025,AGGIUDICATA,123624.0,00740311,191000.0,053/25,esito-3aprile2025.pdf,101.0,H.H.A.M.
CORSICO VIA EUGENIO CURIEL '39,3 Aprile 2025,AGGIUDICATA,100368.0,00740534,167650.0,054/25,esito-3aprile2025.pdf,82.0,M.R.Z.A.
CORSICO VIALE ITALIA '42,3 Aprile 2025,AGGIUDICATA,90576.0,00741204,138229.9,055/25,esito-3aprile2025.pdf,74.0,H.R.S.A.
MILANO VIA ALEX VISCONTI '23,3 Aprile 2025,AGGIUDICATA,98550.0,01360080,147870.0,056/25,esito-3aprile2025.pdf,60.0,P.V.G.
MILANO VIA VAL DEVERO '19,3 Aprile 2025,AGGIUDICATA,136800.0,01430055,220000.0,057/25,esito-3aprile2025.pdf,90.0,Q.X.
SESTO SAN GIOVANNI VIA MODENA '2,3 Aprile 2025,AGGIUDICATA,107920.0,02050056,151000.0,058/25,esito-3aprile2025.pdf,76.0,C.P.H.S.
LEGNANO VIA BRENNERO '6,3 Aprile 2025,ASTA DESERTA,75075.0,02070175,0.0,059/25,esito-3aprile2025.pdf,91.0,
SESTO SAN GIOVANNI VIA GIUSEPPE ROVANI '317,3 Aprile 2025,AGGIUDICATA,109340.0,02380064,162500.0,060/25,esito-3aprile2025.pdf,77.0,E.R.G.S.
PADERNO DUGNANO VIA BOLIVIA '41,3 Aprile 2025,AGGIUDICATA,106200.0,03080035,123150.0,061/25,esito-3aprile2025.pdf,90.0,A.S.S.N.
BINASCO VIA GUGLIELMO MARCONI '29,3 Aprile 2025,AGGIUDICATA,80194.0,03250085,92200.0,062/25,esito-3aprile2025.pdf,91.0,A.H.
PIEVE EMANUELE VIA STRAUSS '8,3 Aprile 2025,AGGIUDICATA,102080.0,09030116,135540.0,063/25,esito-3aprile2025.pdf,116.0,D.A.-.G.F.
CAMBIAGO VIA JOHN FITZGERALD KENNEDY '9,3 Aprile 2025,AGGIUDICATA,44460.0,15600015,47160.0,064/25,esito-3aprile2025.pdf,57.0,M.D.
MILANO VIA LONGARONE '21,3 Aprile 2025,AGGIUDICATA,146646.0,70030309,171000.0,065/25,esito-3aprile2025.pdf,103.0,M.E.A.A.
ABBIATEGRASSO VIA GINIBISSA '53,3 Aprile 2025,ASTA DESERTA,111360.0,70190001,0.0,066/25,esito-3aprile2025.pdf,116.0,
PADERNO DUGNANO VIA AURORA '12,3 Aprile 2025,AGGIUDICATA,120360.0,70410014,133730.0,067/25,esito-3aprile2025.pdf,102.0,F.A.
PERO VIA GIOVANNI XXIII '2,3 Aprile 2025,AGGIUDICATA,128520.0,70620015,166030.0,068/25,esito-3aprile2025.pdf,102.0,M.F.S.M.
70672755 MILANO VIA CARLO MARX '26,3 Aprile 2025,AGGIUDICATA,254331.0,70670755,265690.0,069/25,esito-3aprile2025.pdf,131.0,M.P.
71025107 MILANO VIA CAMILLO GIUSSANI '11,3 Aprile 2025,AGGIUDICATA,280060.0,71020107,325822.0,070/25,esito-3aprile2025.pdf,145.0,Y.J.J.
MILANO VIALE TIBALDI '74,15 Luglio 2021,AGGIUDICATA,168480.0,00251145,395716.0,140/21,esito-15luglio2021.pdf,,C.A.-.O.A.
MILANO VIA EMILIO GOLA '31,15 Luglio 2021,AGGIUDICATA,155444.0,00300351,357770.0,141/21,esito-15luglio2021.pdf,,C.F.
MILANO VIA FILIPPO ABBIATI '1,15 Luglio 2021,AGGIUDICATA,35581.0,00340679,91100.0,142/21,esito-15luglio2021.pdf,,M.M.
MILANO VIA DANIELE RICCIARELLI '12,15 Luglio 2021,AGGIUDICATA,47184.0,00342797,147777.0,143/21,esito-15luglio2021.pdf,,C.L.
MILANO VIA LORENTEGGIO '201,15 Luglio 2021,AGGIUDICATA,65000.0,00433769,125200.0,144/21,esito-15luglio2021.pdf,,Q.L.
MILANO VIALE UNGHERIA '48,15 Luglio 2021,AGGIUDICATA,64064.0,00550999,101000.0,145/21,esito-15luglio2021.pdf,,B.F.C.
MILANO VIA ROMUALDO BONFADINI '98 A,15 Luglio 2021,AGGIUDICATA,88088.0,00551702,161666.0,146/21,esito-15luglio2021.pdf,,S.P.-.H.G.
MILANO VIA ROMUALDO BONFADINI '98 B,15 Luglio 2021,AGGIUDICATA,84656.0,00551726,140150.0,147/21,esito-15luglio2021.pdf,,E.M.M.
MILANO VIA UGO BETTI '32 A,15 Luglio 2021,AGGIUDICATA,92400.0,00680724,150800.0,148/21,esito-15luglio2021.pdf,,Y.Y.
MILANO VIA UGO BETTI '32 B,15 Luglio 2021,AGGIUDICATA,73700.0,00680733,140100.0,149/21,esito-15luglio2021.pdf,,L.Y.
MILANO VIA UGO BETTI '179,15 Luglio 2021,AGGIUDICATA,73700.0,00681047,167000.0,150/21,esito-15luglio2021.pdf,,Q.Z.
MILANO VIA ALESSANDRO LITTA MODIGNANI '113,15 Luglio 2021,AGGIUDICATA,81664.0,00690156,160666.0,151/21,esito-15luglio2021.pdf,,M.M.A.A.S.
MILANO VIA FRANCESCO CILEA '150,15 Luglio 2021,AGGIUDICATA,81400.0,00722103,145900.0,152/21,esito-15luglio2021.pdf,,X.H.B.
MILANO VIA AGOSTINO DE PRETIS '3,15 Luglio 2021,AGGIUDICATA,71846.0,00750228,121100.0,153/21,esito-15luglio2021.pdf,,S.A.A.M.H.
CASSANO D'ADDA VIA LEONARDO DA VINCI '23,15 Luglio 2021,ASTA DESERTA,49266.0,02280072,0.0,154/21,esito-15luglio2021.pdf,,
BRESSO VIA PAPA GIOVANNI XXIII '101,15 Luglio 2021,AGGIUDICATA,73185.0,02500003,101500.0,155/21,esito-15luglio2021.pdf,,K.H.I.Z.
MILANO VIA LONGARONE '25,15 Luglio 2021,AGGIUDICATA,127238.0,70030325,181111.0,156/21,esito-15luglio2021.pdf,,L.P.
MILANO VIA LONGARONE '29,15 Luglio 2021,AGGIUDICATA,115275.0,70030353,166700.0,157/21,esito-15luglio2021.pdf,,H.L.
PADERNO DUGNANO VIA AURORA '12,15 Luglio 2021,AGGIUDICATA,82110.0,70410100,85540.0,158/21,esito-15luglio2021.pdf,,M.C.O.
71025031 MILANO VIA CAMILLO GIUSSANI '3,15 Luglio 2021,AGGIUDICATA,159030.0,71020031,198888.0,159/21,esito-15luglio2021.pdf,,Y.S.
71025199 MILANO VIA CAMILLO GIUSSANI '23,15 Luglio 2021,AGGIUDICATA,162222.0,71020199,193002.5,160/21,esito-15luglio2021.pdf,,F.R.W.K.
71026000 MILANO VIA PATERNO' '11 A,15 Luglio 2021,AGGIUDICATA,155268.0,71021200,180000.0,161/21,esito-15luglio2021.pdf,,R.N.A.B.
MILANO VIA PATERNO' '11 B,15 Luglio 2021,AGGIUDICATA,146718.0,71021206,191100.0,162/21,esito-15luglio2021.pdf,,N.H.M.A.
MILANO VIA VAL TROMPIA '5,15 Luglio 2021,AGGIUDICATA,77456.0,99520110,110100.0,163/21,esito-15luglio2021.pdf,,K.N.A.H.
MILANO VIA ERCOLE FERRARIO '7,21 Ottobre 2021,AGGIUDICATA,276120.0,00220177,560000.0,190/21,esito-21ottobre2021.pdf,,V.S.C.R.
MILANO VIA FILIPPO ABBIATI '1,21 Ottobre 2021,AGGIUDICATA,30167.0,00340745,87828.0,191/21,esito-21ottobre2021.pdf,,N.A.
MILANO VIA FILIPPO ABBIATI '2,21 Ottobre 2021,AGGIUDICATA,30940.0,00340894,75564.0,192/21,esito-21ottobre2021.pdf,,O.I.
MILANO VIA MARIOTTO ALBERTINELLI '9,21 Ottobre 2021,AGGIUDICATA,41769.0,00342123,132100.0,193/21,esito-21ottobre2021.pdf,,I.F.-.F.R.
MILANO VIA VIGILIO INAMA '20,21 Ottobre 2021,AGGIUDICATA,100800.0,00370764,280400.0,194/21,esito-21ottobre2021.pdf,,R.V.
MILANO VIA ILLIRICO '1,21 Ottobre 2021,AGGIUDICATA,95760.0,00410465,211100.0,195/21,esito-21ottobre2021.pdf,,P.M.R.
MILANO VIA ILLIRICO '3,21 Ottobre 2021,AGGIUDICATA,62510.0,00410592,182600.0,196/21,esito-21ottobre2021.pdf,,P.F.
MILANO VIA ANGELO INGANNI '52,21 Ottobre 2021,AGGIUDICATA,76000.0,00433612,206140.0,197/21,esito-21ottobre2021.pdf,,W.C.
MILANO VIA CHIARI '3,21 Ottobre 2021,AGGIUDICATA,77625.0,00460165,165700.0,198/21,esito-21ottobre2021.pdf,,K.K.
MILANO VIA JACOPINO DA TRADATE '7,21 Ottobre 2021,AGGIUDICATA,96750.0,00460447,165414.0,199/21,esito-21ottobre2021.pdf,,D.R.
MILANO VIA BRA' '1,21 Ottobre 2021,AGGIUDICATA,82950.0,00500421,171500.0,200/21,esito-21ottobre2021.pdf,,H.S.
MILANO VIA SANTUARIO DEL SACRO CUORE '3,21 Ottobre 2021,AGGIUDICATA,60750.0,00510701,102600.0,201/21,esito-21ottobre2021.pdf,,S.A.G.
MILANO VIA BRIVIO '6,21 Ottobre 2021,AGGIUDICATA,81000.0,00540269,145150.0,202/21,esito-21ottobre2021.pdf,,A.S.S.H.
MILANO VIALE UNGHERIA '19,21 Ottobre 2021,AGGIUDICATA,82368.0,00550625,135000.0,203/21,esito-21ottobre2021.pdf,,M.C.J.H.
MILANO VIALE UNGHERIA '4,21 Ottobre 2021,AGGIUDICATA,90376.0,00551526,150955.0,204/21,esito-21ottobre2021.pdf,,R.W.H.A.
MILANO VIA CONCILIO VATICANO II '10,21 Ottobre 2021,AGGIUDICATA,57330.0,00620773,120100.0,205/21,esito-21ottobre2021.pdf,,S.M.
MILANO VIA UGO BETTI '42,21 Ottobre 2021,AGGIUDICATA,73700.0,00680669,131888.0,206/21,esito-21ottobre2021.pdf,,W.Y.
CORSICO VIA EUGENIO CURIEL '12,21 Ottobre 2021,AGGIUDICATA,83633.0,00740748,142110.0,207/21,esito-21ottobre2021.pdf,,A.M.S.E.O.
CORSICO VIA EUGENIO CURIEL '40,21 Ottobre 2021,AGGIUDICATA,84628.0,00741030,145700.0,208/21,esito-21ottobre2021.pdf,,M.M.M.G.
MILANO VIA AGOSTINO DE PRETIS '115,21 Ottobre 2021,AGGIUDICATA,76230.0,00750507,122000.0,209/21,esito-21ottobre2021.pdf,,S.L.
MILANO VIA AGOSTINO DE PRETIS '27,21 Ottobre 2021,AGGIUDICATA,71610.0,00751279,106131.0,210/21,esito-21ottobre2021.pdf,,P.E.
LEGNANO VIA BRENNERO '6,21 Ottobre 2021,ASTA DESERTA,40600.0,02070159,0.0,211/21,esito-21ottobre2021.pdf,,
MILANO VIA DELLE GENZIANE '3,21 Ottobre 2021,AGGIUDICATA,99343.0,09010058,205200.0,212/21,esito-21ottobre2021.pdf,,C.M.
GORGONZOLA VIA DEI TIGLI '12,21 Ottobre 2021,AGGIUDICATA,108641.0,70180037,115888.0,213/21,esito-21ottobre2021.pdf,,P.A.M.
PADERNO DUGNANO VIA AURORA '12,21 Ottobre 2021,AGGIUDICATA,84000.0,70410005,84050.0,214/21,esito-21ottobre2021.pdf,,M.M.
MILANO VIA CARLO MARX '20,21 Ottobre 2021,AGGIUDICATA,125628.0,70670639,230800.0,215/21,esito-21ottobre2021.pdf,,C.M.
71025351 MILANO VIA CAMILLO GIUSSANI '24,21 Ottobre 2021,AGGIUDICATA,132810.0,71020351,195100.0,216/21,esito-21ottobre2021.pdf,,M.A.
71025645 MILANO VIA PATERNO' '13,21 Ottobre 2021,AGGIUDICATA,128478.0,71020845,188683.0,217/21,esito-21ottobre2021.pdf,,M.F.M.-.P.I.C.
MILANO VIA GIOVANNI PASCOLI '4,12 Aprile 2018,AGGIUDICATA,100776.0,00160101,244800.0,037/18,esito-12aprile18.pdf,,M.C.R.
MILANO VIA JACOPINO DA TRADATE '14,12 Aprile 2018,AGGIUDICATA,68160.0,00230617,102000.0,038/18,esito-12aprile18.pdf,,B.F.
MILANO VIA FILIPPO ABBIATI '2,12 Aprile 2018,AGGIUDICATA,45261.0,00340861,62000.0,039/18,esito-12aprile18.pdf,,B.Y.S.W.
MILANO VIA DANIELE RICCIARELLI '12,12 Aprile 2018,AGGIUDICATA,42650.0,00342806,75800.0,040/18,esito-12aprile18.pdf,,Z.B.
MILANO VIA ORBETELLO '2,12 Aprile 2018,AGGIUDICATA,63360.0,00500131,82000.0,041/18,esito-12aprile18.pdf,,L.M.D.
MILANO PIAZZA CARDINALE PIETRO GASPARRI '4 A,12 Aprile 2018,AGGIUDICATA,62496.0,00510844,80100.0,042/18,esito-12aprile18.pdf,,H.B.
MILANO PIAZZA CARDINALE PIETRO GASPARRI '4 B,12 Aprile 2018,AGGIUDICATA,62496.0,00510870,75000.0,043/18,esito-12aprile18.pdf,,M.S.M.R.
MILANO VIA COMASINA '57,12 Aprile 2018,AGGIUDICATA,77616.0,00511211,98010.0,044/18,esito-12aprile18.pdf,,L.X.
MILANO VIALE UNGHERIA '21.2,12 Aprile 2018,AGGIUDICATA,53295.0,00550032,76600.0,045/18,esito-12aprile18.pdf,,M.I.
MILANO VIA ORESTE SALOMONE '91,12 Aprile 2018,AGGIUDICATA,80410.0,00551202,118690.0,046/18,esito-12aprile18.pdf,,C.E.
MILANO VIA DEGLI ONTANI '42,12 Aprile 2018,AGGIUDICATA,57888.0,00650141,59555.0,047/18,esito-12aprile18.pdf,,R.M.
MILANO VIA DEI SALICI '49,12 Aprile 2018,AGGIUDICATA,58968.0,00650430,65000.0,048/18,esito-12aprile18.pdf,,M.F.B.A.
MILANO VIA DEI SALICI '65,12 Aprile 2018,ASTA DESERTA,67853.0,00650543,0.0,049/18,esito-12aprile18.pdf,,
MILANO VIA DEI SALICI '5,12 Aprile 2018,AGGIUDICATA,57888.0,00650820,63120.0,050/18,esito-12aprile18.pdf,,G.Z.F.B.
MILANO VIA DEI LARICI '8,12 Aprile 2018,ASTA DESERTA,67853.0,00651530,0.0,051/18,esito-12aprile18.pdf,,
MILANO VIA DEI SALICI '6,12 Aprile 2018,ASTA DESERTA,91177.0,00652060,0.0,052/18,esito-12aprile18.pdf,,
MILANO VIA DELLE BETULLE '5,12 Aprile 2018,ASTA DESERTA,78926.0,00652157,0.0,053/18,esito-12aprile18.pdf,,
MILANO VIA MICHELE SAPONARO '38,12 Aprile 2018,AGGIUDICATA,69972.0,00667440,80288.0,054/18,esito-12aprile18.pdf,,L.Y.
ROZZANO VIA BETULLE '4,12 Aprile 2018,ASTA DESERTA,100192.0,00672679,0.0,055/18,esito-12aprile18.pdf,,
ROZZANO VIA LILLA' '3,12 Aprile 2018,ASTA DESERTA,84320.0,00673867,0.0,056/18,esito-12aprile18.pdf,,
MILANO VIA UGO OJETTI '52,12 Aprile 2018,AGGIUDICATA,99144.0,00680073,145000.0,057/18,esito-12aprile18.pdf,,N.N.-.E.M.S.F.
MILANO VIA ALESSANDRO LITTA MODIGNANI '93,12 Aprile 2018,AGGIUDICATA,89964.0,00690015,90099.0,058/18,esito-12aprile18.pdf,,L.P.
MILANO VIA FILIPPO DE PISIS '63,12 Aprile 2018,AGGIUDICATA,55958.0,00701130,67555.0,059/18,esito-12aprile18.pdf,,R.U.-.B.A.
MILANO VIA FILIPPO DE PISIS '65 A,12 Aprile 2018,AGGIUDICATA,70157.0,00701148,102800.0,060/18,esito-12aprile18.pdf,,Z.Y.
MILANO VIA FILIPPO DE PISIS '65 B,12 Aprile 2018,ASTA DESERTA,68486.0,00701154,0.0,061/18,esito-12aprile18.pdf,,
CORSICO VIA BENVENUTO CELLINI '8,12 Aprile 2018,AGGIUDICATA,76464.0,00742022,77150.0,062/18,esito-12aprile18.pdf,,S.D.
CORSICO VIA BENVENUTO CELLINI '14,12 Aprile 2018,AGGIUDICATA,90058.0,00742092,105000.0,063/18,esito-12aprile18.pdf,,G.O.Z.M.
MILANO VIA ENRICO DE NICOLA '20,12 Aprile 2018,AGGIUDICATA,108602.0,00750003,115000.0,064/18,esito-12aprile18.pdf,,S.A.H.I.
00758011 MILANO VIA ENRICO DE NICOLA '32,12 Aprile 2018,AGGIUDICATA,128852.0,00750103,129500.0,065/18,esito-12aprile18.pdf,,C.I.
MILANO VIA AGOSTINO DE PRETIS '67,12 Aprile 2018,AGGIUDICATA,92534.0,00751002,101000.0,066/18,esito-12aprile18.pdf,,M.A.A.E.
MILANO VIA AGOSTINO DE PRETIS '75,12 Aprile 2018,AGGIUDICATA,87091.0,00751074,91100.0,067/18,esito-12aprile18.pdf,,F.O.
MILANO VIA AGOSTINO DE PRETIS '77,12 Aprile 2018,AGGIUDICATA,86054.0,00751086,105100.0,068/18,esito-12aprile18.pdf,,A.G.A.E.M.F.
MILANO VIA DOMOKOS '1,12 Aprile 2018,AGGIUDICATA,118048.0,09100001,160270.0,069/18,esito-12aprile18.pdf,,A.S.
SESTO SAN GIOVANNI VIA FORLI' '74,12 Aprile 2018,AGGIUDICATA,81345.0,70160034,84150.0,070/18,esito-12aprile18.pdf,,P.F.M.
GORGONZOLA VIA DEI TIGLI '12,12 Aprile 2018,ASTA DESERTA,123008.0,70180029,0.0,071/18,esito-12aprile18.pdf,,
LOCATE DI TRIULZI VIALE PALMIRO TOGLIATTI '11.D,12 Aprile 2018,ASTA DESERTA,110011.0,70380040,0.0,072/18,esito-12aprile18.pdf,,
70593003 MILANO VIA RAFFAELLO GIOLLI '22,12 Aprile 2018,AGGIUDICATA,158725.0,70591003,210080.0,073/18,esito-12aprile18.pdf,,L.P.
70593223 MILANO VIA JAN SIBELIUS '20,12 Aprile 2018,AGGIUDICATA,128492.0,70591223,203800.0,074/18,esito-12aprile18.pdf,,L.X.
MILANO VIA VAL LAGARINA '91,12 Aprile 2018,ASTA DESERTA,114192.0,96120332,0.0,075/18,esito-12aprile18.pdf,,
MILANO VIA VAL LAGARINA '69,12 Aprile 2018,ASTA DESERTA,108336.0,99300017,0.0,076/18,esito-12aprile18.pdf,,
MILANO VIA GIOVANNI PASCOLI '2,14 Luglio 2022,AGGIUDICATA,103785.0,00160022,288208.0,275/22,esito14luglio2022.pdf,,C.G.P.
MILANO VIA GIOVANNI PASCOLI '4 A,14 Luglio 2022,AGGIUDICATA,58183.0,00160106,205100.0,276/22,esito14luglio2022.pdf,,O.B.A.M.
MILANO VIA GIOVANNI PASCOLI '4 B,14 Luglio 2022,AGGIUDICATA,59940.0,00160171,180981.0,277/22,esito14luglio2022.pdf,,R.Y.
MILANO VIA GIOVANNI PASCOLI '4 C,14 Luglio 2022,AGGIUDICATA,77053.0,00160186,252000.0,278/22,esito14luglio2022.pdf,,P.A.P.
MILANO VIA GIAN BATTISTA TIEPOLO '1,14 Luglio 2022,AGGIUDICATA,119510.0,00160324,313313.0,279/22,esito14luglio2022.pdf,,C.D.
MILANO VIA LIPARI '6,14 Luglio 2022,AGGIUDICATA,150365.0,00220012,251000.0,280/22,esito14luglio2022.pdf,,C.R.
MILANO VIA MAC MAHON '111,14 Luglio 2022,AGGIUDICATA,86620.0,00230027,187000.0,281/22,esito14luglio2022.pdf,,M.T.R.
MILANO VIA FILIPPO ABBIATI '1,14 Luglio 2022,AGGIUDICATA,61268.0,00340730,105400.0,282/22,esito14luglio2022.pdf,,M.E.S.
MILANO VIA DANIELE RICCIARELLI '12,14 Luglio 2022,AGGIUDICATA,40936.0,00342820,141000.0,283/22,esito14luglio2022.pdf,,L.L.M.
MILANO PIAZZA CARDINALE PIETRO GASPARRI '4 A,14 Luglio 2022,AGGIUDICATA,72000.0,00510846,86999.9,284/22,esito14luglio2022.pdf,,L.X.
MILANO PIAZZA CARDINALE PIETRO GASPARRI '4 B,14 Luglio 2022,AGGIUDICATA,86400.0,00510905,151200.0,285/22,esito14luglio2022.pdf,,N.M.M.M.
MILANO VIALE UNGHERIA '46,14 Luglio 2022,AGGIUDICATA,98252.0,00550829,166500.0,286/22,esito14luglio2022.pdf,,F.K.H.M.
MILANO VIA ORESTE SALOMONE '91 A,14 Luglio 2022,AGGIUDICATA,89320.0,00551111,146000.0,287/22,esito14luglio2022.pdf,,A.P.N.Y.
MILANO VIA ORESTE SALOMONE '91 B,14 Luglio 2022,AGGIUDICATA,111012.0,00551160,175450.0,288/22,esito14luglio2022.pdf,,E.A.S.S.
MILANO VIA DEI SALICI '21,14 Luglio 2022,AGGIUDICATA,95700.0,00650940,111343.0,289/22,esito14luglio2022.pdf,,F.R.A.G.A.M.
MILANO VIA UGO OJETTI '42,14 Luglio 2022,AGGIUDICATA,137340.0,00680105,238888.89,290/22,esito14luglio2022.pdf,,H.A.
MILANO VIA UGO BETTI '52,14 Luglio 2022,AGGIUDICATA,107100.0,00680632,185999.0,291/22,esito14luglio2022.pdf,,Y.Z.
MILANO VIA ARTURO GRAF '38,14 Luglio 2022,AGGIUDICATA,84672.0,00700289,165000.0,292/22,esito14luglio2022.pdf,,D.W.
MILANO VIA FILIPPO DE PISIS '35,14 Luglio 2022,AGGIUDICATA,84672.0,00700869,158880.0,293/22,esito14luglio2022.pdf,,J.W.
MILANO VIA FILIPPO DE PISIS '61,14 Luglio 2022,AGGIUDICATA,84672.0,00701125,143889.9,294/22,esito14luglio2022.pdf,,L.H.
MILANO VIA FILIPPO DE PISIS '63,14 Luglio 2022,AGGIUDICATA,79632.0,00701129,149000.0,295/22,esito14luglio2022.pdf,,E.A.F.H.
MILANO VIA APPENNINI '3,14 Luglio 2022,ASTA DESERTA,92374.0,00720259,0.0,296/22,esito14luglio2022.pdf,,
MILANO VIA FRANCESCO CILEA '32,14 Luglio 2022,AGGIUDICATA,88358.0,00720777,155260.0,297/22,esito14luglio2022.pdf,,J.Z.
MILANO VIA FRANCESCO CILEA '38,14 Luglio 2022,AGGIUDICATA,93713.0,00721147,163199.9,298/22,esito14luglio2022.pdf,,P.G.
MILANO VIA FRANCESCO CILEA '94,14 Luglio 2022,AGGIUDICATA,109778.0,00721253,182000.0,299/22,esito14luglio2022.pdf,,W.J.H.A.
CORSICO VIA EUGENIO CURIEL '11,14 Luglio 2022,AGGIUDICATA,93456.0,00740002,112880.0,300/22,esito14luglio2022.pdf,,F.F.
CORSICO VIA EUGENIO CURIEL '38,14 Luglio 2022,AGGIUDICATA,93456.0,00741047,136250.0,301/22,esito14luglio2022.pdf,,N.R.M.T.M.
CORSICO VIA EUGENIO CURIEL '28,14 Luglio 2022,AGGIUDICATA,92394.0,00741158,100110.0,302/22,esito14luglio2022.pdf,,S.E.M.Z.
CORSICO VIA BENVENUTO CELLINI '8,14 Luglio 2022,AGGIUDICATA,96642.0,00742036,141100.0,303/22,esito14luglio2022.pdf,,H.A.M.M.
MILANO VIA VAL DEVERO '19,14 Luglio 2022,AGGIUDICATA,93670.0,01430017,171889.0,304/22,esito14luglio2022.pdf,,Y.C.
SESTO SAN GIOVANNI VIA GIUSEPPE ROVANI '317,14 Luglio 2022,AGGIUDICATA,102700.0,02380076,121200.0,305/22,esito14luglio2022.pdf,,E.M.H.A.
PREGNANA MILANESE VIA GIOVANNI PASCOLI '10,14 Luglio 2022,AGGIUDICATA,55062.0,15890003,103330.0,306/22,esito14luglio2022.pdf,,R.F.
SETTIMO MILANESE VIA CESARE BATTISTI '23,14 Luglio 2022,AGGIUDICATA,64125.0,15900005,80917.0,307/22,esito14luglio2022.pdf,,F.B.
RHO VIA ANTONIO GRAMSCI '51,14 Luglio 2022,ASTA DESERTA,99840.0,70370024,0.0,308/22,esito14luglio2022.pdf,,
70592030 MILANO VIA BELTRAME CRISTIANI '3,14 Luglio 2022,AGGIUDICATA,169085.0,70590030,326784.0,309/22,esito14luglio2022.pdf,,T.G.
70592040 MILANO VIA BELTRAME CRISTIANI '1,14 Luglio 2022,AGGIUDICATA,169085.0,70590040,326784.0,310/22,esito14luglio2022.pdf,,M.C.
70592244 MILANO VIA ANTONIO LISSONI '7,14 Luglio 2022,AGGIUDICATA,167755.0,70590244,326784.0,311/22,esito14luglio2022.pdf,,M.S.
MILANO VIALE GIOVANNI SUZZANI '300,14 Luglio 2022,AGGIUDICATA,136990.0,70590793,260200.0,312/22,esito14luglio2022.pdf,,L.X.
MILANO VIA RAFFAELLO GIOLLI '11,14 Luglio 2022,AGGIUDICATA,142310.0,70590970,230000.0,313/22,esito14luglio2022.pdf,,W.Z.
MILANO VIA BENJAMIN CONSTANT '10,14 Luglio 2022,AGGIUDICATA,148428.0,70670467,241680.0,314/22,esito14luglio2022.pdf,,A.B.
71025379 MILANO VIA CAMILLO GIUSSANI '28,14 Luglio 2022,AGGIUDICATA,131556.0,71020379,221230.0,315/22,esito14luglio2022.pdf,,M.P.
MILANO VIA RICCARDO BALSAMO CRIVELLI '14,14 Luglio 2022,AGGIUDICATA,147972.0,71020654,189000.0,316/22,esito14luglio2022.pdf,,H.X.
71025927 MILANO VIA PATERNO' '7,14 Luglio 2022,AGGIUDICATA,183654.0,71020727,237500.0,317/22,esito14luglio2022.pdf,,I.A.H.M.K.
MILANO VIA DOMENICO CUCCHIARI '12,17 Giugno 2021,AGGIUDICATA,127020.0,00080036,256900.0,109/21,esito-17giugno2021.pdf,,M.G.
MILANO VIA MAC MAHON '117,17 Giugno 2021,AGGIUDICATA,69600.0,00440051,107000.0,110/21,esito-17giugno2021.pdf,,O.G.
MILANO VIALE OMERO '19,17 Giugno 2021,ASTA DESERTA,68320.0,00470486,0.0,111/21,esito-17giugno2021.pdf,,
MILANO VIA TEANO '21,17 Giugno 2021,AGGIUDICATA,96750.0,00510133,161200.0,112/21,esito-17giugno2021.pdf,,L.E.Y.M.
