address,auction_date,auction_result,base_price_eur,codice,final_offer_eur,lot_id,source_pdf,surface_sqm,winner
COLOGNO MONZESE VIA PABLO NERUDA '5 A,26 Luglio 2018,AGGIUDICATA,93120.0,16410012,115000.0,185/18,esito-26luglio18.pdf,,C.A.
COLOGNO MONZESE VIA PABLO NERUDA '5 B,26 Luglio 2018,AGGIUDICATA,88320.0,16410022,90000.0,186/18,esito-26luglio18.pdf,,M.F.
GORGONZOLA VIA DEI TIGLI '12,26 Luglio 2018,ASTA DESERTA,110707.0,70180029,0.0,187/18,esito-26luglio18.pdf,,
LOCATE DI TRIULZI VIALE PALMIRO TOGLIATTI '11.D,26 Luglio 2018,AGGIUDICATA,99010.0,70380040,105500.0,188/18,esito-26luglio18.pdf,,D.C.C.
70672630 MILANO VIA CARLO MARX '20,26 Luglio 2018,AGGIUDICATA,114015.0,70670630,142200.0,189/18,esito-26luglio18.pdf,,S.K.A.E.
MILANO VIA CAMILLO GIUSSANI '13,26 Luglio 2018,AGGIUDICATA,157091.0,71020117,191160.0,190/18,esito-26luglio18.pdf,,D.E.-.A.
71025352 MILANO VIA CAMILLO GIUSSANI '24,26 Luglio 2018,AGGIUDICATA,121903.0,71020352,171330.0,191/18,esito-26luglio18.pdf,,V.M.
CINISELLO BALSAMO VIA XXV APRILE '235,26 Luglio 2018,AGGIUDICATA,98600.0,95340017,99100.0,192/18,esito-26luglio18.pdf,,L.F.
MILANO VIA VAL MALENCO '2 A,26 Luglio 2018,AGGIUDICATA,81702.0,95990104,91000.0,193/18,esito-26luglio18.pdf,,T.M.H.R.S.
MILANO VIA VAL MALENCO '2 B,26 Luglio 2018,NON OPTATO,80784.0,95990106,0.0,194/18,esito-26luglio18.pdf,,
MILANO VIA VAL LAGARINA '95,26 Luglio 2018,AGGIUDICATA,67637.0,96120309,73000.0,195/18,esito-26luglio18.pdf,,K.H.D.
MILANO VIA VAL LAGARINA '37,26 Luglio 2018,ASTA NULLA,97478.0,99310007,0.0,196/18,esito-26luglio18.pdf,,
SESTO SAN GIOVANNI VIA SAVONA '16,26 Luglio 2018,AGGIUDICATA,74800.0,99690002,92650.0,197/18,esito-26luglio18.pdf,,K.S.S.M.
MILANO VIA GIOVANNI PASCOLI '4,19 Settembre 2024,AGGIUDICATA,88920.0,00160103,226000.0,139/24,esito-19settembre2024.pdf,38.0,C.M.
MILANO VIA BRAMANTINO '9,19 Settembre 2024,AGGIUDICATA,101442.0,00230267,165555.55,140/24,esito-19settembre2024.pdf,67.0,M.S.-.D.G.
MILANO VIA GIOVANNI AMBROGIO DE PREDIS '7,19 Settembre 2024,AGGIUDICATA,147840.0,00230360,190500.0,141/24,esito-19settembre2024.pdf,88.0,L.M.
MILANO PIAZZA PREALPI '4,19 Settembre 2024,AGGIUDICATA,130305.0,00230850,158000.0,142/24,esito-19settembre2024.pdf,73.0,M.A.A.A.
MILANO VIA GIULIO BELINZAGHI '6,19 Settembre 2024,AGGIUDICATA,155550.0,00240080,210719.0,143/24,esito-19settembre2024.pdf,61.0,R.Y.
MILANO VIA CESARE AJRAGHI '3,19 Settembre 2024,AGGIUDICATA,121380.0,00450265,153230.0,144/24,esito-19settembre2024.pdf,68.0,N.I.
MILANO VIALE UNGHERIA '2,19 Settembre 2024,AGGIUDICATA,171094.0,00551311,249120.0,145/24,esito-19settembre2024.pdf,101.0,M.S.
MILANO VIA DEI SALICI '69,19 Settembre 2024,AGGIUDICATA,171972.0,00650401,175100.4,146/24,esito-19settembre2024.pdf,103.0,M.B.I.S.
MILANO VIA DELLE BETULLE '5,19 Settembre 2024,AGGIUDICATA,175311.0,00652180,186000.0,147/24,esito-19settembre2024.pdf,105.0,R.M.T.D.
00668110 MILANO VIA MICHELE SAPONARO '24,19 Settembre 2024,AGGIUDICATA,174190.0,00666404,247850.0,148/24,esito-19settembre2024.pdf,118.0,H.M.K.M.
MILANO VIA ALESSANDRO LITTA MODIGNANI '117,19 Settembre 2024,AGGIUDICATA,110075.0,00690187,169750.0,149/24,esito-19settembre2024.pdf,70.0,B.M.
MILANO VIA ALESSANDRO LITTA MODIGNANI '115,19 Settembre 2024,AGGIUDICATA,105080.0,00690503,120000.0,150/24,esito-19settembre2024.pdf,71.0,P.A.
MILANO VIA ARTURO GRAF '52,19 Settembre 2024,AGGIUDICATA,91120.0,00700477,145550.0,151/24,esito-19settembre2024.pdf,68.0,F.T.
MILANO VIA APPENNINI '7/A,19 Settembre 2024,AGGIUDICATA,128754.0,00720200,175500.0,152/24,esito-19settembre2024.pdf,83.0,S.F.N.
MILANO VIA FRANCESCO CILEA '98,19 Settembre 2024,AGGIUDICATA,103934.0,00721216,130101.0,153/24,esito-19settembre2024.pdf,67.0,B.L.
MILANO VIA APPENNINI '55,19 Settembre 2024,AGGIUDICATA,142715.0,00721681,147060.0,154/24,esito-19settembre2024.pdf,92.0,H.L.
MILANO VIA APPENNINI '71,19 Settembre 2024,AGGIUDICATA,111690.0,00721734,153000.0,155/24,esito-19settembre2024.pdf,72.0,E.H.H.
MILANO VIA APPENNINI '53,19 Settembre 2024,AGGIUDICATA,117895.0,00722063,151570.0,156/24,esito-19settembre2024.pdf,76.0,P.G.K.
MILANO VIA FRANCESCO CILEA '138,19 Settembre 2024,AGGIUDICATA,141164.0,00722398,211000.0,157/24,esito-19settembre2024.pdf,91.0,D.M.
MILANO VIA BASSANO DEL GRAPPA '32,19 Settembre 2024,AGGIUDICATA,148070.0,00780038,191400.0,158/24,esito-19settembre2024.pdf,67.0,C.G.
PIEVE EMANUELE VIA RUGGERO LEONCAVALLO '11,19 Settembre 2024,AGGIUDICATA,81675.0,09030191,110100.0,159/24,esito-19settembre2024.pdf,99.0,M.N.C.A.
MILANO VIA RAFFAELLO GIOLLI '28,19 Settembre 2024,AGGIUDICATA,246468.0,70590820,360000.0,160/24,esito-19settembre2024.pdf,141.0,B.N.
ARESE VIALE SEMPIONE '2,19 Settembre 2024,AGGIUDICATA,150018.0,70630082,155000.0,161/24,esito-19settembre2024.pdf,109.0,Y.Y.
70672561 MILANO VIA BENJAMIN CONSTANT '22,19 Settembre 2024,AGGIUDICATA,234233.0,70670561,235170.0,162/24,esito-19settembre2024.pdf,131.0,F.M.
71026161 MILANO VIA PATERNO' '1,19 Settembre 2024,AGGIUDICATA,213389.0,71021361,215500.0,163/24,esito-19settembre2024.pdf,116.0,D.M.D.-.D.L.S.
MILANO VIA FILIPPO ABBIATI '5,26 Settembre 2019,AGGIUDICATA,41616.0,00341269,83360.0,260/19,esito-26settembre19.pdf,,M.N.H.A.
MILANO VIA DANIELE RICCIARELLI '14,26 Settembre 2019,AGGIUDICATA,48960.0,00342953,100119.0,261/19,esito-26settembre19.pdf,,L.Y.
MILANO VIA PRENESTE '4,26 Settembre 2019,AGGIUDICATA,44064.0,00392238,75500.0,262/19,esito-26settembre19.pdf,,G.M.K.G.
MILANO VIA DALMAZIO BIRAGO '2,26 Settembre 2019,AGGIUDICATA,59614.0,00410099,152760.0,263/19,esito-26settembre19.pdf,,F.D.
MILANO VIA DALMAZIO BIRAGO '4 A,26 Settembre 2019,AGGIUDICATA,60739.0,00410178,147880.0,264/19,esito-26settembre19.pdf,,W.R.H.
MILANO VIA DALMAZIO BIRAGO '4 B,26 Settembre 2019,AGGIUDICATA,57365.0,00410224,156700.0,265/19,esito-26settembre19.pdf,,R.F.
MILANO VIA ORBETELLO '4,26 Settembre 2019,AGGIUDICATA,59392.0,00500241,92000.0,266/19,esito-26settembre19.pdf,,H.H.G.R.
MILANO VIA ESCULAPIO '4,26 Settembre 2019,AGGIUDICATA,75072.0,00510780,125674.0,267/19,esito-26settembre19.pdf,,L.M.
MILANO VIALE UNGHERIA '4,26 Settembre 2019,AGGIUDICATA,96679.0,00551521,183000.0,268/19,esito-26settembre19.pdf,,Z.O.D.
MILANO VIA GIACOMO QUARENGHI '34,26 Settembre 2019,AGGIUDICATA,65178.0,00571782,152600.0,269/19,esito-26settembre19.pdf,,Z.C.
MILANO VIA CONCILIO VATICANO II '2,26 Settembre 2019,AGGIUDICATA,67592.0,00620406,85150.0,270/19,esito-26settembre19.pdf,,N.F.G.A.
MILANO VIA DEI SALICI '9,26 Settembre 2019,AGGIUDICATA,65195.0,00650847,87000.0,271/19,esito-26settembre19.pdf,,M.S.
MILANO VIA COSTANTINO BARONI '83,26 Settembre 2019,AGGIUDICATA,49538.0,00663891,85610.0,272/19,esito-26settembre19.pdf,,R.V.M.
MILANO VIA COSTANTINO BARONI '63,26 Settembre 2019,AGGIUDICATA,45696.0,00664617,65250.0,273/19,esito-26settembre19.pdf,,H.A.
MILANO VIA COSTANTINO BARONI '61,26 Settembre 2019,AGGIUDICATA,58548.0,00664622,112200.0,274/19,esito-26settembre19.pdf,,J.X.
MILANO VIA COSTANTINO BARONI '69,26 Settembre 2019,AGGIUDICATA,47940.0,00664719,100500.0,275/19,esito-26settembre19.pdf,,C.W.
MILANO VIA COSTANTINO BARONI '128 A,26 Settembre 2019,AGGIUDICATA,68714.0,00665162,103200.0,276/19,esito-26settembre19.pdf,,M.J.G.D.
MILANO VIA COSTANTINO BARONI '128 B,26 Settembre 2019,AGGIUDICATA,51136.0,00665163,85110.0,277/19,esito-26settembre19.pdf,,M.M.
ROZZANO VIA BETULLE '4,26 Settembre 2019,AGGIUDICATA,104737.0,00672675,110000.0,278/19,esito-26settembre19.pdf,,G.C.
MILANO VIA APPENNINI '41,26 Settembre 2019,AGGIUDICATA,79866.0,00721931,167500.0,279/19,esito-26settembre19.pdf,,C.M.F.
MILANO VIA APPENNINI '37,26 Settembre 2019,AGGIUDICATA,82620.0,00721963,168500.0,280/19,esito-26settembre19.pdf,,C.R.E.
MILANO VIA APPENNINI '53,26 Settembre 2019,AGGIUDICATA,69768.0,00722075,112300.0,281/19,esito-26settembre19.pdf,,M.S.
CORSICO VIA EUGENIO CURIEL '27,26 Settembre 2019,AGGIUDICATA,74765.0,00740321,93350.0,282/19,esito-26settembre19.pdf,,K.M.M.M.
CORSICO VIA EUGENIO CURIEL '16,26 Settembre 2019,AGGIUDICATA,60322.0,00740702,65660.0,283/19,esito-26settembre19.pdf,,P.D.
CORSICO VIALE ITALIA '42,26 Settembre 2019,AGGIUDICATA,93456.0,00741215,142300.0,284/19,esito-26settembre19.pdf,,H.Y.N.
CORSICO VIA MARZABOTTO '2,26 Settembre 2019,ASTA DESERTA,58622.0,00741407,0.0,285/19,esito-26settembre19.pdf,,
CORSICO VIA BENVENUTO CELLINI '8,26 Settembre 2019,AGGIUDICATA,77314.0,00742030,125588.88,286/19,esito-26settembre19.pdf,,C.Y.
MILANO VIA AGOSTINO DE PRETIS '83,26 Settembre 2019,AGGIUDICATA,78384.0,00751143,80125.0,287/19,esito-26settembre19.pdf,,M.S.
MILANO VIA AGOSTINO DE PRETIS '87,26 Settembre 2019,AGGIUDICATA,75072.0,00751176,101580.0,288/19,esito-26settembre19.pdf,,W.W.
MILANO VIA AGOSTINO DE PRETIS '23,26 Settembre 2019,AGGIUDICATA,93840.0,00751245,105000.0,289/19,esito-26settembre19.pdf,,A.M.M.G.
MILANO VIA AGOSTINO DE PRETIS '35,26 Settembre 2019,ASTA DESERTA,96048.0,00751342,0.0,290/19,esito-26settembre19.pdf,,
MILANO VIA AGOSTINO DE PRETIS '37,26 Settembre 2019,AGGIUDICATA,93840.0,00751347,142970.0,291/19,esito-26settembre19.pdf,,G.J.A.A.S.
MILANO VIA AGOSTINO DE PRETIS '43,26 Settembre 2019,AGGIUDICATA,96048.0,00751401,130899.0,292/19,esito-26settembre19.pdf,,H.J.
00985004 ROZZANO VIALE LAZIO '15,26 Settembre 2019,AGGIUDICATA,111948.0,00980004,120100.0,293/19,esito-26settembre19.pdf,,M.P.
00985060 ROZZANO VIALE LAZIO '23,26 Settembre 2019,ASTA DESERTA,100119.0,00980060,0.0,294/19,esito-26settembre19.pdf,,
00985127 ROZZANO VIALE LAZIO '26,26 Settembre 2019,ASTA DESERTA,112974.0,00980127,0.0,295/19,esito-26settembre19.pdf,,
00985297 ROZZANO VIALE LAZIO '50 A,26 Settembre 2019,AGGIUDICATA,111948.0,00980295,115000.0,296/19,esito-26settembre19.pdf,,M.S.A.H.B.
00985307 ROZZANO VIALE LAZIO '50 B,26 Settembre 2019,AGGIUDICATA,111948.0,00980307,128000.0,297/19,esito-26settembre19.pdf,,H.A.F.M.
00985489 ROZZANO VIALE LAZIO '88,26 Settembre 2019,ASTA DESERTA,96079.0,00980501,0.0,298/19,esito-26settembre19.pdf,,
SESTO SAN GIOVANNI VIA CATANIA '50,26 Settembre 2019,AGGIUDICATA,69120.0,03170038,95420.0,299/19,esito-26settembre19.pdf,,R.R.S.N.
RHO VIA ALDO MORO '11,26 Settembre 2019,ASTA DESERTA,92800.0,16640035,0.0,300/19,esito-26settembre19.pdf,,
TREZZANO SUL NAVIG VIA GIUSEPPE DI VITTORIO '12/D,26 Settembre 2019,AGGIUDICATA,64528.0,16670035,110200.0,301/19,esito-26settembre19.pdf,,W.L.
MILANO VIA GIOVANNI PASCOLI '4,9 Settembre 2025,AGGIUDICATA,74880.0,00160116,171250.0,106/25,esito-9settembre2025.pdf,32.0,A.E.N.C.
MILANO VIA BRAMANTINO '3,9 Settembre 2025,AGGIUDICATA,143438.0,00230165,190000.0,107/25,esito-9settembre2025.pdf,75.0,G.F.G.
MILANO VIALE TIBALDI '66,9 Settembre 2025,AGGIUDICATA,172368.0,00250101,256000.0,108/25,esito-9settembre2025.pdf,57.0,S.A.
MILANO VIA GASPARE ASELLI '18,9 Settembre 2025,AGGIUDICATA,104481.0,00280445,241128.0,109/25,esito-9settembre2025.pdf,47.0,D.P.G.R.
MILANO VIA LORENTEGGIO '205,9 Settembre 2025,AGGIUDICATA,110400.0,00433937,191120.0,110/25,esito-9settembre2025.pdf,69.0,M.A.M.I.
MILANO VIA CESARE AJRAGHI '3,9 Settembre 2025,AGGIUDICATA,143438.0,00450242,178000.0,111/25,esito-9settembre2025.pdf,75.0,W.F.
MILANO VIA DEI SALICI '10,9 Settembre 2025,AGGIUDICATA,135418.0,00652238,165480.0,112/25,esito-9settembre2025.pdf,86.0,G.M.E.B.
00668575 MILANO VIA MICHELE SAPONARO '38,9 Settembre 2025,AGGIUDICATA,167195.0,00667454,180200.0,113/25,esito-9settembre2025.pdf,122.0,H.L.
MILANO VIA APPENNINI '39,9 Settembre 2025,AGGIUDICATA,124355.0,00721941,188715.5,114/25,esito-9settembre2025.pdf,68.0,G.A.A.S.
SESTO SAN GIOVANNI VIA GIUSEPPE ROVANI '297,9 Settembre 2025,AGGIUDICATA,83780.0,02020099,125990.0,115/25,esito-9settembre2025.pdf,59.0,S.V.E.L.
LEGNANO VIA BRENNERO '6,9 Settembre 2025,AGGIUDICATA,71321.0,02070175,75150.0,116/25,esito-9settembre2025.pdf,91.0,M.E.
BINASCO VIA GUGLIELMO MARCONI '29,9 Settembre 2025,AGGIUDICATA,86231.0,03250083,88500.0,117/25,esito-9settembre2025.pdf,103.0,B.F.F.F.
MILANO VIA CASCINA CORBA '98,9 Settembre 2025,AGGIUDICATA,168560.0,09070148,241722.0,118/25,esito-9settembre2025.pdf,86.0,K.I.
MILANO VIA NEGROLI '23,9 Settembre 2025,AGGIUDICATA,252720.0,09130301,372750.0,119/25,esito-9settembre2025.pdf,135.0,S.A.G.-.P.S.-.Z.B.-.D.M.D.
70672706 MILANO VIA FELICITE' ROBERT LAMENNAIS '7,9 Settembre 2025,AGGIUDICATA,185469.0,70670706,200899.0,121/25,esito-9settembre2025.pdf,94.0,Z.X.
71025708 MILANO VIA RICCARDO BALSAMO CRIVELLI '18,9 Settembre 2025,AGGIUDICATA,289712.0,71020608,410600.0,122/25,esito-9settembre2025.pdf,136.0,A.Y.
71035375 MILANO VIA LUCCA '8,9 Settembre 2025,AGGIUDICATA,295220.0,71030061,345678.9,124/25,esito-9settembre2025.pdf,136.0,Z.M.
MILANO VIA FELICE ORSINI '70,9 Settembre 2025,AGGIUDICATA,115500.0,91660314,150100.0,125/25,esito-9settembre2025.pdf,88.0,Y.H.
MILANO VIA OSTENO '2,9 Settembre 2025,AGGIUDICATA,132552.0,92440054,134001.0,126/25,esito-9settembre2025.pdf,67.0,X.X.
CORSICO VIA BRUNO BUOZZI '4,9 Settembre 2025,AGGIUDICATA,140000.0,95320040,191190.0,127/25,esito-9settembre2025.pdf,100.0,A.A.S.A.
MILANO VIA BRAMANTINO '3,23 Settembre 2021,AGGIUDICATA,83250.0,00230169,170700.0,164/21,esito-23settembre2021.pdf,,R.C.-.V.
MILANO VIA GIOSUE' BORSI '18,23 Settembre 2021,AGGIUDICATA,162106.0,00300910,307100.0,165/21,esito-23settembre2021.pdf,,P.F.L.-.P.M.C.-.G.M.
MILANO VIA CANALETTO '10,23 Settembre 2021,AGGIUDICATA,104571.0,00310079,301670.0,166/21,esito-23settembre2021.pdf,,B.A.
MILANO VIA FILIPPO ABBIATI '1,23 Settembre 2021,AGGIUDICATA,50278.0,00340696,133380.0,167/21,esito-23settembre2021.pdf,,A.M.
MILANO VIA FILIPPO ABBIATI '2,23 Settembre 2021,AGGIUDICATA,30167.0,00340854,91100.0,168/21,esito-23settembre2021.pdf,,P.C.
MILANO VIA DANIELE RICCIARELLI '12,23 Settembre 2021,AGGIUDICATA,48731.0,00342837,157990.0,169/21,esito-23settembre2021.pdf,,Y.F.
MILANO VIA ANGELO INGANNI '64,23 Settembre 2021,AGGIUDICATA,51000.0,00433367,132100.0,170/21,esito-23settembre2021.pdf,,L.W.
MILANO VIALE OMERO '17,23 Settembre 2021,AGGIUDICATA,89060.0,00470354,133960.0,171/21,esito-23settembre2021.pdf,,J.Z.
MILANO VIA CONSOLE MARCELLO '38,23 Settembre 2021,AGGIUDICATA,73125.0,00540146,95700.0,172/21,esito-23settembre2021.pdf,,L.D.
MILANO VIA DEGLI IPPOCASTANI '6,23 Settembre 2021,AGGIUDICATA,92438.0,00652317,146000.0,173/21,esito-23settembre2021.pdf,,E.M.R.A.
MILANO VIA ENRICO DE NICOLA '32,23 Settembre 2021,AGGIUDICATA,72765.0,00750111,116360.0,174/21,esito-23settembre2021.pdf,,K.M.N.M.K.
MILANO VIA AGOSTINO DE PRETIS '1,23 Settembre 2021,AGGIUDICATA,102795.0,00750214,157000.0,175/21,esito-23settembre2021.pdf,,S.F.N.H.
MILANO VIA AGOSTINO DE PRETIS '99,23 Settembre 2021,AGGIUDICATA,98175.0,00750370,161000.0,176/21,esito-23settembre2021.pdf,,N.K.B.S.
00758071 MILANO VIA AGOSTINO DE PRETIS '51,23 Settembre 2021,AGGIUDICATA,113175.0,00750613,158100.0,177/21,esito-23settembre2021.pdf,,S.M.M.A.
LEGNANO VIA PADRE REGINALDO GIULIANI '42,23 Settembre 2021,ASTA DESERTA,50400.0,02070037,0.0,178/21,esito-23settembre2021.pdf,,
CASSANO D'ADDA VIA LEONARDO DA VINCI '37,23 Settembre 2021,ASTA DESERTA,57155.0,05450196,0.0,179/21,esito-23settembre2021.pdf,,
PIEVE EMANUELE VIA STRAUSS '8,23 Settembre 2021,AGGIUDICATA,91575.0,09030120,102000.0,180/21,esito-23settembre2021.pdf,,F.E.A.L.
MILANO VIA LONGARONE '16,23 Settembre 2021,AGGIUDICATA,138113.0,70030110,162000.0,181/21,esito-23settembre2021.pdf,,M.M.N.N.
MILANO VIA LONGARONE '41,23 Settembre 2021,AGGIUDICATA,127238.0,70030438,143300.0,182/21,esito-23settembre2021.pdf,,S.M.S.L.
MILANO VIA LUIGI CHIARELLI '12 A,23 Settembre 2021,AGGIUDICATA,104500.0,70100072,231900.0,183/21,esito-23settembre2021.pdf,,H.Y.Y.
MILANO VIA LUIGI CHIARELLI '12 B,23 Settembre 2021,AGGIUDICATA,138600.0,70100077,276000.0,184/21,esito-23settembre2021.pdf,,J.X.
MILANO VIA CAMILLO GIUSSANI '29,23 Settembre 2021,AGGIUDICATA,156750.0,71020265,192889.0,185/21,esito-23settembre2021.pdf,,S.T.
71025310 MILANO VIA CAMILLO GIUSSANI '20,23 Settembre 2021,AGGIUDICATA,182970.0,71020310,218100.0,186/21,esito-23settembre2021.pdf,,T.L.A.
71191061 LOCATE DI TRIULZI VIALE PALMIRO TOGLIATTI '17.Q,23 Settembre 2021,ASTA DESERTA,111651.0,71190140,0.0,187/21,esito-23settembre2021.pdf,,
CERRO MAGGIORE VIA FELICE GAIO '14,23 Settembre 2021,AGGIUDICATA,43344.0,94640112,45100.0,188/21,esito-23settembre2021.pdf,,H.H.
CORBETTA VIA TRENTO '23,23 Settembre 2021,ASTA DESERTA,74620.0,99600026,0.0,189/21,esito-23settembre2021.pdf,,
MILANO VIA GIUSEPPE RIPAMONTI '36,4 Novembre 2015,AGGIUDICATA,96768.0,00010033,131250.0,314/15,esito-04novembre15.pdf,,D.D.-.P.
MILANO VIA GIOVANNI AMBROGIO DE PREDIS '7 A,4 Novembre 2015,NON OPTATO,81312.0,00230353,0.0,315/15,esito-04novembre15.pdf,,
MILANO VIA GIOVANNI AMBROGIO DE PREDIS '7 B,4 Novembre 2015,AGGIUDICATA,69696.0,00230364,71888.0,316/15,esito-04novembre15.pdf,,J.M.
MILANO VIA GIOVANNI AMBROGIO DE PREDIS '7 C,4 Novembre 2015,AGGIUDICATA,72864.0,00230394,72866.0,317/15,esito-04novembre15.pdf,,R.D.
MILANO VIA FILIPPO ABBIATI '1,4 Novembre 2015,AGGIUDICATA,54835.0,00340762,62100.0,318/15,esito-04novembre15.pdf,,M.I.
MILANO VIA DALMAZIO BIRAGO '2,4 Novembre 2015,AGGIUDICATA,69282.0,00410104,76333.0,319/15,esito-04novembre15.pdf,,F.D.
MILANO VIA DALMAZIO BIRAGO '4 A,4 Novembre 2015,NON OPTATO,41177.0,00410146,0.0,320/15,esito-04novembre15.pdf,,
MILANO VIA DALMAZIO BIRAGO '4 B,4 Novembre 2015,AGGIUDICATA,54902.0,00410188,74320.0,321/15,esito-04novembre15.pdf,,L.G.
MILANO VIA DALMAZIO BIRAGO '4 C,4 Novembre 2015,AGGIUDICATA,60622.0,00410232,81150.0,322/15,esito-04novembre15.pdf,,G.R.
MILANO VIA ILLIRICO '1,4 Novembre 2015,AGGIUDICATA,45752.0,00410424,65750.0,323/15,esito-04novembre15.pdf,,M.S.
MILANO VIALE OMERO '17 A,4 Novembre 2015,AGGIUDICATA,46305.0,00470350,52000.0,324/15,esito-04novembre15.pdf,,T.Y.
MILANO VIALE OMERO '17 B,4 Novembre 2015,AGGIUDICATA,68040.0,00470408,73600.0,325/15,esito-04novembre15.pdf,,H.H.-.G.S.
MILANO VIA ORBETELLO '4 A,4 Novembre 2015,AGGIUDICATA,54288.0,00500189,61291.0,326/15,esito-04novembre15.pdf,,C.C.
MILANO VIA ORBETELLO '4 B,4 Novembre 2015,ASTA DESERTA,68486.0,00500212,0.0,327/15,esito-04novembre15.pdf,,
MILANO VIA ORBETELLO '4 C,4 Novembre 2015,ASTA DESERTA,51782.0,00500279,0.0,328/15,esito-04novembre15.pdf,,
MILANO VIA SANTUARIO DEL SACRO CUORE '3,4 Novembre 2015,ASTA DESERTA,47628.0,00510711,0.0,329/15,esito-04novembre15.pdf,,
MILANO VIA CONSOLE MARCELLO '36,4 Novembre 2015,AGGIUDICATA,57024.0,00540013,57213.0,330/15,esito-04novembre15.pdf,,S.L.
MILANO VIALE UNGHERIA '19,4 Novembre 2015,AGGIUDICATA,62496.0,00550624,66660.0,331/15,esito-04novembre15.pdf,,M.A.
MILANO VIA DEGLI ONTANI '38,4 Novembre 2015,ASTA DESERTA,66330.0,00650118,0.0,332/15,esito-04novembre15.pdf,,
MILANO VIA DEI SALICI '17,4 Novembre 2015,ASTA DESERTA,54405.0,00650906,0.0,333/15,esito-04novembre15.pdf,,
MILANO VIA DEI SALICI '29,4 Novembre 2015,AGGIUDICATA,55242.0,00650989,58110.0,334/15,esito-04novembre15.pdf,,G.L.
MILANO VIA DEGLI IPPOCASTANI '16,4 Novembre 2015,ASTA DESERTA,85140.0,00651135,0.0,335/15,esito-04novembre15.pdf,,
MILANO VIA DEI SALICI '6,4 Novembre 2015,AGGIUDICATA,70308.0,00652068,70310.0,336/15,esito-04novembre15.pdf,,R.M.
MILANO VIA ALESSANDRO LITTA MODIGNANI '101,4 Novembre 2015,AGGIUDICATA,92610.0,00690302,95000.0,337/15,esito-04novembre15.pdf,,S.G.M.
MILANO VIA FILIPPO DE PISIS '25,4 Novembre 2015,AGGIUDICATA,51176.0,00700713,51570.0,338/15,esito-04novembre15.pdf,,C.G.
MILANO VIA FRANCESCO CILEA '96,4 Novembre 2015,AGGIUDICATA,83640.0,00721246,121000.0,339/15,esito-04novembre15.pdf,,T.J.
MILANO VIA FRANCESCO CILEA '92,4 Novembre 2015,AGGIUDICATA,84660.0,00721274,111610.0,340/15,esito-04novembre15.pdf,,D.L.V.
MILANO VIA FRANCESCO CILEA '60,4 Novembre 2015,AGGIUDICATA,85680.0,00721516,120717.0,341/15,esito-04novembre15.pdf,,P.F.
MILANO VIA AGOSTINO DE PRETIS '97,4 Novembre 2015,ASTA DESERTA,96360.0,00750358,0.0,342/15,esito-04novembre15.pdf,,
MILANO VIA AGOSTINO DE PRETIS '99,4 Novembre 2015,ASTA DESERTA,89790.0,00750377,0.0,343/15,esito-04novembre15.pdf,,
MILANO VIA AGOSTINO DE PRETIS '63,4 Novembre 2015,ASTA DESERTA,72270.0,00750711,0.0,344/15,esito-04novembre15.pdf,,
00985345 ROZZANO VIALE LAZIO '56,4 Novembre 2015,ASTA DESERTA,96238.0,00980345,0.0,345/15,esito-04novembre15.pdf,,
SESTO SAN GIOVANNI VIA FRATELLI BANDIERA '200,4 Novembre 2015,ASTA DESERTA,66640.0,02020270,0.0,346/15,esito-04novembre15.pdf,,
SESTO SAN GIOVANNI VIALE TOMMASO EDISON '458,4 Novembre 2015,ASTA DESERTA,64800.0,02040442,0.0,347/15,esito-04novembre15.pdf,,
SESTO SAN GIOVANNI VIA MODENA '2,4 Novembre 2015,ASTA DESERTA,63784.0,02050097,0.0,348/15,esito-04novembre15.pdf,,
LEGNANO VIA PADRE REGINALDO GIULIANI '42 A,4 Novembre 2015,ASTA DESERTA,32710.0,02070015,0.0,349/15,esito-04novembre15.pdf,,
LEGNANO VIA PADRE REGINALDO GIULIANI '42 B,4 Novembre 2015,ASTA DESERTA,32155.0,02070068,0.0,350/15,esito-04novembre15.pdf,,
LEGNANO VIA PADRE REGINALDO GIULIANI '40 A,4 Novembre 2015,ASTA DESERTA,44352.0,02070081,0.0,351/15,esito-04novembre15.pdf,,
LEGNANO VIA PADRE REGINALDO GIULIANI '40 B,4 Novembre 2015,ASTA DESERTA,49280.0,02070086,0.0,352/15,esito-04novembre15.pdf,,
LEGNANO VIA PADRE REGINALDO GIULIANI '40 C,4 Novembre 2015,ASTA DESERTA,34160.0,02070090,0.0,353/15,esito-04novembre15.pdf,,
LEGNANO VIA PADRE REGINALDO GIULIANI '40 D,4 Novembre 2015,ASTA DESERTA,49280.0,02070091,0.0,354/15,esito-04novembre15.pdf,,
PADERNO DUGNANO VIA BOLIVIA '41,4 Novembre 2015,ASTA DESERTA,44340.0,03080014,0.0,355/15,esito-04novembre15.pdf,,
COLOGNO MONZESE VIALE LIGURIA '52,4 Novembre 2015,ASTA DESERTA,66528.0,03180028,0.0,356/15,esito-04novembre15.pdf,,
04996003 CESATE VIA PIAVE '40,4 Novembre 2015,ASTA DESERTA,61463.0,04990011,0.0,357/15,esito-04novembre15.pdf,,
MILANO VIA DELLE GENZIANE '5,4 Novembre 2015,AGGIUDICATA,142443.0,09010250,193100.0,358/15,esito-04novembre15.pdf,,C.F.-.C.M.
