base_price,branch,city,energy_class,has_elevator,internal_id,lot_id,ownership_title,property_type,rooms,source_file,source_url,street_number,auction_result,base_price_eur,codice,final_offer_eur,source_pdf,winner,address,auction_date,surface_sqm,data_source,latitude,longitude
,,,,,,031/26,,,,,,,AGGIUDICATA,166602.0,280266.0,361408.0,esito-16aprile2026.pdf,S.A.,MILANO VIA GASPARE ASELLI '14,16 Aprile 2026,71.0,pdf_only,45.4703236,9.2303413
,,,,,,032/15,,,,,,,ASTA DESERTA,59520.0,650347.0,0.0,esito-18febbraio15.pdf,,MILANO VIA DEGLI ONTANI '16 A,18 Febbraio 2015,,pdf_only,45.4543484,9.0790826
,,,,,,032/16,,,,,,,AGGIUDICATA,65888.0,722055.0,96120.0,esito-11febbraio16.pdf,M.C.,MILANO VIA APPENNINI '51,11 Febbraio 2016,,pdf_only,45.5015563,9.1051578
,,,,,,032/17,,,,,,,ASTA DESERTA,53995.0,17140006.0,0.0,esito-08marzo17.pdf,,LAINATE VIA ANTONIO LABRIOLA '9,8 Marzo 2017,,pdf_only,45.5745795,9.0337281
66478.0,UOG3,MILANO,G,True,,032/18,,ALLOGGIO,3.0,20180206172225.html,http://www.alermipianovendite.it/4209-2/,16,AGGIUDICATA,66478.0,5490070.0,72021.0,esito-08marzo18.pdf,D.V.S.-.G.,VIA BOLLA,08 Marzo 2018,79.0,wayback,45.5034806,9.1091344
,,,,,,032/19,,,,,,,ASTA DESERTA,57684.0,2430035.0,0.0,esito-21febbraio19.pdf,,BINASCO VIA GUGLIELMO MARCONI '29 A,21 Febbraio 2019,,pdf_only,45.3308215,9.0968086
82350.0,UOG3,MILANO,G,True,,032/21,PIENA PROP.,ALLOGGIO,2.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'3,AGGIUDICATA,82350.0,510631.0,135999.0,esito-18marzo2021.pdf,S.S.,VIA SANTUARIO DEL SACRO CUORE,18 Marzo 2021,72.0,wayback,45.52408690000001,9.162856
,,,,,,032/22,,,,,,,AGGIUDICATA,146858.0,71220079.0,161800.0,esito-17febbraio2022.pdf,G.R.,SAN DONATO MILANE VIA FELICE MARITANO '10.B,17 Febbraio 2022,,pdf_only,45.412959,9.276259999999999
,,,,,,032/23,,,,,,,AGGIUDICATA,93100.0,620275.0,131000.0,esito-6aprile2023.pdf,N.I.G.W.,MILANO VIA CONCILIO VATICANO II '4,6 Aprile 2023,,pdf_only,45.5127581,9.1475663
,,,,,,032/24,,,,,,,AGGIUDICATA,98496.0,280309.0,231666.0,esito-11aprile2024.pdf,T.M.-.M.T.,MILANO VIA GASPARE ASELLI '14,11 Aprile 2024,48.0,pdf_only,45.4703236,9.2303413
,,,,,,032/25,,,,,,,AGGIUDICATA,93600.0,70330007.0,158726.0,esito-13febbraio2025.pdf,B.F.L.L.,CORMANO VIA LEONARDO DA VINCI '51,13 Febbraio 2025,100.0,pdf_only,45.5510628,9.1682634
,,,,,,032/26,,,,,,,AGGIUDICATA,185321.0,300971.0,231120.0,esito-16aprile2026.pdf,D.F.P.,MILANO ALZAIA NAVIGLIO PAVESE '34,16 Aprile 2026,45.0,pdf_only,45.4482231,9.1765224
,,,,,,033/15,,,,,,,ASTA DESERTA,61380.0,650351.0,0.0,esito-18febbraio15.pdf,,MILANO VIA DEGLI ONTANI '16 B,18 Febbraio 2015,,pdf_only,45.4543484,9.0790826
,,,,,,033/16,,,,,,,ANNULLATATO,63104.0,722075.0,0.0,esito-11febbraio16.pdf,,MILANO VIA APPENNINI '53,11 Febbraio 2016,,pdf_only,45.5014751,9.1050233
,,,,,,033/17,,,,,,,AGGIUDICATA,144593.0,70590084.0,165834.0,esito-08marzo17.pdf,O.E.,70592084 MILANO VIA BELTRAME CRISTIANI '13,8 Marzo 2017,,pdf_only,45.5225349,9.2054866
52254.0,UOGR,CANEGRATE,G,True,,033/18,,ALLOGGIO,4.0,20180206172225.html,http://www.alermipianovendite.it/4209-2/,15,ASTA DESERTA,52254.0,71280121.0,0.0,esito-08marzo18.pdf,,VIA BOLOGNA,08 Marzo 2018,97.0,wayback,45.5624519,8.9243317
,,,,,,033/19,,,,,,,ASTA DESERTA,86944.0,2430049.0,0.0,esito-21febbraio19.pdf,,BINASCO VIA GUGLIELMO MARCONI '29 B,21 Febbraio 2019,,pdf_only,45.3308215,9.0968086
99506.0,UOG3,MILANO,G,True,,033/21,PIENA PROP.,ALLOGGIO,3.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'4,AGGIUDICATA,99506.0,511621.0,170590.0,esito-18marzo2021.pdf,B.M.F.,VIA ESCULAPIO,18 Marzo 2021,87.0,wayback,45.5247587,9.1613276
,,,,,,033/22,,,,,,,AGGIUDICATA,83200.0,92790050.0,131109.0,esito-17febbraio2022.pdf,S.C.B.,MILANO VIA SAN GIUSTO '37,17 Febbraio 2022,,pdf_only,45.4703628,9.116538
,,,,,,033/23,,,,,,,AGGIUDICATA,119843.0,650071.0,121155.63,esito-6aprile2023.pdf,A.M.-.S.S.,MILANO VIA DEGLI ONTANI '32,6 Aprile 2023,,pdf_only,45.4543484,9.0790826
,,,,,,033/24,,,,,,,AGGIUDICATA,65892.0,410475.0,137860.0,esito-11aprile2024.pdf,X.Y.,MILANO VIA ILLIRICO '1,11 Aprile 2024,34.0,pdf_only,45.4693088,9.232309
,,,,,,033/25,,,,,,,ASTA DESERTA,195230.0,70670706.0,0.0,esito-13febbraio2025.pdf,,70672706 MILANO VIA FELICITE' ROBERT LAMENNAIS '7,13 Febbraio 2025,94.0,pdf_only,45.5206776,9.1170914
,,,,,,033/26,,,,,,,AGGIUDICATA,118560.0,440209.0,162000.0,esito-16aprile2026.pdf,B.M.,MILANO VIA MAC MAHON '119,16 Aprile 2026,52.0,pdf_only,45.4985412,9.1515386
,,,,,,034/15,,,,,,,AGGIUDICATA,59520.0,650889.0,65600.0,esito-18febbraio15.pdf,D.V.,MILANO VIA DEI SALICI '15,18 Febbraio 2015,,pdf_only,45.4522388,9.0801798
,,,,,,034/16,,,,,,,ASTA DESERTA,111825.0,750205.0,0.0,esito-11febbraio16.pdf,,MILANO VIA AGOSTINO DE PRETIS '1,11 Febbraio 2016,,pdf_only,45.4318291,9.1537856
,,,,,,034/17,,,,,,,AGGIUDICATA,167267.0,70590242.0,231700.0,esito-08marzo17.pdf,S.P.,70592242 MILANO VIA ANTONIO LISSONI '5,8 Marzo 2017,,pdf_only,45.5224512,9.2072141
75152.0,UOG3,MILANO,G,False,,034/18,,ALLOGGIO,2.0,20180206172225.html,http://www.alermipianovendite.it/4209-2/,95,ASTA DESERTA,75152.0,96120309.0,0.0,esito-08marzo18.pdf,,VIA VAL LAGARINA,08 Marzo 2018,77.0,wayback,45.5210689,9.1344628
,,,,,,034/19,,,,,,,AGGIUDICATA,78624.0,3170025.0,81000.0,esito-21febbraio19.pdf,S.D.,SESTO SAN GIOVANNI VIA CATANIA '40 A,21 Febbraio 2019,,pdf_only,45.5326853,9.256098
69694.0,UOG2,MILANO,G,True,,034/21,PIENA PROP.,ALLOGGIO,2.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'9,AGGIUDICATA,69694.0,650845.0,110250.0,esito-18marzo2021.pdf,A.M.W.M.,VIA DEI SALICI,18 Marzo 2021,63.0,wayback,45.451835,9.0804127
,,,,,,034/22,,,,,,,ASTA DESERTA,46655.0,94640101.0,0.0,esito-17febbraio2022.pdf,,CERRO MAGGIORE VIA FELICE GAIO '14,17 Febbraio 2022,,pdf_only,45.5773697,8.9771368
,,,,,,034/23,,,,,,,AGGIUDICATA,100249.0,682044.0,193678.0,esito-6aprile2023.pdf,T.E.,MILANO VIA UGO BETTI '145,6 Aprile 2023,,pdf_only,45.4956091,9.1079804
,,,,,,034/24,,,,,,,AGGIUDICATA,146625.0,460170.0,189000.0,esito-11aprile2024.pdf,C.Z.,MILANO VIA CHIARI '3,11 Aprile 2024,92.0,pdf_only,45.4953476,9.1494515
,,,,,,034/25,,,,,,,AGGIUDICATA,84360.0,95070160.0,150000.0,esito-13febbraio2025.pdf,M.M.H.M.,MILANO VIA ARMANDO SPADINI '11,13 Febbraio 2025,57.0,pdf_only,45.5271169,9.1590305
,,,,,,034/26,,,,,,,AGGIUDICATA,124440.0,450181.0,181100.0,esito-16aprile2026.pdf,A.E.,MILANO VIA CESARE AJRAGHI '3,16 Aprile 2026,61.0,pdf_only,45.4983298,9.1504397
,,,,,,035/15,,,,,,,AGGIUDICATA,59520.0,651138.0,70000.0,esito-18febbraio15.pdf,T.G.M.,MILANO VIA DEGLI IPPOCASTANI '16,18 Febbraio 2015,,pdf_only,45.4508816,9.0807097
,,,,,,035/16,,,,,,,ASTA DESERTA,87710.0,750614.0,0.0,esito-11febbraio16.pdf,,MILANO VIA AGOSTINO DE PRETIS '51,11 Febbraio 2016,,pdf_only,45.428901,9.1502658
,,,,,,035/17,,,,,,,AGGIUDICATA,127899.0,70590304.0,173888.0,esito-08marzo17.pdf,H.H.,70592304 MILANO VIA ANTONIO LISSONI '15,8 Marzo 2017,,pdf_only,45.5225725,9.2083242
106384.0,UOG3,MILANO,G,True,,035/18,,ALLOGGIO,4.0,20180206172225.html,http://www.alermipianovendite.it/4209-2/,69,ASTA DESERTA,106384.0,99300027.0,0.0,esito-08marzo18.pdf,,VIA VAL LAGARINA,08 Marzo 2018,109.0,wayback,45.5211272,9.1326825
,,,,,,035/19,,,,,,,AGGIUDICATA,73195.0,3170035.0,84238.0,esito-21febbraio19.pdf,S.V.L.J.,SESTO SAN GIOVANNI VIA CATANIA '40 B,21 Febbraio 2019,,pdf_only,45.5326853,9.256098
100669.0,UOG2,MILANO,G,True,,035/21,PIENA PROP.,ALLOGGIO,3.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'32,AGGIUDICATA,100669.0,651608.0,141090.0,esito-18marzo2021.pdf,G.E.,VIA DEI LARICI,18 Marzo 2021,91.0,wayback,45.4540452,9.0835402
,,,,,,035/22,,,,,,,AGGIUDICATA,108360.0,99350149.0,183000.0,esito-17febbraio2022.pdf,S.H.D.H.,MILANO VIA URUGUAY '32,17 Febbraio 2022,,pdf_only,45.4977129,9.1169035
,,,,,,035/23,,,,,,,AGGIUDICATA,110360.0,690021.0,201600.0,esito-6aprile2023.pdf,V.S.,MILANO VIA ALESSANDRO LITTA MODIGNANI '93,6 Aprile 2023,,pdf_only,45.5211404,9.1512971
,,,,,,035/24,,,,,,,AGGIUDICATA,149175.0,480055.0,250199.0,esito-11aprile2024.pdf,H.W.,MILANO VIA MEDEGHINO '24,11 Aprile 2024,78.0,pdf_only,45.4314808,9.1801371
,,,,,,035/25,,,,,,,AGGIUDICATA,103040.0,99650006.0,119200.0,esito-13febbraio2025.pdf,A.A.A.M.,PERO VIA FERDINANDO SANTI '2/1,13 Febbraio 2025,92.0,pdf_only,45.515059,9.0637276
,,,,,,035/26,,,,,,,AGGIUDICATA,111008.0,510041.0,155000.0,esito-16aprile2026.pdf,A.G.S.A.,MILANO VIA COMASINA '57,16 Aprile 2026,57.0,pdf_only,45.5235042,9.1667746
,,,,,,036/15,,,,,,,ASTA DESERTA,59520.0,651811.0,0.0,esito-18febbraio15.pdf,,MILANO VIA DEI LARICI '21,18 Febbraio 2015,,pdf_only,45.4534363,9.082582
,,,,,,036/16,,,,,,,ASTA DESERTA,103478.0,750835.0,0.0,esito-11febbraio16.pdf,,MILANO VIA ENRICO DE NICOLA '8,11 Febbraio 2016,,pdf_only,45.4012904,9.2874912
,,,,,,036/17,,,,,,,AGGIUDICATA,168947.0,70590628.0,217530.0,esito-08marzo17.pdf,P.I.C.,70592628 MILANO VIA RAFFAELLO GIOLLI '21,8 Marzo 2017,,pdf_only,45.5261,9.2105743
90768.0,UOG3,MILANO,G,True,,036/18,,ALLOGGIO,3.0,20180206172225.html,http://www.alermipianovendite.it/4209-2/,37,ASTA DESERTA,90768.0,99310001.0,0.0,esito-08marzo18.pdf,,VIA VAL LAGARINA,08 Marzo 2018,93.0,wayback,45.5202638,9.1308902
,,,,,,036/19,,,,,,,AGGIUDICATA,73195.0,3170039.0,89660.0,esito-21febbraio19.pdf,I.A.R.A.-.A.I.A.R.,SESTO SAN GIOVANNI VIA CATANIA '50 A,21 Febbraio 2019,,pdf_only,45.5326853,9.256098
77775.0,UOG3,MILANO,F,True,,036/21,PIENA PROP.,ALLOGGIO,2.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'103,AGGIUDICATA,77775.0,690323.0,125000.0,esito-18marzo2021.pdf,G.G.S.L.,VIA ALESSANDRO LITTA MODIGNANI,18 Marzo 2021,68.0,wayback,45.520865,9.152407
,,,,,,036/22,,,,,,,AGGIUDICATA,70212.0,280283.0,202100.0,esito-17marzo2022.pdf,T.M.,MILANO VIA GASPARE ASELLI '14,17 Marzo 2022,,pdf_only,45.4703236,9.2303413
,,,,,,036/23,,,,,,,AGGIUDICATA,106448.0,740759.0,142760.0,esito-6aprile2023.pdf,F.M.S.A.,CORSICO VIA EUGENIO CURIEL '12,6 Aprile 2023,,pdf_only,45.439921,9.0936577
,,,,,,036/24,,,,,,,AGGIUDICATA,172805.0,500258.0,240000.0,esito-11aprile2024.pdf,M.S.M.S.,MILANO VIA ORBETELLO '4,11 Aprile 2024,107.0,pdf_only,45.5021152,9.246326
126735.0,UOG3,MILANO,D,False,,036/25,PIENA PROP.,ALLOGGIO,2.0,20250320140526.html,https://alermipianovendite.it/asta-alloggi-3-aprile-2025/,'14,AGGIUDICATA,126735.0,230616.0,168889.0,esito-3aprile2025.pdf,P.B.,VIA JACOPINO DA TRADATE,3 Aprile 2025,71.0,wayback,45.4958111,9.1513064
,,,,,,036/26,,,,,,,AGGIUDICATA,230384.0,551572.0,266000.0,esito-16aprile2026.pdf,W.C.G.M.W.,MILANO VIALE UNGHERIA '4,16 Aprile 2026,112.0,pdf_only,45.4455094,9.2429598
,,,,,,037/15,,,,,,,AGGIUDICATA,103836.0,666442.0,138500.0,esito-18febbraio15.pdf,P.P.,00668128 MILANO VIA MICHELE SAPONARO '24,18 Febbraio 2015,,pdf_only,45.4086919,9.1736916
,,,,,,037/16,,,,,,,ASTA DESERTA,92655.0,750876.0,0.0,esito-11febbraio16.pdf,,MILANO VIA ENRICO DE NICOLA '12,11 Febbraio 2016,,pdf_only,45.4310848,9.1555707
,,,,,,037/17,,,,,,,AGGIUDICATA,128410.0,70670039.0,161200.0,esito-08marzo17.pdf,P.S.,MILANO VIA POSTUMIA '28 A,8 Marzo 2017,,pdf_only,45.5232007,9.1187406
,,,,,,037/18,,,,,,,AGGIUDICATA,100776.0,160101.0,244800.0,esito-12aprile18.pdf,M.C.R.,MILANO VIA GIOVANNI PASCOLI '4,12 Aprile 2018,,pdf_only,45.4467192,9.2718486
,,,,,,037/19,,,,,,,AGGIUDICATA,55411.0,3170050.0,69150.0,esito-21febbraio19.pdf,M.A.D.,SESTO SAN GIOVANNI VIA CATANIA '50 B,21 Febbraio 2019,,pdf_only,45.5326853,9.256098
101794.0,UOG3,MILANO,E,True,,037/21,PIENA PROP.,ALLOGGIO,3.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'109,AGGIUDICATA,101794.0,690460.0,155100.0,esito-18marzo2021.pdf,L.B.G.N.,VIA ALESSANDRO LITTA MODIGNANI,18 Marzo 2021,89.0,wayback,45.5201141,9.1536464
,,,,,,037/22,,,,,,,AGGIUDICATA,82360.0,434058.0,152550.0,esito-17marzo2022.pdf,K.K.S.E.,MILANO VIA LORENTEGGIO '209,17 Marzo 2022,,pdf_only,45.4461999,9.1253987
,,,,,,037/23,,,,,,,AGGIUDICATA,97200.0,742163.0,165500.0,esito-6aprile2023.pdf,M.K.M.S.,CORSICO VIA BENVENUTO CELLINI '22,6 Aprile 2023,,pdf_only,45.4366874,9.0932447
,,,,,,037/24,,,,,,,AGGIUDICATA,93600.0,510454.0,138999.0,esito-11aprile2024.pdf,Z.C.,MILANO VIA VAL SABBIA '6,11 Aprile 2024,65.0,pdf_only,45.5264695,9.1601626
132090.0,UOG3,MILANO,F,False,,037/25,PIENA PROP.,ALLOGGIO,2.0,20250320140526.html,https://alermipianovendite.it/asta-alloggi-3-aprile-2025/,'4,AGGIUDICATA,132090.0,230845.0,206500.0,esito-3aprile2025.pdf,A.M.G.H.,PIAZZA PREALPI,3 Aprile 2025,74.0,wayback,45.4947411,9.152406599999999
,,,,,,037/26,,,,,,,AGGIUDICATA,136848.0,650363.0,147100.0,esito-16aprile2026.pdf,G.A.I.B.,MILANO VIA DEGLI ONTANI '18,16 Aprile 2026,67.0,pdf_only,45.4543484,9.0790826
,,,,,,038/15,,,,,,,AGGIUDICATA,81600.0,682903.0,89600.0,esito-18febbraio15.pdf,D.L.L.,MILANO VIA UGO BETTI '67,18 Febbraio 2015,,pdf_only,45.4926566,9.1098241
,,,,,,038/16,,,,,,,ASTA DESERTA,47124.0,2020311.0,0.0,esito-11febbraio16.pdf,,SESTO SAN GIOVANNI VIA FRATELLI BANDIERA '200,11 Febbraio 2016,,pdf_only,45.5346605,9.222924
,,,,,,038/17,,,,,,,NON OPTATO,117500.0,70670044.0,0.0,esito-08marzo17.pdf,,70672001 MILANO VIA POSTUMIA '28 B,8 Marzo 2017,,pdf_only,45.4714217,9.1154606
,,,,,,038/18,,,,,,,AGGIUDICATA,68160.0,230617.0,102000.0,esito-12aprile18.pdf,B.F.,MILANO VIA JACOPINO DA TRADATE '14,12 Aprile 2018,,pdf_only,45.4966727,9.1496627
,,,,,,038/19,,,,,,,AGGIUDICATA,55411.0,3170052.0,71740.0,esito-21febbraio19.pdf,B.M.S.,SESTO SAN GIOVANNI VIA CATANIA '50 C,21 Febbraio 2019,,pdf_only,45.5326853,9.256098
64260.0,UOG3,MILANO,G,True,,038/21,PIENA PROP.,ALLOGGIO,2.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'32,AGGIUDICATA,64260.0,700234.0,105360.0,esito-18marzo2021.pdf,R.S.S.S.,VIA ARTURO GRAF,18 Marzo 2021,68.0,wayback,45.5125986,9.142392
,,,,,,038/22,,,,,,,AGGIUDICATA,106240.0,500190.0,183500.0,esito-17marzo2022.pdf,P.M.,MILANO VIA ORBETELLO '4 A,17 Marzo 2022,,pdf_only,45.5014062,9.2472867
,,,,,,038/23,,,,,,,AGGIUDICATA,92768.0,1360038.0,131400.0,esito-6aprile2023.pdf,H.Y.,MILANO VIA ALEX VISCONTI '17,6 Aprile 2023,,pdf_only,45.5029884,9.1027236
,,,,,,038/24,,,,,,,AGGIUDICATA,92160.0,510573.0,153030.0,esito-11aprile2024.pdf,J.W.,MILANO VIA ESCULAPIO '4,11 Aprile 2024,64.0,pdf_only,45.5249722,9.1625513
73359.0,UOG4,MILANO,D,False,,038/25,PIENA PROP.,ALLOGGIO,1.0,20250320140526.html,https://alermipianovendite.it/asta-alloggi-3-aprile-2025/,'2,AGGIUDICATA,73359.0,410014.0,176250.0,esito-3aprile2025.pdf,O.L.,VIA DALMAZIO BIRAGO,3 Aprile 2025,33.0,wayback,45.4688944,9.2313868
,,,,,,038/26,,,,,,,AGGIUDICATA,134805.0,650931.0,150680.0,esito-16aprile2026.pdf,B.C.N.D.,CESANO BOSCONE VIA DEI SALICI '21,16 Aprile 2026,66.0,pdf_only,45.4511972,9.0810419
,,,,,,039/15,,,,,,,AGGIUDICATA,89964.0,690328.0,109226.0,esito-18febbraio15.pdf,A.B.L.,MILANO VIA ALESSANDRO LITTA MODIGNANI '103 A,18 Febbraio 2015,,pdf_only,45.5223492,9.1574653
,,,,,,039/16,,,,,,,ASTA DESERTA,40320.0,2070161.0,0.0,esito-11febbraio16.pdf,,LEGNANO VIA BRENNERO '6,11 Febbraio 2016,,pdf_only,45.605947,8.9144646
,,,,,,039/17,,,,,,,ASTA DESERTA,125263.0,70670390.0,0.0,esito-08marzo17.pdf,,70672390 MILANO VIA BENJAMIN CONSTANT '2,8 Marzo 2017,,pdf_only,45.471866,9.1119453
,,,,,,039/18,,,,,,,AGGIUDICATA,45261.0,340861.0,62000.0,esito-12aprile18.pdf,B.Y.S.W.,MILANO VIA FILIPPO ABBIATI '2,12 Aprile 2018,,pdf_only,45.4729366,9.1412764
,,,,,,039/19,,,,,,,AGGIUDICATA,73195.0,3170054.0,73500.0,esito-21febbraio19.pdf,S.A.W.F.-.F.S.M.W.,SESTO SAN GIOVANNI VIA CATANIA '50 D,21 Febbraio 2019,,pdf_only,45.5326853,9.256098
64260.0,UOG3,MILANO,G,True,,039/21,PIENA PROP.,ALLOGGIO,2.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'52,AGGIUDICATA,64260.0,700475.0,126010.0,esito-18marzo2021.pdf,A.M.-.H.M.,VIA ARTURO GRAF,18 Marzo 2021,68.0,wayback,45.5124895,9.1441381
,,,,,,039/22,,,,,,,AGGIUDICATA,106240.0,500240.0,170200.0,esito-17marzo2022.pdf,S.S.D.N.,MILANO VIA ORBETELLO '4 B,17 Marzo 2022,,pdf_only,45.5014062,9.2472867
,,,,,,039/23,,,,,,,ASTA DESERTA,49087.0,2070076.0,0.0,esito-6aprile2023.pdf,,LEGNANO VIA PADRE REGINALDO GIULIANI '40,6 Aprile 2023,,pdf_only,45.6053381,8.914986
,,,,,,039/24,,,,,,,AGGIUDICATA,85500.0,540016.0,130750.0,esito-11aprile2024.pdf,S.M.P.,MILANO VIA CONSOLE MARCELLO '36,11 Aprile 2024,57.0,pdf_only,45.5018711,9.1444674
113900.0,UOG2,MILANO,E,False,,039/25,PIENA PROP.,ALLOGGIO,2.0,20250320140526.html,https://alermipianovendite.it/asta-alloggi-3-aprile-2025/,'203,AGGIUDICATA,113900.0,433823.0,160000.0,esito-3aprile2025.pdf,V.E.,VIA LORENTEGGIO,3 Aprile 2025,67.0,wayback,45.4464832,9.1264857
,,,,,,039/26,,,,,,,AGGIUDICATA,204488.0,690376.0,220800.0,esito-16aprile2026.pdf,H.Y.,MILANO VIA ALESSANDRO LITTA MODIGNANI '105,16 Aprile 2026,105.0,pdf_only,45.5223492,9.1574653
,,,,,,040/15,,,,,,,AGGIUDICATA,73206.0,690354.0,81450.0,esito-18febbraio15.pdf,C.F.,MILANO VIA ALESSANDRO LITTA MODIGNANI '103 B,18 Febbraio 2015,,pdf_only,45.5223492,9.1574653
,,,,,,040/16,,,,,,,ASTA DESERTA,45659.0,3440006.0,0.0,esito-11febbraio16.pdf,,NERVIANO VIALE JOHN FITZGERALD KENNEDY '45,11 Febbraio 2016,,pdf_only,45.5513695,8.9609169
,,,,,,040/17,,,,,,,ASTA DESERTA,127270.0,70670692.0,0.0,esito-08marzo17.pdf,,70672692 MILANO VIA FELICITE' ROBERT LAMENNAIS '9,8 Marzo 2017,,pdf_only,45.5206776,9.1170914
,,,,,,040/18,,,,,,,AGGIUDICATA,42650.0,342806.0,75800.0,esito-12aprile18.pdf,Z.B.,MILANO VIA DANIELE RICCIARELLI '12,12 Aprile 2018,,pdf_only,45.4690256,9.1376778
,,,,,,040/19,,,,,,,NON OPTATO,75226.0,16540094.0,0.0,esito-21febbraio19.pdf,,SAN DONATO MILANE VIA ANGELO MORO '27.D A,21 Febbraio 2019,,pdf_only,45.42948759999999,9.2680224
78435.0,UOG3,MILANO,G,True,,040/21,PIENA PROP.,ALLOGGIO,3.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'35,AGGIUDICATA,78435.0,700876.0,131000.0,esito-18marzo2021.pdf,Z.F.,VIA FILIPPO DE PISIS,18 Marzo 2021,83.0,wayback,45.5123143,9.1424834
,,,,,,040/22,,,,,,,AGGIUDICATA,75520.0,500277.0,116000.0,esito-17marzo2022.pdf,N.T.G.N.,MILANO VIA ORBETELLO '4 C,17 Marzo 2022,,pdf_only,45.5014062,9.2472867
,,,,,,040/23,,,,,,,AGGIUDICATA,39971.0,2070155.0,43100.0,esito-6aprile2023.pdf,N.I.,LEGNANO VIA BRENNERO '6,6 Aprile 2023,,pdf_only,45.605947,8.9144646
,,,,,,040/24,,,,,,,AGGIUDICATA,133238.0,550770.0,151000.0,esito-11aprile2024.pdf,B.F.C.,MILANO VIALE UNGHERIA '46,11 Aprile 2024,76.0,pdf_only,45.4459531,9.2523415
130985.0,UOG3,MILANO,F,True,,040/25,PIENA PROP.,ALLOGGIO,3.0,20250320140526.html,https://alermipianovendite.it/asta-alloggi-3-aprile-2025/,'4,AGGIUDICATA,130985.0,620242.0,146000.0,esito-3aprile2025.pdf,Z.F.,VIA CONCILIO VATICANO II,3 Aprile 2025,92.0,wayback,45.5121099,9.146617299999999
,,,,,,040/26,,,,,,,AGGIUDICATA,145635.0,700237.0,191000.0,esito-16aprile2026.pdf,S.R.M.R.,MILANO VIA ARTURO GRAF '32,16 Aprile 2026,84.0,pdf_only,45.5129463,9.1410942
,,,,,,041/15,,,,,,,AGGIUDICATA,59486.0,700002.0,61169.0,esito-18febbraio15.pdf,D.F.,MILANO VIA ARTURO GRAF '12,18 Febbraio 2015,,pdf_only,45.5127029,9.1389787
,,,,,,041/16,,,,,,,AGGIUDICATA,39928.0,5160079.0,40453.0,esito-11febbraio16.pdf,L.S.,MILANO VIA ARMANDO SPADINI '15,11 Febbraio 2016,,pdf_only,45.5284018,9.1575559
,,,,,,041/17,,,,,,,ASTA DESERTA,67105.0,70840009.0,0.0,esito-08marzo17.pdf,,GARBAGNATE MILANE VIA TICINO '8,8 Marzo 2017,,pdf_only,45.5757577,9.0588476
,,,,,,041/18,,,,,,,AGGIUDICATA,63360.0,500131.0,82000.0,esito-12aprile18.pdf,L.M.D.,MILANO VIA ORBETELLO '2,12 Aprile 2018,,pdf_only,45.5025201,9.2456956
,,,,,,041/19,,,,,,,AGGIUDICATA,101714.0,16540096.0,102000.0,esito-21febbraio19.pdf,D.T.F.,SAN DONATO MILANE VIA ANGELO MORO '27.D B,21 Febbraio 2019,,pdf_only,45.42948759999999,9.2680224
79380.0,UOG3,MILANO,G,True,,041/21,PIENA PROP.,ALLOGGIO,3.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'49,AGGIUDICATA,79380.0,701025.0,136000.0,esito-18marzo2021.pdf,F.A.N.N.,VIA FILIPPO DE PISIS,18 Marzo 2021,84.0,wayback,45.5097763,9.146884000000002
,,,,,,041/22,,,,,,,AGGIUDICATA,81920.0,500288.0,117900.0,esito-17marzo2022.pdf,F.N.,MILANO VIA ORBETELLO '4 D,17 Marzo 2022,,pdf_only,45.5014062,9.2472867
,,,,,,041/23,,,,,,,ASTA DESERTA,76739.0,3230042.0,0.0,esito-6aprile2023.pdf,,LEGNANO VIA GABRIO CASATI '5,6 Aprile 2023,,pdf_only,45.5956142,8.8957645
,,,,,,041/24,,,,,,,AGGIUDICATA,170053.0,551150.0,187500.0,esito-11aprile2024.pdf,B.M.E.B.,MILANO VIA ORESTE SALOMONE '91,11 Aprile 2024,97.0,pdf_only,45.4449336,9.2415279
142545.0,UOG2,MILANO,D,True,,041/25,PIENA PROP.,ALLOGGIO,3.0,20250320140526.html,https://alermipianovendite.it/asta-alloggi-3-aprile-2025/,'23,AGGIUDICATA,142545.0,652030.0,152100.0,esito-3aprile2025.pdf,H.I.Z.S.G.-.H.Z.,VIA DELLE BETULLE,3 Aprile 2025,86.0,wayback,45.4529296,9.079931199999999
,,,,,,041/26,,,,,,,AGGIUDICATA,121363.0,700847.0,150020.0,esito-16aprile2026.pdf,W.J.,MILANO VIA FILIPPO DE PISIS '31,16 Aprile 2026,70.0,pdf_only,45.5115411,9.1413017
