base_price,branch,city,energy_class,has_elevator,internal_id,lot_id,ownership_title,property_type,rooms,source_file,source_url,street_number,auction_result,base_price_eur,codice,final_offer_eur,source_pdf,winner,address,auction_date,surface_sqm,data_source,latitude,longitude
,,,,,,209/18,,,,,,,AGGIUDICATA,78030.0,571912.0,151800.0,esito-27settembre18.pdf,L.Q.,MILANO VIA GIACOMO QUARENGHI '32 A,27 Settembre 2018,,pdf_only,45.5003008,9.1075684
,,,,,,209/19,,,,,,,AGGIUDICATA,72216.0,741261.0,93000.0,esito-27giugno19.pdf,B.R.,CORSICO VIALE ITALIA '36,27 Giugno 2019,,pdf_only,45.4358885,9.0982787
101430.0,UOG1,MILANO,G,True,,209/20,PIENA PROP.,ALLOGGIO,3.0,20210105111556.html,https://alermipianovendite.it/asta-alloggi-21-gennaio-2021/,'87,AGGIUDICATA,101430.0,751168.0,158000.0,esito-21gennaio2021.pdf,C.V.,VIA AGOSTINO DE PRETIS,21 gennaio 2021,84.0,wayback,45.4295951,9.153989500000002
,,,,,,209/21,,,,,,,AGGIUDICATA,76230.0,750507.0,122000.0,esito-21ottobre2021.pdf,S.L.,MILANO VIA AGOSTINO DE PRETIS '115,21 Ottobre 2021,,pdf_only,45.4296903,9.1573652
,,,,,,209/22,,,,,,,AGGIUDICATA,131936.0,70670756.0,175000.0,esito-19maggio2022.pdf,S.L.S.S.,MILANO VIA CARLO MARX '26,19 Maggio 2022,,pdf_only,45.4750965,9.1105789
,,,,,,209/24,,,,,,,AGGIUDICATA,128138.0,700315.0,165500.0,esito-28novembre2024.pdf,A.A.F.A.,MILANO VIA ARTURO GRAF '42,28 Novembre 2024,85.0,pdf_only,45.5129463,9.1410942
,,,,,,210/15,,,,,,,AGGIUDICATA,71253.0,99690088.0,80000.0,esito-27maggio15.pdf,L.L.-.F.F.,SESTO SAN GIOVANNI VIA SAVONA '80,27 Maggio 2015,,pdf_only,45.5326772,9.2533081
,,,,,,210/16,,,,,,,ASTA DESERTA,68796.0,71110065.0,0.0,esito-30maggio16.pdf,,MELZO VIA IPPOLITO NIEVO '38,30 Maggio 2016,,pdf_only,45.5023576,9.4341439
,,,,,,210/17,,,,,,,AGGIUDICATA,80640.0,581124.0,131511.0,esito-05ottobre17.pdf,G.P.,MILANO VIA DELLA CAPINERA '5,5 Ottobre 2017,,pdf_only,45.4562775,9.1195161
,,,,,,210/18,,,,,,,AGGIUDICATA,68742.0,571965.0,121211.0,esito-27settembre18.pdf,V.M.,MILANO VIA GIACOMO QUARENGHI '32 B,27 Settembre 2018,,pdf_only,45.5003008,9.1075684
,,,,,,210/19,,,,,,,AGGIUDICATA,76464.0,742099.0,104613.9,esito-27giugno19.pdf,S.O.-.J.S.,CORSICO VIA BENVENUTO CELLINI '14,27 Giugno 2019,,pdf_only,45.4360091,9.0937986
50400.0,UOGR,LEGNANO,G,False,,210/20,PIENA PROP.,ALLOGGIO,2.0,20210105111556.html,https://alermipianovendite.it/asta-alloggi-21-gennaio-2021/,'40,ASTA DESERTA,50400.0,2070080.0,0.0,esito-21gennaio2021.pdf,,VIA PADRE REGINALDO GIULIANI,21 gennaio 2021,72.0,wayback,45.6057789,8.9149162
,,,,,,210/21,,,,,,,AGGIUDICATA,71610.0,751279.0,106131.0,esito-21ottobre2021.pdf,P.E.,MILANO VIA AGOSTINO DE PRETIS '27,21 Ottobre 2021,,pdf_only,45.4304721,9.1522211
,,,,,,210/22,,,,,,,AGGIUDICATA,130302.0,71021432.0,215050.0,esito-19maggio2022.pdf,Z.T.,71026232 MILANO VIA PATERNO' '4,19 Maggio 2022,,pdf_only,45.4384793,9.139681900000001
,,,,,,210/24,,,,,,,AGGIUDICATA,104018.0,701132.0,165200.0,esito-28novembre2024.pdf,S.S.M.,MILANO VIA FILIPPO DE PISIS '63,28 Novembre 2024,69.0,pdf_only,45.5114989,9.1392424
,,,,,,211/15,,,,,,,AGGIUDICATA,50912.0,160110.0,63000.0,esito-02luglio15.pdf,D.L.,MILANO VIA GIOVANNI PASCOLI '4,2 Luglio 2015,,pdf_only,45.4467192,9.2718486
,,,,,,211/16,,,,,,,ASTA DESERTA,43837.0,71280009.0,0.0,esito-30maggio16.pdf,,CANEGRATE VIA BOLOGNA '23,30 Maggio 2016,,pdf_only,45.5636493,8.9230266
,,,,,,211/17,,,,,,,AGGIUDICATA,88704.0,650022.0,94650.0,esito-05ottobre17.pdf,M.M.S.H.,MILANO VIA DEGLI ONTANI '24,5 Ottobre 2017,,pdf_only,45.4541924,9.0806346
,,,,,,211/18,,,,,,,ASTA DESERTA,70992.0,620294.0,0.0,esito-27settembre18.pdf,,MILANO VIA CONCILIO VATICANO II '4,27 Settembre 2018,,pdf_only,45.5127581,9.1475663
,,,,,,211/19,,,,,,,AGGIUDICATA,76464.0,742190.0,105000.0,esito-27giugno19.pdf,S.N.A.S.,CORSICO VIA BENVENUTO CELLINI '24,27 Giugno 2019,,pdf_only,45.4368427,9.0931099
93375.0,UOG3,MILANO,G,True,,211/20,PIENA PROP.,ALLOGGIO,3.0,20210105111556.html,https://alermipianovendite.it/asta-alloggi-21-gennaio-2021/,'15,AGGIUDICATA,93375.0,70030214.0,137600.0,esito-21gennaio2021.pdf,M.B.S.N.,VIA CARLO AMORETTI,21 gennaio 2021,83.0,wayback,45.5190815,9.1375133
,,,,,,211/21,,,,,,,ASTA DESERTA,40600.0,2070159.0,0.0,esito-21ottobre2021.pdf,,LEGNANO VIA BRENNERO '6,21 Ottobre 2021,,pdf_only,45.605947,8.9144646
,,,,,,211/22,,,,,,,AGGIUDICATA,79175.0,410072.0,183220.0,esito-16giugno2022.pdf,F.S.,MILANO VIA DALMAZIO BIRAGO '2,16 Giugno 2022,,pdf_only,45.4688924,9.2313069
,,,,,,211/24,,,,,,,AGGIUDICATA,169178.0,720359.0,250300.0,esito-28novembre2024.pdf,Z.R.,MILANO VIA ENRICO FALCK '19,28 Novembre 2024,103.0,pdf_only,45.4979694,9.1040691
,,,,,,212/15,,,,,,,AGGIUDICATA,106522.0,250040.0,171110.0,esito-02luglio15.pdf,C.A.-.C.E.-.C.,MILANO VIALE TIBALDI '66,2 Luglio 2015,,pdf_only,45.4449749,9.1857371
,,,,,,212/16,,,,,,,ASTA DESERTA,66570.0,71280124.0,0.0,esito-30maggio16.pdf,,71285105 CANEGRATE VIA BOLOGNA '15,30 Maggio 2016,,pdf_only,45.5627911,8.9245428
,,,,,,212/17,,,,,,,AGGIUDICATA,64512.0,650076.0,74550.0,esito-05ottobre17.pdf,D.C.-.L.D.,MILANO VIA DEGLI ONTANI '32,5 Ottobre 2017,,pdf_only,45.4543484,9.0790826
,,,,,,212/18,,,,,,,AGGIUDICATA,64416.0,650353.0,80360.0,esito-27settembre18.pdf,N.M.-.M.S.N.,MILANO VIA DEGLI ONTANI '16,27 Settembre 2018,,pdf_only,45.4543484,9.0790826
,,,,,,212/19,,,,,,,AGGIUDICATA,115920.0,750221.0,153000.0,esito-27giugno19.pdf,G.M.W.S.,MILANO VIA AGOSTINO DE PRETIS '3,27 Giugno 2019,,pdf_only,45.4316757,9.1536476
120375.0,UOG3,MILANO,G,True,,212/20,PIENA PROP.,ALLOGGIO,4.0,20210105111556.html,https://alermipianovendite.it/asta-alloggi-21-gennaio-2021/,'33,AGGIUDICATA,120375.0,70030368.0,165000.0,esito-21gennaio2021.pdf,K.A.,VIA LONGARONE,21 gennaio 2021,107.0,wayback,45.51994639999999,9.139579
,,,,,,212/21,,,,,,,AGGIUDICATA,99343.0,9010058.0,205200.0,esito-21ottobre2021.pdf,C.M.,MILANO VIA DELLE GENZIANE '3,21 Ottobre 2021,,pdf_only,45.4531717,9.1274743
,,,,,,212/22,,,,,,,AGGIUDICATA,85151.0,410180.0,203050.0,esito-16giugno2022.pdf,R.S.,MILANO VIA DALMAZIO BIRAGO '4,16 Giugno 2022,,pdf_only,45.4697643,9.231295
,,,,,,212/24,,,,,,,AGGIUDICATA,110048.0,721362.0,162711.0,esito-28novembre2024.pdf,L.F.,MILANO VIA FRANCESCO CILEA '82,28 Novembre 2024,67.0,pdf_only,45.4970191,9.1026825
,,,,,,213/15,,,,,,,AGGIUDICATA,91930.0,250179.0,153295.0,esito-02luglio15.pdf,V.L.,MILANO VIALE TIBALDI '70,2 Luglio 2015,,pdf_only,45.4451667,9.1863687
,,,,,,213/16,,,,,,,AGGIUDICATA,49734.0,71510008.0,49750.0,esito-30maggio16.pdf,F.R.,71510108 LEGNANO VIA RAGAZZI DEL '99 '2 A,30 Maggio 2016,,pdf_only,45.46591009999999,9.191288199999999
,,,,,,213/17,,,,,,,NON OPTATO,88704.0,650242.0,0.0,esito-05ottobre17.pdf,,MILANO VIA DEGLI ONTANI '8,5 Ottobre 2017,,pdf_only,45.4541924,9.0806346
,,,,,,213/18,,,,,,,ASTA DESERTA,85888.0,650708.0,0.0,esito-27settembre18.pdf,,MILANO VIA DEI SALICI '73,27 Settembre 2018,,pdf_only,45.4522388,9.0801798
,,,,,,213/19,,,,,,,AGGIUDICATA,132504.0,750545.0,181111.0,esito-27giugno19.pdf,H.X.,00758043 MILANO VIA AGOSTINO DE PRETIS '121 A,27 Giugno 2019,,pdf_only,45.4296967,9.1579157
186048.0,UOG3,MILANO,G,True,,213/20,PIENA PROP.,ALLOGGIO,5.0,20210105111556.html,https://alermipianovendite.it/asta-alloggi-21-gennaio-2021/,'21,AGGIUDICATA,186048.0,70590618.0,238880.0,esito-21gennaio2021.pdf,Z.K.,VIA RAFFAELLO GIOLLI,21 gennaio 2021,136.0,wayback,45.5261,9.2105743
,,,,,,213/21,,,,,,,AGGIUDICATA,108641.0,70180037.0,115888.0,esito-21ottobre2021.pdf,P.A.M.,GORGONZOLA VIA DEI TIGLI '12,21 Ottobre 2021,,pdf_only,45.5267871,9.4083362
,,,,,,213/22,,,,,,,AGGIUDICATA,107559.0,410449.0,251001.0,esito-16giugno2022.pdf,R.D.,MILANO VIA ILLIRICO '1 A,16 Giugno 2022,,pdf_only,45.4697051,9.2324398
,,,,,,213/24,,,,,,,AGGIUDICATA,146183.0,721640.0,210250.0,esito-28novembre2024.pdf,S.N.,MILANO VIA APPENNINI '61,28 Novembre 2024,89.0,pdf_only,45.5024053,9.1053862
,,,,,,214/15,,,,,,,AGGIUDICATA,64053.0,280194.0,102350.0,esito-02luglio15.pdf,G.F.,MILANO VIA GASPARE ASELLI '10 A,2 Luglio 2015,,pdf_only,45.4713713,9.2301174
,,,,,,214/16,,,,,,,AGGIUDICATA,48373.0,71510026.0,48380.0,esito-30maggio16.pdf,F.R.,71510126 LEGNANO VIA RAGAZZI DEL '99 '2 B,30 Maggio 2016,,pdf_only,45.46591009999999,9.191288199999999
,,,,,,214/17,,,,,,,AGGIUDICATA,87696.0,651189.0,95300.0,esito-05ottobre17.pdf,H.Z.-.I.S.E.N.,MILANO VIA DEGLI IPPOCASTANI '8,5 Ottobre 2017,,pdf_only,45.4508816,9.0807097
,,,,,,214/18,,,,,,,ASTA DESERTA,90219.0,650888.0,0.0,esito-27settembre18.pdf,,CESANO BOSCONE VIA DEI SALICI '15,27 Settembre 2018,,pdf_only,45.4511972,9.0810419
,,,,,,214/19,,,,,,,AGGIUDICATA,76176.0,750546.0,98360.0,esito-27giugno19.pdf,M.F.S.M.,MILANO VIA AGOSTINO DE PRETIS '121 B,27 Giugno 2019,,pdf_only,45.4282827,9.1512843
153938.0,UOG2,MILANO,G,True,,214/20,PIENA PROP.,ALLOGGIO,4.0,20210105111556.html,https://alermipianovendite.it/asta-alloggi-21-gennaio-2021/,'24,AGGIUDICATA,153938.0,70670007.0,221880.0,esito-21gennaio2021.pdf,Z.J.M.,VIA POSTUMIA,21 gennaio 2021,134.0,wayback,45.4714835,9.1158325
,,,,,,214/21,,,,,,,AGGIUDICATA,84000.0,70410005.0,84050.0,esito-21ottobre2021.pdf,M.M.,PADERNO DUGNANO VIA AURORA '12,21 Ottobre 2021,,pdf_only,45.5726908,9.1680384
,,,,,,214/22,,,,,,,AGGIUDICATA,88139.0,410476.0,177122.0,esito-16giugno2022.pdf,F.A.B.,MILANO VIA ILLIRICO '1 B,16 Giugno 2022,,pdf_only,45.4697051,9.2324398
,,,,,,214/24,,,,,,,AGGIUDICATA,142898.0,721770.0,225000.0,esito-28novembre2024.pdf,G.M.,MILANO VIA APPENNINI '75,28 Novembre 2024,87.0,pdf_only,45.5022479,9.1040794
,,,,,,215/15,,,,,,,AGGIUDICATA,58334.0,280217.0,92260.0,esito-02luglio15.pdf,B.D.,MILANO VIA GASPARE ASELLI '10 B,2 Luglio 2015,,pdf_only,45.4713713,9.2301174
,,,,,,215/16,,,,,,,ASTA DESERTA,62248.0,99610009.0,0.0,esito-30maggio16.pdf,,CORBETTA VIA TRENTO '23,30 Maggio 2016,,pdf_only,45.4760925,8.9264908
,,,,,,215/17,,,,,,,NON OPTATO,67536.0,651476.0,0.0,esito-05ottobre17.pdf,,MILANO VIA DEGLI ABETI '24,5 Ottobre 2017,,pdf_only,45.4525307,9.0828736
,,,,,,215/18,,,,,,,AGGIUDICATA,98576.0,650955.0,100200.0,esito-27settembre18.pdf,I.A.,CESANO BOSCONE VIA DEI SALICI '25,27 Settembre 2018,,pdf_only,45.4511972,9.0810419
,,,,,,215/19,,,,,,,AGGIUDICATA,96048.0,751065.0,117000.0,esito-27giugno19.pdf,Z.N.S.S.,MILANO VIA AGOSTINO DE PRETIS '75,27 Giugno 2019,,pdf_only,45.4292251,9.1527614
146794.0,UOG2,MILANO,G,True,,215/20,PIENA PROP.,ALLOGGIO,4.0,20210105111556.html,https://alermipianovendite.it/asta-alloggi-21-gennaio-2021/,'12,AGGIUDICATA,146794.0,70670365.0,209800.0,esito-21gennaio2021.pdf,J.R.,VIA CARLO MARX,21 gennaio 2021,127.0,wayback,45.4713645,9.1116321
,,,,,,215/21,,,,,,,AGGIUDICATA,125628.0,70670639.0,230800.0,esito-21ottobre2021.pdf,C.M.,MILANO VIA CARLO MARX '20,21 Ottobre 2021,,pdf_only,45.4724431,9.1113258
,,,,,,215/22,,,,,,,AGGIUDICATA,77682.0,410574.0,195000.0,esito-16giugno2022.pdf,K.K.,MILANO VIA ILLIRICO '3 A,16 Giugno 2022,,pdf_only,45.4697051,9.2324398
,,,,,,215/24,,,,,,,AGGIUDICATA,154395.0,722175.0,216688.0,esito-28novembre2024.pdf,Y.A.,MILANO VIA FRANCESCO CILEA '158,28 Novembre 2024,94.0,pdf_only,45.5041291,9.0958144
,,,,,,216/15,,,,,,,AGGIUDICATA,109166.0,300959.0,222250.0,esito-02luglio15.pdf,P.A.,MILANO VIA GIOSUE' BORSI '18,2 Luglio 2015,,pdf_only,45.4476936,9.1733214
,,,,,,216/16,,,,,,,AGGIUDICATA,72928.0,160136.0,131546.0,esito-30giugno16.pdf,B.M.,MILANO VIA GIOVANNI PASCOLI '4,30 Giugno 2016,,pdf_only,45.4467192,9.2718486
,,,,,,216/17,,,,,,,AGGIUDICATA,79200.0,682941.0,121000.0,esito-05ottobre17.pdf,R.M.G.,MILANO VIA UGO BETTI '67,5 Ottobre 2017,,pdf_only,45.4926566,9.1098241
,,,,,,216/18,,,,,,,AGGIUDICATA,53314.0,661855.0,65000.0,esito-27settembre18.pdf,S.R.,MILANO VIA COSTANTINO BARONI '234,27 Settembre 2018,,pdf_only,45.4036203,9.1712375
,,,,,,216/19,,,,,,,AGGIUDICATA,92736.0,751104.0,117736.0,esito-27giugno19.pdf,F.O.O.,MILANO VIA AGOSTINO DE PRETIS '79,27 Giugno 2019,,pdf_only,45.4293457,9.1531933
84000.0,UOG2,MILANO,G,True,,216/20,PIENA PROP.,ALLOGGIO,3.0,20210105111556.html,https://alermipianovendite.it/asta-alloggi-21-gennaio-2021/,'7,AGGIUDICATA,84000.0,93260068.0,169990.0,esito-21gennaio2021.pdf,B.H.A.,VIA HARAR,21 gennaio 2021,75.0,wayback,45.4760669,9.1173693
,,,,,,216/21,,,,,,,AGGIUDICATA,132810.0,71020351.0,195100.0,esito-21ottobre2021.pdf,M.A.,71025351 MILANO VIA CAMILLO GIUSSANI '24,21 Ottobre 2021,,pdf_only,45.4405072,9.1394902
,,,,,,216/22,,,,,,,AGGIUDICATA,76188.0,410595.0,192100.0,esito-16giugno2022.pdf,F.C.,MILANO VIA ILLIRICO '3 B,16 Giugno 2022,,pdf_only,45.4697051,9.2324398
,,,,,,216/24,,,,,,,AGGIUDICATA,141255.0,722637.0,221000.0,esito-28novembre2024.pdf,X.S.,MILANO VIA GIACOMO QUARENGHI '43,28 Novembre 2024,86.0,pdf_only,45.5003008,9.1075684
,,,,,,217/15,,,,,,,AGGIUDICATA,73530.0,370736.0,104250.0,esito-02luglio15.pdf,M.I.G.A.,MILANO VIA VIGILIO INAMA '20,2 Luglio 2015,,pdf_only,45.4725931,9.2327564
,,,,,,217/16,,,,,,,AGGIUDICATA,80784.0,230196.0,82250.0,esito-30giugno16.pdf,R.F.P.,MILANO VIA BRAMANTINO '3,30 Giugno 2016,,pdf_only,45.4964862,9.1511451
,,,,,,217/17,,,,,,,AGGIUDICATA,80080.0,682973.0,117670.0,esito-05ottobre17.pdf,P.S.,MILANO VIA UGO BETTI '69,5 Ottobre 2017,,pdf_only,45.4929344,9.1091934
,,,,,,217/18,,,,,,,AGGIUDICATA,70805.0,663558.0,111100.0,esito-27settembre18.pdf,C.B.,MILANO VIA COSTANTINO BARONI '256,27 Settembre 2018,,pdf_only,45.4032491,9.173282
,,,,,,217/19,,,,,,,AGGIUDICATA,75072.0,751226.0,105000.0,esito-27giugno19.pdf,F.M.A.A.,MILANO VIA AGOSTINO DE PRETIS '21,27 Giugno 2019,,pdf_only,45.4307993,9.1526707
,,,,,,217/21,,,,,,,AGGIUDICATA,128478.0,71020845.0,188683.0,esito-21ottobre2021.pdf,M.F.M.-.P.I.C.,71025645 MILANO VIA PATERNO' '13,21 Ottobre 2021,,pdf_only,45.4394425,9.1409468
,,,,,,217/22,,,,,,,AGGIUDICATA,122000.0,460569.0,168000.0,esito-16giugno2022.pdf,P.X.,MILANO VIA JACOPINO DA TRADATE '9,16 Giugno 2022,,pdf_only,45.495323,9.1514356
,,,,,,217/24,,,,,,,AGGIUDICATA,83232.0,740005.0,131350.0,esito-28novembre2024.pdf,A.M.,CORSICO VIA EUGENIO CURIEL '11,28 Novembre 2024,68.0,pdf_only,45.439921,9.0936577
,,,,,,218/15,,,,,,,AGGIUDICATA,99372.0,400236.0,171000.0,esito-02luglio15.pdf,N.S.,MILANO VIA FILIPPO JUVARA '12,2 Luglio 2015,,pdf_only,45.4732469,9.2209833
,,,,,,218/16,,,,,,,ASTA DESERTA,71040.0,230560.0,0.0,esito-30giugno16.pdf,,MILANO VIA JACOPINO DA TRADATE '8,30 Giugno 2016,,pdf_only,45.4966727,9.1496627
,,,,,,218/17,,,,,,,AGGIUDICATA,72828.0,720581.0,83100.0,esito-05ottobre17.pdf,C.N.,MILANO VIA ENRICO FALCK '21,5 Ottobre 2017,,pdf_only,45.4977691,9.1039344
,,,,,,218/18,,,,,,,AGGIUDICATA,50048.0,664611.0,65150.0,esito-27settembre18.pdf,W.C.,MILANO VIA COSTANTINO BARONI '63,27 Settembre 2018,,pdf_only,45.4063777,9.1705099
,,,,,,218/19,,,,,,,AGGIUDICATA,96048.0,751333.0,121000.0,esito-27giugno19.pdf,K.A.A.A.,MILANO VIA AGOSTINO DE PRETIS '35,27 Giugno 2019,,pdf_only,45.4300456,9.1516348
,,,,,,218/21,,,,,,,AGGIUDICATA,129168.0,250147.0,287000.0,esito-18novembre2021.pdf,F.L.,MILANO VIALE TIBALDI '70,18 Novembre 2021,,pdf_only,45.4451667,9.1863687
,,,,,,218/22,,,,,,,AGGIUDICATA,106600.0,470098.0,133000.0,esito-16giugno2022.pdf,Z.F.G.K.,MILANO VIA NICOLO' BARABINO '3,16 Giugno 2022,,pdf_only,45.4344527,9.2238967
,,,,,,218/24,,,,,,,AGGIUDICATA,101592.0,740192.0,171999.9,esito-28novembre2024.pdf,C.L.,CORSICO VIA EUGENIO CURIEL '13,28 Novembre 2024,83.0,pdf_only,45.439921,9.0936577
,,,,,,219/15,,,,,,,AGGIUDICATA,61766.0,410068.0,75151.0,esito-02luglio15.pdf,D.C.F.G.,MILANO VIA DALMAZIO BIRAGO '2,2 Luglio 2015,,pdf_only,45.4688924,9.2313069
,,,,,,219/16,,,,,,,AGGIUDICATA,78432.0,310393.0,156200.0,esito-30giugno16.pdf,C.L.,MILANO VIALE ARGONNE '35,30 Giugno 2016,,pdf_only,45.4684983,9.2278383
,,,,,,219/17,,,,,,,AGGIUDICATA,77969.0,721904.0,138888.0,esito-05ottobre17.pdf,T.B.,MILANO VIA APPENNINI '43,5 Ottobre 2017,,pdf_only,45.5019707,9.1063405
,,,,,,219/18,,,,,,,NON OPTATO,82336.0,670502.0,0.0,esito-27settembre18.pdf,,ROZZANO VIA FIORDALISI '5,27 Settembre 2018,,pdf_only,45.384403,9.1565794
,,,,,,219/19,,,,,,,AGGIUDICATA,117048.0,751422.0,133100.0,esito-27giugno19.pdf,H.A.S.N.,00758054 MILANO VIA AGOSTINO DE PRETIS '45,27 Giugno 2019,,pdf_only,45.4295408,9.1507607
,,,,,,219/21,,,,,,,AGGIUDICATA,46410.0,342125.0,149700.0,esito-18novembre2021.pdf,M.A.D.,MILANO VIA MARIOTTO ALBERTINELLI '9 A,18 Novembre 2021,,pdf_only,45.4746101,9.139898
,,,,,,219/22,,,,,,,AGGIUDICATA,70800.0,510045.0,115200.0,esito-16giugno2022.pdf,K.S.,MILANO VIA COMASINA '57 A,16 Giugno 2022,,pdf_only,45.5235042,9.1667746
,,,,,,219/24,,,,,,,AGGIUDICATA,135864.0,741207.0,190330.0,esito-28novembre2024.pdf,A.E.A.N.,CORSICO VIALE ITALIA '42,28 Novembre 2024,111.0,pdf_only,45.4358885,9.0982787
,,,,,,220/15,,,,,,,AGGIUDICATA,52618.0,433713.0,65010.0,esito-02luglio15.pdf,L.G.,MILANO VIA LORENTEGGIO '201,2 Luglio 2015,,pdf_only,45.4467674,9.1271515
,,,,,,220/16,,,,,,,AGGIUDICATA,103200.0,370155.0,176110.0,esito-30giugno16.pdf,P.L.,MILANO VIA CARLO FORLANINI '21,30 Giugno 2016,,pdf_only,45.4718839,9.2330997
,,,,,,220/17,,,,,,,ASTA DESERTA,93863.0,750450.0,0.0,esito-05ottobre17.pdf,,00758023 MILANO VIA AGOSTINO DE PRETIS '109,5 Ottobre 2017,,pdf_only,45.4297124,9.1570181
,,,,,,220/18,,,,,,,AGGIUDICATA,86688.0,690013.0,106888.0,esito-27settembre18.pdf,G.M.,MILANO VIA ALESSANDRO LITTA MODIGNANI '93,27 Settembre 2018,,pdf_only,45.5211404,9.1512971
,,,,,,220/19,,,,,,,ASTA DESERTA,43200.0,2070080.0,0.0,esito-27giugno19.pdf,,LEGNANO VIA PADRE REGINALDO GIULIANI '40,27 Giugno 2019,,pdf_only,45.6053381,8.914986
,,,,,,220/21,,,,,,,AGGIUDICATA,44090.0,342136.0,116000.0,esito-18novembre2021.pdf,D.R.F.,MILANO VIA MARIOTTO ALBERTINELLI '9 B,18 Novembre 2021,,pdf_only,45.4752219,9.1390799
,,,,,,220/22,,,,,,,AGGIUDICATA,68400.0,510046.0,136999.0,esito-16giugno2022.pdf,W.Q.,MILANO VIA COMASINA '57 B,16 Giugno 2022,,pdf_only,45.5275536,9.1639802
,,,,,,220/24,,,,,,,AGGIUDICATA,108936.0,741924.0,155000.0,esito-28novembre2024.pdf,D.K.S.F.,CORSICO VIA MARZABOTTO '26,28 Novembre 2024,89.0,pdf_only,45.43861,9.0966526
,,,,,,221/15,,,,,,,ASTA DESERTA,51450.0,470350.0,0.0,esito-02luglio15.pdf,,MILANO VIALE OMERO '17 A,2 Luglio 2015,,pdf_only,45.433387,9.2240863
,,,,,,221/16,,,,,,,AGGIUDICATA,66667.0,410535.0,91337.0,esito-30giugno16.pdf,M.L.,MILANO VIA ILLIRICO '3,30 Giugno 2016,,pdf_only,45.4693581,9.2323084
,,,,,,221/17,,,,,,,AGGIUDICATA,69632.0,2050078.0,77770.0,esito-05ottobre17.pdf,D.A.,SESTO SAN GIOVANNI VIA MODENA '2,5 Ottobre 2017,,pdf_only,45.5325501,9.2333096
,,,,,,221/18,,,,,,,AGGIUDICATA,72767.0,700123.0,95200.0,esito-27settembre18.pdf,H.L.,MILANO VIA ARTURO GRAF '26,27 Settembre 2018,,pdf_only,45.5128251,9.1401627
,,,,,,221/19,,,,,,,ASTA DESERTA,51916.0,2430035.0,0.0,esito-27giugno19.pdf,,BINASCO VIA GUGLIELMO MARCONI '29 A,27 Giugno 2019,,pdf_only,45.3308215,9.0968086
,,,,,,221/21,,,,,,,AGGIUDICATA,69160.0,410547.0,192680.0,esito-18novembre2021.pdf,P.A.,MILANO VIA ILLIRICO '3 A,18 Novembre 2021,,pdf_only,45.4697051,9.2324398
,,,,,,221/22,,,,,,,AGGIUDICATA,95625.0,510186.0,155010.0,esito-16giugno2022.pdf,F.Z.,MILANO VIA TEANO '21,16 Giugno 2022,,pdf_only,45.5284093,9.1604372
,,,,,,221/24,,,,,,,AGGIUDICATA,110160.0,742080.0,116900.0,esito-28novembre2024.pdf,F.G.,CORSICO VIA BENVENUTO CELLINI '12,28 Novembre 2024,90.0,pdf_only,45.4358442,9.0938673
,,,,,,222/15,,,,,,,AGGIUDICATA,55650.0,470393.0,60650.0,esito-02luglio15.pdf,T.S.-.S.A.M.,MILANO VIALE OMERO '17 B,2 Luglio 2015,,pdf_only,45.433387,9.2240863
,,,,,,222/16,,,,,,,AGGIUDICATA,66240.0,460068.0,70876.0,esito-30giugno16.pdf,C.N.,MILANO VIA CHIARI '1,30 Giugno 2016,,pdf_only,45.4721329,9.1870936
,,,,,,222/17,,,,,,,ASTA DESERTA,37520.0,2070039.0,0.0,esito-05ottobre17.pdf,,LEGNANO VIA PADRE REGINALDO GIULIANI '42 A,5 Ottobre 2017,,pdf_only,45.6053381,8.914986
,,,,,,222/18,,,,,,,AGGIUDICATA,62118.0,700269.0,81110.0,esito-27settembre18.pdf,W.Z.,MILANO VIA ARTURO GRAF '36,27 Settembre 2018,,pdf_only,45.5127029,9.1389787
,,,,,,222/19,,,,,,,ASTA DESERTA,78250.0,2430049.0,0.0,esito-27giugno19.pdf,,BINASCO VIA GUGLIELMO MARCONI '29 B,27 Giugno 2019,,pdf_only,45.3308215,9.0968086
,,,,,,222/21,,,,,,,AGGIUDICATA,67830.0,410580.0,171216.0,esito-18novembre2021.pdf,C.A.,MILANO VIA ILLIRICO '3 B,18 Novembre 2021,,pdf_only,45.4697051,9.2324398
,,,,,,222/22,,,,,,,AGGIUDICATA,93600.0,510568.0,155300.0,esito-16giugno2022.pdf,W.L.,MILANO VIA ESCULAPIO '4 A,16 Giugno 2022,,pdf_only,45.524645,9.1619134
,,,,,,222/24,,,,,,,AGGIUDICATA,88040.0,2050090.0,131350.0,esito-28novembre2024.pdf,I.G.,SESTO SAN GIOVANNI VIA MODENA '2,28 Novembre 2024,62.0,pdf_only,45.5325501,9.2333096
,,,,,,223/15,,,,,,,ASTA DESERTA,75600.0,470408.0,0.0,esito-02luglio15.pdf,,MILANO VIALE OMERO '17 C,2 Luglio 2015,,pdf_only,45.433387,9.2240863
,,,,,,223/16,,,,,,,AGGIUDICATA,64320.0,460185.0,72750.0,esito-30giugno16.pdf,S.A.G.,MILANO VIA CHIARI '3,30 Giugno 2016,,pdf_only,45.4953476,9.1494515
,,,,,,223/17,,,,,,,ASTA DESERTA,36400.0,2070051.0,0.0,esito-05ottobre17.pdf,,LEGNANO VIA PADRE REGINALDO GIULIANI '42 B,5 Ottobre 2017,,pdf_only,45.6053381,8.914986
