address,auction_date,base_price,branch,city,energy_class,has_elevator,internal_id,lot_id,ownership_title,property_type,rooms,source_file,street_number,surface_sqm
VIA ENRICO DE NICOLA,31 Gennaio 2017,140919.0,4,MILANO,D,True,,402/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,32,87.0
VIA ENRICO DE NICOLA,31 Gennaio 2017,140919.0,4,MILANO,,,,402/16,PIENA PROP.,AUTOBOX,,20161223233307.html,34,25.0
VIA AGOSTINO DE PRETIS,31 Gennaio 2017,144248.0,4,MILANO,D,True,,403/16,PIENA PROP.,ALLOGGIO,4,20161223233307.html,3,105.0
VIA AGOSTINO DE PRETIS,31 Gennaio 2017,120669.0,4,MILANO,D,True,,404/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,5,88.0
VIA AGOSTINO DE PRETIS,31 Gennaio 2017,168135.0,4,MILANO,D,True,,405/16,PIENA PROP.,ALLOGGIO,4,20161223233307.html,119,102.0
VIA AGOSTINO DE PRETIS,31 Gennaio 2017,168135.0,4,MILANO,,,,405/16,PIENA PROP.,AUTOBOX,0,20161223233307.html,119,25.0
VIA AGOSTINO DE PRETIS,31 Gennaio 2017,143169.0,4,MILANO,D,True,,406/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,53,85.0
VIA AGOSTINO DE PRETIS,31 Gennaio 2017,143169.0,4,MILANO,,,,406/16,PIENA PROP.,AUTOBOX,0,20161223233307.html,53,25.0
VIA ENRICO DE NICOLA,31 Gennaio 2017,120669.0,4,MILANO,E,True,,407/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,4,86.0
VIA AGOSTINO DE PRETIS,31 Gennaio 2017,119282.0,4,MILANO,D,True,,408/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,73,84.0
VIA AGOSTINO DE PRETIS,31 Gennaio 2017,119282.0,4,MILANO,D,True,,409/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,77,84.0
VIA AGOSTINO DE PRETIS,31 Gennaio 2017,119282.0,4,MILANO,D,True,,410/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,87,85.0
VIA DELLE CAMELIE,31 Gennaio 2017,73899.0,5,MILANO,F,True,,411/16,DIR. DI SUP.,ALLOGGIO,3,20161223233307.html,4,73.0
VIA FRATELLI BANDIERA,31 Gennaio 2017,47124.0,FS,SESTO SAN GIOVANNI,G,False,,412/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,200,55.0
VIA PADRE REGINALDO GIULIANI,31 Gennaio 2017,30744.0,FH,LEGNANO,SENZA IMPIANTO,False,A,413/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,40,61.0
VIA PADRE REGINALDO GIULIANI,31 Gennaio 2017,44352.0,FH,LEGNANO,SENZA IMPIANTO,False,B,414/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,40,88.0
VIA BOLIVIA,31 Gennaio 2017,46267.0,FS,PADERNO DUGNANO,F,False,,415/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,41,69.0
VIA CALATAFIMI,31 Gennaio 2017,216022.0,4,MILANO,F,True,,416/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,15,98.0
VIA JOHN FITZGERALD KENNEDY,31 Gennaio 2017,28188.0,FS,CAMBIAGO,F,False,,417/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,9,58.0
VIA CESARE BATTISTI,31 Gennaio 2017,57024.0,FH,SETTIMO MILANESE,G,False,,418/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,23,72.0
VIA ANTONIO LABRIOLA,31 Gennaio 2017,55884.0,FH,LAINATE,G,True,A,419/16,DIR. DI SUP.,ALLOGGIO,4,20161223233307.html,9,98.0
VIA ANTONIO LABRIOLA,31 Gennaio 2017,53032.0,FH,LAINATE,G,True,B,420/16,DIR. DI SUP.,ALLOGGIO,4,20161223233307.html,9,93.0
VIA LUIGI CHIARELLI,31 Gennaio 2017,98040.0,3,MILANO,G,True,,421/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,12,86.0
VIA ANTONIO GRAMSCI,31 Gennaio 2017,123424.0,FH,RHO,E,True,,422/16,PIENA PROP.,ALLOGGIO,4,20161223233307.html,51,112.0
VIA AURORA,31 Gennaio 2017,98752.0,FS,PADERNO DUGNANO,F,False,,423/16,PIENA PROP.,ALLOGGIO,5,20161223233307.html,12,133.0
VIALE GIOVANNI SUZZANI,31 Gennaio 2017,136249.0,3,MILANO,G,True,,424/16,PIENA PROP.,ALLOGGIO,4,20161223233307.html,300,101.0
VIA RAFFAELLO GIOLLI,31 Gennaio 2017,108630.0,3,MILANO,G,True,,425/16,PIENA PROP.,ALLOGGIO,4,20161223233307.html,22,108.0
VIA VITERBO,31 Gennaio 2017,180172.0,5,MILANO,E,True,,426/16,PIENA PROP.,ALLOGGIO,5,20161223233307.html,41,131.0
VIA VITERBO,31 Gennaio 2017,180172.0,5,MILANO,,,,426/16,PIENA PROP.,AUTOBOX,0,20161223233307.html,39,13.0
VIALE EUROPA,31 Gennaio 2017,78800.0,FS,BUSSERO,F,True,,427/16,DIR. DI SUP.,ALLOGGIO,4,20161223233307.html,13.A,118.0
VIA MONTE GRAPPA,31 Gennaio 2017,49536.0,FH,ABBIATEGRASSO,F,False,,428/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,3,86.0
VIA PADRE ANTONIO ROSMINI,31 Gennaio 2017,34884.0,FH,BUSTO GAROLFO,G,False,,429/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,5,68.0
VIA GIOVANNI PASCOLI,24 Novembre 2016,103488.0,1,MILANO,G,False,,319/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,4,77.0
PIAZZA PREALPI,24 Novembre 2016,52576.0,3,MILANO,G,False,,320/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,4,53.0
PIAZZA ANDREA FUSINA,24 Novembre 2016,66474.0,2,MILANO,G,True,,321/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,2,49.0
VIA ORESTE SALOMONE,24 Novembre 2016,68162.0,1,MILANO,G,True,,322/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,91,85.0
VIA ROMUALDO BONFADINI,24 Novembre 2016,52166.0,1,MILANO,G,True,A,323/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,98,57.0
VIA ROMUALDO BONFADINI,24 Novembre 2016,64979.0,1,MILANO,G,True,B,324/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,98,71.0
VIA ROMUALDO BONFADINI,24 Novembre 2016,52166.0,1,MILANO,G,True,C,325/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,98,57.0
VIA LUIGI SORDELLO,24 Novembre 2016,53082.0,1,MILANO,G,True,A,326/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,10,58.0
VIA LUIGI SORDELLO,24 Novembre 2016,51251.0,1,MILANO,G,True,B,327/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,10,56.0
VIA LUIGI SORDELLO,24 Novembre 2016,53082.0,1,MILANO,G,True,C,328/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,10,58.0
VIA LUIGI SORDELLO,24 Novembre 2016,70470.0,1,MILANO,G,True,D,329/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,10,77.0
VIA LUIGI SORDELLO,24 Novembre 2016,66810.0,1,MILANO,G,True,E,330/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,10,73.0
VIA URUGUAY,24 Novembre 2016,79808.0,3,MILANO,G,False,,331/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,15,86.0
VIA GIACOMO QUARENGHI,24 Novembre 2016,80736.0,3,MILANO,G,True,,332/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,34,87.0
VIA CONCILIO VATICANO II,24 Novembre 2016,56182.0,3,MILANO,F,True,,333/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,3,68.0
VIA CONCILIO VATICANO II,24 Novembre 2016,57008.0,3,MILANO,F,True,,334/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,4,69.0
VIA CONCILIO VATICANO II,24 Novembre 2016,58661.0,3,MILANO,F,True,,335/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,10,71.0
VIA DEGLI ONTANI,24 Novembre 2016,64320.0,6,MILANO,G,True,,336/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,42,67.0
VIA DEI SALICI,24 Novembre 2016,64320.0,6,MILANO,G,True,,337/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,5,67.0
VIA COSTANTINO BARONI,24 Novembre 2016,46376.0,4,MILANO,G,True,,338/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,230,62.0
VIA COSTANTINO BARONI,24 Novembre 2016,50337.0,4,MILANO,G,True,,339/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,256,63.0
VIA FILIPPO DE PISIS,24 Novembre 2016,52751.0,3,MILANO,G,True,,340/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,33,67.0
VIA FILIPPO DE PISIS,24 Novembre 2016,65348.0,3,MILANO,G,True,,341/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,49,83.0
VIA FRANCESCO CILEA,24 Novembre 2016,77952.0,3,MILANO,F,True,,342/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,26,84.0
VIA FRANCESCO CILEA,24 Novembre 2016,62176.0,3,MILANO,G,True,,343/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,28,67.0
VIA FRANCESCO CILEA,24 Novembre 2016,62176.0,3,MILANO,G,True,,344/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,32,67.0
VIA FRANCESCO CILEA,24 Novembre 2016,100224.0,3,MILANO,F,True,,345/16,PIENA PROP.,ALLOGGIO,4,20161030093218.html,50,108.0
VIA FRANCESCO CILEA,24 Novembre 2016,62176.0,3,MILANO,G,True,,346/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,40,67.0
VIA FRANCESCO CILEA,24 Novembre 2016,69600.0,3,MILANO,F,True,,347/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,156,75.0
VIA BENVENUTO CELLINI,24 Novembre 2016,81933.0,FR,CORSICO,F,True,,348/16,PIENA PROP.,ALLOGGIO,4,20161030093218.html,8,109.0
VIA BENVENUTO CELLINI,24 Novembre 2016,80430.0,FR,CORSICO,F,True,,349/16,PIENA PROP.,ALLOGGIO,4,20161030093218.html,26,107.0
VIA AGOSTINO DE PRETIS,24 Novembre 2016,86724.0,4,MILANO,D,True,,350/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,97,88.0
VIA AGOSTINO DE PRETIS,24 Novembre 2016,80811.0,4,MILANO,D,True,,351/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,99,82.0
VIA AGOSTINO DE PRETIS,24 Novembre 2016,109199.0,4,MILANO,D,True,,352/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,105,83.0
VIA AGOSTINO DE PRETIS,24 Novembre 2016,109199.0,4,MILANO,NO,False,,352/16,PIENA PROP.,AUTOBOX,0,20161030093218.html,111,25.0
VIA AGOSTINO DE PRETIS,24 Novembre 2016,66136.0,4,MILANO,D,True,,353/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,109,69.0
VIA AGOSTINO DE PRETIS,24 Novembre 2016,82431.0,4,MILANO,D,True,,354/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,87,85.0
VIA AGOSTINO DE PRETIS,24 Novembre 2016,99684.0,4,MILANO,G,True,,355/16,PIENA PROP.,ALLOGGIO,4,20161030093218.html,45,104.0
VIA GIACOMO LEOPARDI,24 Novembre 2016,84660.0,FS,SESTO SAN GIOVANNI,G,False,,356/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,109,83.0
VIA CASCINA DEI PRATI,24 Novembre 2016,93049.0,3,MILANO,G,True,A,357/16,DIR. DI SUP.,ALLOGGIO,4,20161030093218.html,23,109.0
VIA CASCINA DEI PRATI,24 Novembre 2016,93049.0,3,MILANO,NO,False,A,357/16,DIR. DI SUP.,POSTO AUTO,0,20161030093218.html,23,13.0
VIA CASCINA DEI PRATI,24 Novembre 2016,72738.0,3,MILANO,G,True,B,358/16,DIR. DI SUP.,ALLOGGIO,3,20161030093218.html,23,92.0
VIA CASCINA DEI PRATI,24 Novembre 2016,72738.0,3,MILANO,NO,False,B,358/16,DIR. DI SUP.,POSTO AUTO,0,20161030093218.html,23,13.0
VIA GIOACCHINO ROSSINI,24 Novembre 2016,62370.0,FR,PIEVE EMANUELE,G,True,,359/16,PIENA PROP.,ALLOGGIO,4,20161030093218.html,10,101.0
VIA VALLEGGIO,24 Novembre 2016,90899.0,FH,COMO,G,True,A,360/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,22,115.0
VIA VALLEGGIO,24 Novembre 2016,90899.0,FH,COMO,NO,False,A,360/16,PIENA PROP.,AUTOBOX,0,20161030093218.html,22,13.0
VIA VALLEGGIO,24 Novembre 2016,59432.0,FH,COMO,G,True,B,361/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,22,83.0
VIA VALLEGGIO,24 Novembre 2016,75900.0,FH,COMO,G,True,C,362/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,22,106.0
VIA VALLEGGIO,24 Novembre 2016,65122.0,FH,COMO,G,True,D,363/16,PIENA PROP.,ALLOGGIO,2,20161030093218.html,22,79.0
VIA VALLEGGIO,24 Novembre 2016,65122.0,FH,COMO,NO,False,D,363/16,PIENA PROP.,AUTOBOX,0,20161030093218.html,22,13.0
VIA VALLEGGIO,24 Novembre 2016,89638.0,FH,COMO,G,True,E,364/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,22,107.0
VIA VALLEGGIO,24 Novembre 2016,89638.0,FH,COMO,NO,False,E,364/16,PIENA PROP.,AUTOBOX,0,20161030093218.html,22,16.0
VIA ANTONIO GRAMSCI,24 Novembre 2016,69833.0,FH,RHO,G,True,,365/16,PIENA PROP.,ALLOGGIO,4,20161030093218.html,51,106.0
VIA GABRIO CASATI,24 Novembre 2016,94014.0,FH,MAGENTA,F,False,,366/16,PIENA PROP.,ALLOGGIO,5,20161030093218.html,86,140.0
VIA GABRIO CASATI,24 Novembre 2016,94014.0,FH,MAGENTA,NO,False,,366/16,PIENA PROP.,AUTOBOX,0,20161030093218.html,86,12.0
VIA RAFFAELLO GIOLLI,24 Novembre 2016,159390.0,3,MILANO,G,True,,367/16,PIENA PROP.,ALLOGGIO,5,20161030093218.html,28,140.0
VIALE GIOVANNI SUZZANI,24 Novembre 2016,159390.0,3,MILANO,NO,False,,367/16,PIENA PROP.,AUTOBOX,0,20161030093218.html,294,14.0
VIA VITERBO,24 Novembre 2016,143260.0,5,MILANO,G,True,,368/16,PIENA PROP.,ALLOGGIO,5,20161030093218.html,33,130.0
VIA VITERBO,24 Novembre 2016,143260.0,5,MILANO,NO,False,,368/16,PIENA PROP.,AUTOBOX,0,20161030093218.html,33,13.0
VIA LUCCA,24 Novembre 2016,116148.0,5,MILANO,G,True,,369/16,PIENA PROP.,ALLOGGIO,4,20161030093218.html,22,102.0
VIA LUCCA,24 Novembre 2016,116148.0,5,MILANO,NO,False,,369/16,PIENA PROP.,AUTOBOX,0,20161030093218.html,22,14.0
VIA LUCCA,24 Novembre 2016,129948.0,5,MILANO,G,True,A,370/16,PIENA PROP.,ALLOGGIO,4,20161030093218.html,52,117.0
VIA LUCCA,24 Novembre 2016,129948.0,5,MILANO,NO,False,A,370/16,PIENA PROP.,AUTOBOX,0,20161030093218.html,52,13.0
VIA LUCCA,24 Novembre 2016,148380.0,5,MILANO,G,True,B,371/16,PIENA PROP.,ALLOGGIO,5,20161030093218.html,52,135.0
VIA LUCCA,24 Novembre 2016,148380.0,5,MILANO,NO,False,B,371/16,PIENA PROP.,AUTOBOX,0,20161030093218.html,52,13.0
VIA BOLOGNA,24 Novembre 2016,68455.0,FH,CANEGRATE,G,True,,372/16,DIR. DI SUP.,ALLOGGIO,5,20161030093218.html,17,134.0
VIA BOLOGNA,24 Novembre 2016,68455.0,FH,CANEGRATE,NO,False,,372/16,DIR. DI SUP.,AUTOBOX,0,20161030093218.html,23,14.0
VIA BOLOGNA,24 Novembre 2016,81635.0,FH,CANEGRATE,G,True,,373/16,DIR. DI SUP.,ALLOGGIO,5,20161030093218.html,15,135.0
VIA BOLOGNA,24 Novembre 2016,81635.0,FH,CANEGRATE,NO,False,,373/16,DIR. DI SUP.,AUTOBOX,0,20161030093218.html,15,14.0
VIA VAL LAGARINA,24 Novembre 2016,79380.0,3,MILANO,G,False,,374/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,42,90.0
VIA VAL LAGARINA,24 Novembre 2016,57985.0,3,MILANO,E,False,,375/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,77,84.0
VIA TEANO,24 Novembre 2016,53323.0,FH,MAGENTA,G,False,,376/16,PIENA PROP.,ALLOGGIO,3,20161030093218.html,8,92.0
VIA GIOVANNI PASCOLI,24 Maggio 2018,62928.0,UOG4,MILANO,G,False,,077/18,,ALLOGGIO,2,20180511092233.html,'4,46.0
VIA ERCOLE FERRARIO,24 Maggio 2018,203148.0,UOG2,MILANO,F,True,,078/18,,ALLOGGIO,3,20180511092233.html,'7,99.0
VIA JACOPINO DA TRADATE,24 Maggio 2018,69120.0,UOG3,MILANO,G,False,,079/18,,ALLOGGIO,3,20180511092233.html,'8,72.0
VIALE TIBALDI,24 Maggio 2018,113179.0,UOG1,MILANO,G,False,,080/18,,ALLOGGIO,2,20180511092233.html,'70,73.0
VIA GIACINTO GIGANTE,24 Maggio 2018,39168.0,UOG2,MILANO,G,False,,081/18,,ALLOGGIO,2,20180511092233.html,'3,45.0
VIALE OMERO,24 Maggio 2018,57344.0,UOG4,MILANO,G,False,A,082/18,,ALLOGGIO,2,20180511092233.html,'17,56.0
VIALE OMERO,24 Maggio 2018,51200.0,UOG4,MILANO,G,False,B,083/18,,ALLOGGIO,2,20180511092233.html,'17,50.0
VIA MEDEGHINO,24 Maggio 2018,85952.0,UOG1,MILANO,G,False,,084/18,,ALLOGGIO,3,20180511092233.html,'24,79.0
VIA ORBETELLO,24 Maggio 2018,60480.0,UOG4,MILANO,G,False,,085/18,,ALLOGGIO,2,20180511092233.html,'4,63.0
VIA TEANO,24 Maggio 2018,86688.0,UOG3,MILANO,G,False,,086/18,,ALLOGGIO,3,20180511092233.html,'21,89.0
VIA VAL SABBIA,24 Maggio 2018,64512.0,UOG3,MILANO,G,True,,087/18,,ALLOGGIO,2,20180511092233.html,'6,64.0
PIAZZA GASPARRI,24 Maggio 2018,62496.0,UOG3,MILANO,G,False,,088/18,,ALLOGGIO,2,20180511092233.html,'4,62.0
VIA COMASINA,24 Maggio 2018,94752.0,UOG3,MILANO,G,True,,089/18,,ALLOGGIO,3,20180511092233.html,'57,94.0
VIALE UNGHERIA,24 Maggio 2018,78320.0,UOG4,MILANO,F,True,,090/18,,ALLOGGIO,3,20180511092233.html,'2,89.0
VIA DEGLI ABETI,24 Maggio 2018,60782.0,UOG2,MILANO,G,True,,091/18,,ALLOGGIO,2,20180511092233.html,'24,67.0
VIA DEI LARICI,24 Maggio 2018,56133.0,UOG2,MILANO,G,True,,092/18,,ALLOGGIO,2,20180511092233.html,'4,66.0
VIA DEI LARICI,24 Maggio 2018,73994.0,UOG2,MILANO,G,True,,093/18,,ALLOGGIO,3,20180511092233.html,'32,87.0
VIA DEI SALICI,24 Maggio 2018,94802.0,UOG2,MILANO,G,True,,094/18,,ALLOGGIO,3,20180511092233.html,'10,88.0
VIA COSTANTINO BARONI,24 Maggio 2018,64288.0,UOG1,MILANO,G,True,,095/18,,ALLOGGIO,3,20180511092233.html,'252,82.0
VIA COSTANTINO BARONI,24 Maggio 2018,49392.0,UOG1,MILANO,G,True,,096/18,,ALLOGGIO,2,20180511092233.html,'128,63.0
VIA UGO BETTI,24 Maggio 2018,69984.0,UOG3,MILANO,E,True,,097/18,,ALLOGGIO,3,20180511092233.html,'44,81.0
VIA ARTURO GRAF,24 Maggio 2018,60134.0,UOG3,MILANO,G,True,,098/18,,ALLOGGIO,2,20180511092233.html,'20,72.0
VIA FILIPPO DE PISIS,24 Maggio 2018,59299.0,UOG3,MILANO,G,True,,099/18,,ALLOGGIO,2,20180511092233.html,'11,71.0
VIA FRANCESCO CILEA,24 Maggio 2018,79866.0,UOG3,MILANO,G,True,,100/18,,ALLOGGIO,3,20180511092233.html,'24,87.0
VIA EUGENIO CURIEL,24 Maggio 2018,67968.0,UOGR,CORSICO,G,True,,101/18,,ALLOGGIO,3,20180511092233.html,'35,80.0
VIA EUGENIO CURIEL,24 Maggio 2018,67968.0,UOGR,CORSICO,G,True,,102/18,,ALLOGGIO,3,20180511092233.html,'41,80.0
VIA AGOSTINO DE PRETIS,24 Maggio 2018,112975.0,UOG1,MILANO,D,True,,103/18,,ALLOGGIO,4,20180511092233.html,'1,104.0
VIA AGOSTINO DE PRETIS,24 Maggio 2018,71568.0,UOG1,MILANO,D,True,,104/18,,ALLOGGIO,2,20180511092233.html,'93,70.0
VIA AGOSTINO DE PRETIS,24 Maggio 2018,63389.0,UOG1,MILANO,D,True,,105/18,,ALLOGGIO,2,20180511092233.html,'101,62.0
VIA AGOSTINO DE PRETIS,24 Maggio 2018,64282.0,UOG1,MILANO,D,True,,106/18,,ALLOGGIO,3,20180511092233.html,'73,62.0
VIALE LIGURIA,24 Maggio 2018,69312.0,UOGS,COLOGNO MONZESE,G,False,A,107/18,,ALLOGGIO,3,20180511092233.html,'52,95.0
VIALE LIGURIA,24 Maggio 2018,70771.0,UOGS,COLOGNO MONZESE,G,False,B,108/18,,ALLOGGIO,3,20180511092233.html,'52,97.0
VIA LONGARONE,24 Maggio 2018,120048.0,UOG3,MILANO,G,True,A,109/18,,ALLOGGIO,4,20180511092233.html,'16,123.0
VIA LONGARONE,24 Maggio 2018,122976.0,UOG3,MILANO,G,True,B,110/18,,ALLOGGIO,4,20180511092233.html,'16,126.0
VIA ANTONIO LISSONI,24 Maggio 2018,142856.0,UOG3,MILANO,F,True,,111/18,,ALLOGGIO,4,20180511092233.html,'9,124.0
VIA ANTONIO LISSONI,24 Maggio 2018,142856.0,UOG3,MILANO,,False,,111/18,,AUTOBOX,0,20180511092233.html,'9,14.0
VIA JAN SIBELIUS,24 Maggio 2018,130872.0,UOG3,MILANO,F,True,,112/18,,ALLOGGIO,4,20180511092233.html,'12,123.0
VIA CAMILLO GIUSSANI,24 Maggio 2018,137011.0,UOG1,MILANO,G,True,,113/18,,ALLOGGIO,4,20180511092233.html,'23,117.0
VIA CAMILLO GIUSSANI,24 Maggio 2018,137011.0,UOG1,MILANO,NO,False,,113/18,,AUTOBOX,0,20180511092233.html,'23,14.0
VIA SAVONA,24 Maggio 2018,114400.0,UOGS,SESTO S. GIOVANNI,G,False,A,114/18,,ALLOGGIO,5,20180511092233.html,'16,130.0
VIA SAVONA,24 Maggio 2018,98560.0,UOGS,SESTO S. GIOVANNI,G,False,B,115/18,,ALLOGGIO,4,20180511092233.html,'16,112.0
VIA DALMAZIO BIRAGO,18 Marzo 2021,76451.0,UOG4,MILANO,G,False,,030/21,PIENA PROP.,ALLOGGIO,2,20210302131440.html,'2,58.0
VIA LORENTEGGIO,18 Marzo 2021,65000.0,UOG2,MILANO,G,False,,031/21,PIENA PROP.,ALLOGGIO,2,20210302131440.html,'203,65.0
VIA SANTUARIO DEL SACRO CUORE,18 Marzo 2021,82350.0,UOG3,MILANO,G,True,,032/21,PIENA PROP.,ALLOGGIO,2,20210302131440.html,'3,72.0
VIA ESCULAPIO,18 Marzo 2021,99506.0,UOG3,MILANO,G,True,,033/21,PIENA PROP.,ALLOGGIO,3,20210302131440.html,'4,87.0
VIA DEI SALICI,18 Marzo 2021,69694.0,UOG2,MILANO,G,True,,034/21,PIENA PROP.,ALLOGGIO,2,20210302131440.html,'9,63.0
VIA DEI LARICI,18 Marzo 2021,100669.0,UOG2,MILANO,G,True,,035/21,PIENA PROP.,ALLOGGIO,3,20210302131440.html,'32,91.0
VIA ALESSANDRO LITTA MODIGNANI,18 Marzo 2021,77775.0,UOG3,MILANO,F,True,,036/21,PIENA PROP.,ALLOGGIO,2,20210302131440.html,'103,68.0
VIA ALESSANDRO LITTA MODIGNANI,18 Marzo 2021,101794.0,UOG3,MILANO,E,True,,037/21,PIENA PROP.,ALLOGGIO,3,20210302131440.html,'109,89.0
VIA ARTURO GRAF,18 Marzo 2021,64260.0,UOG3,MILANO,G,True,,038/21,PIENA PROP.,ALLOGGIO,2,20210302131440.html,'32,68.0
VIA ARTURO GRAF,18 Marzo 2021,64260.0,UOG3,MILANO,G,True,,039/21,PIENA PROP.,ALLOGGIO,2,20210302131440.html,'52,68.0
VIA FILIPPO DE PISIS,18 Marzo 2021,78435.0,UOG3,MILANO,G,True,,040/21,PIENA PROP.,ALLOGGIO,3,20210302131440.html,'35,83.0
VIA FILIPPO DE PISIS,18 Marzo 2021,79380.0,UOG3,MILANO,G,True,,041/21,PIENA PROP.,ALLOGGIO,3,20210302131440.html,'49,84.0
VIA ENRICO FALCK,18 Marzo 2021,78100.0,UOG3,MILANO,G,True,,042/21,PIENA PROP.,ALLOGGIO,2,20210302131440.html,'11,71.0
VIA FRANCESCO CILEA,18 Marzo 2021,105600.0,UOG3,MILANO,F,True,,043/21,PIENA PROP.,ALLOGGIO,3,20210302131440.html,'136,96.0
VIA EUGENIO CURIEL,18 Marzo 2021,68698.0,UOGR,CORSICO,G,True,,044/21,PIENA PROP.,ALLOGGIO,2,20210302131440.html,'24,69.0
VIA BENVENUTO CELLINI,18 Marzo 2021,89606.0,UOGR,CORSICO,F,True,,045/21,PIENA PROP.,ALLOGGIO,3,20210302131440.html,'32,90.0
VIA AGOSTINO DE PRETIS,18 Marzo 2021,74865.0,UOG1,MILANO,G,True,,046/21,PIENA PROP.,ALLOGGIO,3,20210302131440.html,'109,62.0
VIA AGOSTINO DE PRETIS,18 Marzo 2021,76073.0,UOG1,MILANO,G,True,,047/21,PIENA PROP.,ALLOGGIO,3,20210302131440.html,'19,63.0
VIA AGOSTINO DE PRETIS,18 Marzo 2021,103845.0,UOG1,MILANO,G,True,,048/21,PIENA PROP.,ALLOGGIO,3,20210302131440.html,'31,86.0
VIA BASSANO DEL GRAPPA,18 Marzo 2021,115163.0,UOG3,MILANO,G,False,,049/21,PIENA PROP.,ALLOGGIO,2,20210302131440.html,'32,83.0
VIA VAL DEVERO,18 Marzo 2021,70656.0,UOG2,MILANO,G,True,,050/21,PIENA PROP.,ALLOGGIO,3,20210302131440.html,'19,85.0
VIA GIUSEPPE ROVANI,18 Marzo 2021,80438.0,UOGS,SESTO SAN GIOVANNI,G,False,,051/21,PIENA PROP.,ALLOGGIO,3,20210302131440.html,'289,66.0
VIA ACHILLE GRANDI,18 Marzo 2021,96000.0,UOGS,SEGRATE,G,False,,052/21,PIENA PROP.,ALLOGGIO,3,20210302131440.html,'17,80.0
VIA DELLE GENZIANE,18 Marzo 2021,97059.0,UOG2,MILANO,G,True,,053/21,PIENA PROP.,ALLOGGIO,3,20210302131440.html,'3,85.0
VIA ALDO TARABELLA,18 Marzo 2021,109200.0,UOG3,MILANO,G,True,,054/21,PIENA PROP.,ALLOGGIO,3,20210302131440.html,'5,105.0
VIA BOLOGNA,18 Marzo 2021,108371.0,UOGS,MELZO,F,True,,055/21,PIENA PROP.,ALLOGGIO,4,20210302131440.html,'35,117.0
VIA CAMILLO GIUSSANI,18 Marzo 2021,133722.0,UOG1,MILANO,G,True,,056/21,PIENA PROP.,ALLOGGIO,4,20210302131440.html,'5,102.0
