address,auction_date,base_price,branch,city,energy_class,has_elevator,internal_id,lot_id,ownership_title,property_type,rooms,source_file,street_number,surface_sqm
VIA GIACOMO QUARENGHI,06 Luglio 2017,82824.0,3,MILANO,G,True,,179/17,,,3,20170705084616.html,43,87.0
VIA AGOSTINO DE PRETIS,06 Luglio 2017,71424.0,4,MILANO,D,True,,180/17,,,3,20170705084616.html,73,62.0
VIA AGOSTINO DE PRETIS,06 Luglio 2017,71424.0,4,MILANO,D,True,,181/17,,,3,20170705084616.html,79,62.0
VIA CATANIA,06 Luglio 2017,85696.0,FS,SESTO SAN GIOVANNI,F,False,A,182/17,,,4,20170705084616.html,40,103.0
VIA CATANIA,06 Luglio 2017,75712.0,FS,SESTO SAN GIOVANNI,G,False,B,183/17,,,3,20170705084616.html,40,91.0
VIA CASCINA DEI PRATI,06 Luglio 2017,72738.0,3,MILANO,G,True,,184/17,,,3,20170705084616.html,23,92.0
VIA CASCINA DEI PRATI,06 Luglio 2017,72738.0,3,MILANO,NO,False,,184/17,,,0,20170705084616.html,23,13.0
VIA FRANCESCO VIGANO',06 Luglio 2017,201480.0,2,MILANO,G,False,,185/17,,,2,20170705084616.html,8,73.0
VIA POSTUMIA,06 Luglio 2017,105750.0,6,MILANO,G,True,,186/17,,,4,20170705084616.html,28,109.0
VIA BENJAMIN CONSTANT,06 Luglio 2017,105750.0,6,MILANO,NO,False,,186/17,,,0,20170705084616.html,22.A,12.0
VIA BENJAMIN CONSTANT,06 Luglio 2017,112737.0,6,MILANO,E,True,,187/17,,,4,20170705084616.html,2,116.0
VIA CARLO MARX,06 Luglio 2017,112737.0,6,MILANO,NO,False,,187/17,,,0,20170705084616.html,10.A,12.0
VIA FELICITE' ROBERT LAMENNAIS,06 Luglio 2017,114543.0,6,MILANO,D,True,,188/17,,,4,20170705084616.html,9,118.0
VIA BENJAMIN CONSTANT,06 Luglio 2017,114543.0,6,MILANO,NO,False,,188/17,,,0,20170705084616.html,1,12.0
VIA CAMILLO GIUSSANI,06 Luglio 2017,166520.0,5,MILANO,G,True,,189/17,,,4,20170705084616.html,13,142.0
VIA CAMILLO GIUSSANI,06 Luglio 2017,166520.0,5,MILANO,NO,False,,189/17,,,0,20170705084616.html,13,14.0
VIA CAMILLO GIUSSANI,06 Luglio 2017,141349.0,5,MILANO,G,True,,190/17,,,4,20170705084616.html,23,119.0
VIA CAMILLO GIUSSANI,06 Luglio 2017,149933.0,5,MILANO,G,True,,191/17,,,4,20170705084616.html,20,137.0
VIA LUCCA,06 Luglio 2017,151189.0,5,MILANO,G,True,,192/17,,,5,20170705084616.html,36,148.0
VIA LUCCA,06 Luglio 2017,151189.0,5,MILANO,NO,False,,192/17,,,0,20170705084616.html,36,14.0
VIA XXV APRILE,06 Luglio 2017,56160.0,FS,CINISELLO BALSAMO,G,False,,193/17,,,2,20170705084616.html,235,65.0
VIA BRAMANTINO,23 Settembre 2021,83250.0,UOG3,MILANO,G,False,,164/21,PIENA PROP.,ALLOGGIO,3,20210921043228.html,'3,74.0
VIA GIOSUE' BORSI,23 Settembre 2021,162106.0,UOG1,MILANO,F,False,,165/21,PIENA PROP.,ALLOGGIO,3,20210921043228.html,'18,73.0
VIA CANALETTO,23 Settembre 2021,104571.0,UOG4,MILANO,G,False,,166/21,PIENA PROP.,ALLOGGIO,3,20210921043228.html,'10,74.0
VIA FILIPPO ABBIATI,23 Settembre 2021,50278.0,UOG2,MILANO,G,False,,167/21,PIENA PROP.,ALLOGGIO,3,20210921043228.html,'1,65.0
VIA FILIPPO ABBIATI,23 Settembre 2021,30167.0,UOG2,MILANO,G,False,,168/21,PIENA PROP.,ALLOGGIO,2,20210921043228.html,'2,39.0
VIA DANIELE RICCIARELLI,23 Settembre 2021,48731.0,UOG2,MILANO,F,True,,169/21,PIENA PROP.,ALLOGGIO,2,20210921043228.html,'12,61.0
VIA ANGELO INGANNI,23 Settembre 2021,51000.0,UOG2,MILANO,G,True,,170/21,PIENA PROP.,ALLOGGIO,2,20210921043228.html,'64,51.0
VIALE OMERO,23 Settembre 2021,89060.0,UOG4,MILANO,F,False,,171/21,PIENA PROP.,ALLOGGIO,3,20210921043228.html,'17,73.0
VIA CONSOLE MARCELLO,23 Settembre 2021,73125.0,UOG3,MILANO,F,False,,172/21,PIENA PROP.,ALLOGGIO,2,20210921043228.html,'38,65.0
VIA DEGLI IPPOCASTANI,23 Settembre 2021,92438.0,UOG2,MILANO,G,True,,173/21,PIENA PROP.,ALLOGGIO,3,20210921043228.html,'6,85.0
VIA ENRICO DE NICOLA,23 Settembre 2021,72765.0,UOG1,MILANO,G,True,,174/21,PIENA PROP.,ALLOGGIO,3,20210921043228.html,'32,63.0
VIA AGOSTINO DE PRETIS,23 Settembre 2021,102795.0,UOG1,MILANO,G,True,,175/21,PIENA PROP.,ALLOGGIO,3,20210921043228.html,'1,88.0
VIA AGOSTINO DE PRETIS,23 Settembre 2021,98175.0,UOG1,MILANO,F,True,,176/21,PIENA PROP.,ALLOGGIO,3,20210921043228.html,'99,85.0
VIA AGOSTINO DE PRETIS,23 Settembre 2021,113175.0,UOG1,MILANO,F,True,,177/21,PIENA PROP.,ALLOGGIO,3,20210921043228.html,'51,85.0
VIA AGOSTINO DE PRETIS,23 Settembre 2021,113175.0,UOG1,MILANO,NO,False,,177/21,PIENA PROP.,AUTOBOX,0,20210921043228.html,'67,28.0
VIA PADRE REGINALDO GIULIANI,23 Settembre 2021,50400.0,UOGR,LEGNANO,E,False,,178/21,PIENA PROP.,ALLOGGIO,2,20210921043228.html,'42,72.0
VIA LEONARDO DA VINCI,23 Settembre 2021,57155.0,UOGS,CASSANO D'ADDA,E,False,,179/21,PIENA PROP.,ALLOGGIO,3,20210921043228.html,'37,71.0
VIA STRAUSS,23 Settembre 2021,91575.0,UOGR,PIEVE EMANUELE,E,True,,180/21,PIENA PROP.,ALLOGGIO,5,20210921043228.html,'8,115.0
VIA LONGARONE,23 Settembre 2021,138113.0,UOG3,MILANO,F,True,,181/21,PIENA PROP.,ALLOGGIO,4,20210921043228.html,'16,127.0
VIA LONGARONE,23 Settembre 2021,127238.0,UOG3,MILANO,F,True,,182/21,PIENA PROP.,ALLOGGIO,4,20210921043228.html,'41,117.0
VIA LUIGI CHIARELLI,23 Settembre 2021,104500.0,UOG3,MILANO,E,True,A,183/21,PIENA PROP.,ALLOGGIO,3,20210921043228.html,'12,95.0
VIA LUIGI CHIARELLI,23 Settembre 2021,138600.0,UOG3,MILANO,E,True,B,184/21,PIENA PROP.,ALLOGGIO,4,20210921043228.html,'12,126.0
VIA CAMILLO GIUSSANI,23 Settembre 2021,156750.0,UOG1,MILANO,F,True,,185/21,PIENA PROP.,ALLOGGIO,4,20210921043228.html,'29,125.0
VIA CAMILLO GIUSSANI,23 Settembre 2021,182970.0,UOG1,MILANO,E,True,,186/21,PIENA PROP.,ALLOGGIO,4,20210921043228.html,'20,140.0
VIA CAMILLO GIUSSANI,23 Settembre 2021,182970.0,UOG1,MILANO,NO,False,,186/21,PIENA PROP.,AUTOBOX,0,20210921043228.html,'20,15.0
VIALE PALMIRO TOGLIATTI,23 Settembre 2021,111651.0,UOGR,LOCATE DI TRIULZI,F,True,,187/21,PIENA PROP.,ALLOGGIO,4,20210921043228.html,'17.Q,114.0
VIALE PALMIRO TOGLIATTI,23 Settembre 2021,111651.0,UOGR,LOCATE DI TRIULZI,NO,False,,187/21,PIENA PROP.,AUTOBOX,0,20210921043228.html,'15,12.0
VIA FELICE GAIO,23 Settembre 2021,43344.0,UOGR,CERRO MAGGIORE,F,False,,188/21,PIENA PROP.,ALLOGGIO,2,20210921043228.html,'14,64.0
VIA TRENTO,23 Settembre 2021,74620.0,UOGR,CORBETTA,F,False,,189/21,PIENA PROP.,ALLOGGIO,3,20210921043228.html,'23,82.0
VIA FILIPPO ABBIATI,26 Settembre 2019,41616.0,UOG2,MILANO,G,False,,260/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'5,
VIA DANIELE RICCIARELLI,26 Settembre 2019,48960.0,UOG2,MILANO,G,False,,261/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'14,
VIA PRENESTE,26 Settembre 2019,44064.0,UOG2,MILANO,G,False,,262/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'4,
VIA DALMAZIO BIRAGO,26 Settembre 2019,59614.0,UOG4,MILANO,G,False,,263/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'2,
VIA DALMAZIO BIRAGO,26 Settembre 2019,60739.0,UOG4,MILANO,G,False,A,264/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'4,
VIA DALMAZIO BIRAGO,26 Settembre 2019,57365.0,UOG4,MILANO,G,False,B,265/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'4,
VIA ORBETELLO,26 Settembre 2019,59392.0,UOG4,MILANO,G,False,,266/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'4,
VIA ESCULAPIO,26 Settembre 2019,75072.0,UOG3,MILANO,G,False,,267/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'4,
VIALE UNGHERIA,26 Settembre 2019,96679.0,UOG4,MILANO,G,True,,268/19,PIENA PROP.,ALLOGGIO,4,20190915143300.html,'4,
VIA GIACOMO QUARENGHI,26 Settembre 2019,65178.0,UOG3,MILANO,G,True,,269/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'34,
VIA CONCILIO VATICANO II,26 Settembre 2019,67592.0,UOG3,MILANO,F,True,,270/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'2,
VIA DEI SALICI,26 Settembre 2019,65195.0,UOG2,MILANO,G,True,,271/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'9,
VIA COSTANTINO BARONI,26 Settembre 2019,49538.0,UOG1,MILANO,G,True,,272/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'83,
VIA COSTANTINO BARONI,26 Settembre 2019,45696.0,UOG1,MILANO,G,True,,273/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'63,
VIA COSTANTINO BARONI,26 Settembre 2019,58548.0,UOG1,MILANO,G,True,,274/19,PIENA PROP.,ALLOGGIO,3,20190915143300.html,'61,
VIA COSTANTINO BARONI,26 Settembre 2019,47940.0,UOG1,MILANO,G,True,,275/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'69,
VIA COSTANTINO BARONI,26 Settembre 2019,68714.0,UOG1,MILANO,G,True,A,276/19,PIENA PROP.,ALLOGGIO,3,20190915143300.html,'128,
VIA COSTANTINO BARONI,26 Settembre 2019,51136.0,UOG1,MILANO,G,True,B,277/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'128,
VIA BETULLE,26 Settembre 2019,104737.0,UOGR,ROZZANO,G,True,,278/19,PIENA PROP.,ALLOGGIO,4,20190915143300.html,'4,
VIA APPENNINI,26 Settembre 2019,79866.0,UOG3,MILANO,G,True,,279/19,PIENA PROP.,ALLOGGIO,3,20190915143300.html,'41,
VIA APPENNINI,26 Settembre 2019,82620.0,UOG3,MILANO,G,True,,280/19,PIENA PROP.,ALLOGGIO,3,20190915143300.html,'37,
VIA APPENNINI,26 Settembre 2019,69768.0,UOG3,MILANO,E,True,,281/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'53,
VIA EUGENIO CURIEL,26 Settembre 2019,74765.0,UOGR,CORSICO,G,True,,282/19,PIENA PROP.,ALLOGGIO,3,20190915143300.html,'27,
VIA EUGENIO CURIEL,26 Settembre 2019,60322.0,UOGR,CORSICO,F,True,,283/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'16,
VIALE ITALIA,26 Settembre 2019,93456.0,UOGR,CORSICO,G,True,,284/19,PIENA PROP.,ALLOGGIO,4,20190915143300.html,'42,
VIA MARZABOTTO,26 Settembre 2019,58622.0,UOGR,CORSICO,G,True,,285/19,PIENA PROP.,ALLOGGIO,2,20190915143300.html,'2,
VIA BENVENUTO CELLINI,26 Settembre 2019,77314.0,UOGR,CORSICO,E,True,,286/19,PIENA PROP.,ALLOGGIO,3,20190915143300.html,'8,
VIA AGOSTINO DE PRETIS,26 Settembre 2019,78384.0,UOG1,MILANO,D,True,,287/19,PIENA PROP.,ALLOGGIO,3,20190915143300.html,'83,
VIA AGOSTINO DE PRETIS,26 Settembre 2019,75072.0,UOG1,MILANO,D,True,,288/19,PIENA PROP.,ALLOGGIO,3,20190915143300.html,'87,
VIA AGOSTINO DE PRETIS,26 Settembre 2019,93840.0,UOG1,MILANO,D,True,,289/19,PIENA PROP.,ALLOGGIO,3,20190915143300.html,'23,
VIA AGOSTINO DE PRETIS,26 Settembre 2019,96048.0,UOG1,MILANO,D,True,,290/19,PIENA PROP.,ALLOGGIO,3,20190915143300.html,'35,
VIA AGOSTINO DE PRETIS,26 Settembre 2019,93840.0,UOG1,MILANO,D,True,,291/19,PIENA PROP.,ALLOGGIO,3,20190915143300.html,'37,
VIA AGOSTINO DE PRETIS,26 Settembre 2019,96048.0,UOG1,MILANO,D,True,,292/19,PIENA PROP.,ALLOGGIO,3,20190915143300.html,'43,
VIALE LAZIO,26 Settembre 2019,111948.0,UOGR,ROZZANO,F,True,,293/19,PIENA PROP.,ALLOGGIO,4,20190915143300.html,'15,
VIALE LAZIO,26 Settembre 2019,111948.0,UOGR,ROZZANO,NO,False,,293/19,PIENA PROP.,AUTOBOX,0,20190915143300.html,'15,
VIALE LAZIO,26 Settembre 2019,100119.0,UOGR,ROZZANO,G,True,,294/19,PIENA PROP.,ALLOGGIO,3,20190915143300.html,'23,
VIALE LAZIO,26 Settembre 2019,100119.0,UOGR,ROZZANO,NO,False,,294/19,PIENA PROP.,AUTOBOX,0,20190915143300.html,'23,
VIALE LAZIO,26 Settembre 2019,112974.0,UOGR,ROZZANO,F,True,,295/19,PIENA PROP.,ALLOGGIO,4,20190915143300.html,'26,
VIALE LAZIO,26 Settembre 2019,112974.0,UOGR,ROZZANO,NO,False,,295/19,PIENA PROP.,AUTOBOX,0,20190915143300.html,'26,
VIALE LAZIO,26 Settembre 2019,111948.0,UOGR,ROZZANO,F,True,A,296/19,PIENA PROP.,ALLOGGIO,4,20190915143300.html,'50,
VIALE LAZIO,26 Settembre 2019,111948.0,UOGR,ROZZANO,NO,False,A,296/19,PIENA PROP.,AUTOBOX,0,20190915143300.html,'50,
VIALE LAZIO,26 Settembre 2019,111948.0,UOGR,ROZZANO,G,True,B,297/19,PIENA PROP.,ALLOGGIO,4,20190915143300.html,'50,
VIALE LAZIO,26 Settembre 2019,111948.0,UOGR,ROZZANO,NO,False,B,297/19,PIENA PROP.,AUTOBOX,0,20190915143300.html,'50,
VIALE LAZIO,26 Settembre 2019,96079.0,UOGR,ROZZANO,F,True,,298/19,PIENA PROP.,ALLOGGIO,3,20190915143300.html,'88,
VIALE LAZIO,26 Settembre 2019,96079.0,UOGR,ROZZANO,NO,False,,298/19,PIENA PROP.,AUTOBOX,0,20190915143300.html,'86,
VIA CATANIA,26 Settembre 2019,69120.0,UOGS,SESTO SAN GIOVANNI,G,False,,299/19,PIENA PROP.,ALLOGGIO,3,20190915143300.html,'50,
VIA ALDO MORO,26 Settembre 2019,92800.0,UOGS,RHO,F,True,,300/19,DIR. DI SUP.,ALLOGGIO,4,20190915143300.html,'11,
VIA GIUSEPPE DI VITTORIO,26 Settembre 2019,64528.0,UOGR,TREZZANO SUL NAVIGLIO,D,True,,301/19,DIR. DI SUP.,ALLOGGIO,4,20190915143300.html,'12/D,
VIA GIOVANNI PASCOLI,22 ottobre 2020,51800.0,UOG4,MILANO,G,False,,093/20,PIENA PROP.,ALLOGGIO,1,20201019204929.html,'4,35.0
VIA DALMAZIO BIRAGO,22 ottobre 2020,67224.0,UOG4,MILANO,G,False,,094/20,PIENA PROP.,ALLOGGIO,2,20201019204929.html,'4,51.0
VIA ANGELO INGANNI,22 ottobre 2020,60000.0,UOG2,MILANO,G,True,,095/20,PIENA PROP.,ALLOGGIO,2,20201019204929.html,'64,60.0
VIA ANGELO INGANNI,22 ottobre 2020,59000.0,UOG2,MILANO,G,True,,096/20,PIENA PROP.,ALLOGGIO,2,20201019204929.html,'52,59.0
VIA LORENTEGGIO,22 ottobre 2020,68000.0,UOG2,MILANO,G,False,,097/20,PIENA PROP.,ALLOGGIO,2,20201019204929.html,'203,68.0
VIA ORBETELLO,22 ottobre 2020,83230.0,UOG4,MILANO,G,False,A,098/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'4,82.0
VIA ORBETELLO,22 ottobre 2020,66990.0,UOG4,MILANO,G,False,B,099/20,PIENA PROP.,ALLOGGIO,2,20201019204929.html,'4,66.0
VIA ORBETELLO,22 ottobre 2020,84245.0,UOG4,MILANO,G,False,C,100/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'4,83.0
VIA COMASINA,22 ottobre 2020,62906.0,UOG3,MILANO,G,False,,101/20,PIENA PROP.,ALLOGGIO,2,20201019204929.html,'57,55.0
VIALE UNGHERIA,22 ottobre 2020,75900.0,UOG4,MILANO,F,True,,102/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'46,75.0
VIALE UNGHERIA,22 ottobre 2020,57684.0,UOG4,MILANO,F,True,,103/20,PIENA PROP.,ALLOGGIO,2,20201019204929.html,'48,57.0
VIA DEI SALICI,22 ottobre 2020,95138.0,UOG2,MILANO,G,True,,104/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'47,86.0
VIA DEI LARICI,22 ottobre 2020,98456.0,UOG2,MILANO,G,True,,105/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'14,89.0
VIA DEI LARICI,22 ottobre 2020,94031.0,UOG2,MILANO,G,True,,106/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'26,85.0
VIA PINI,22 ottobre 2020,101588.0,UOGR,ROZZANO,G,True,,107/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'2,86.0
VIA FILIPPO DE PISIS,22 ottobre 2020,75600.0,UOG3,MILANO,G,True,,108/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'23,80.0
VIA FILIPPO DE PISIS,22 ottobre 2020,78435.0,UOG3,MILANO,G,True,,109/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'61,83.0
VIA FRANCESCO CILEA,22 ottobre 2020,96800.0,UOG3,MILANO,G,True,A,110/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'32,88.0
VIA FRANCESCO CILEA,22 ottobre 2020,77000.0,UOG3,MILANO,G,True,B,111/20,PIENA PROP.,ALLOGGIO,2,20201019204929.html,'32,70.0
VIA FRANCESCO CILEA,22 ottobre 2020,91300.0,UOG3,MILANO,G,True,,112/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'96,83.0
VIA FRANCESCO CILEA,22 ottobre 2020,77000.0,UOG3,MILANO,G,True,,113/20,PIENA PROP.,ALLOGGIO,2,20201019204929.html,'94,70.0
VIA EUGENIO CURIEL,22 ottobre 2020,65576.0,UOGR,CORSICO,F,True,,114/20,PIENA PROP.,ALLOGGIO,2,20201019204929.html,'17,67.0
VIA EUGENIO CURIEL,22 ottobre 2020,80258.0,UOGR,CORSICO,G,True,,115/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'13,82.0
VIA ENRICO DE NICOLA,22 ottobre 2020,105053.0,UOG1,MILANO,G,True,,116/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'26,87.0
VIA ENRICO DE NICOLA,22 ottobre 2020,103845.0,UOG1,MILANO,G,True,,117/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'32,86.0
VIA ENRICO DE NICOLA,22 ottobre 2020,83318.0,UOG1,MILANO,G,True,A,118/20,PIENA PROP.,ALLOGGIO,2,20201019204929.html,'34,69.0
VIA ENRICO DE NICOLA,22 ottobre 2020,83318.0,UOG1,MILANO,G,True,B,119/20,PIENA PROP.,ALLOGGIO,2,20201019204929.html,'34,69.0
VIA ENRICO DE NICOLA,22 ottobre 2020,100223.0,UOG1,MILANO,G,True,A,120/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'38,83.0
VIA ENRICO DE NICOLA,22 ottobre 2020,76073.0,UOG1,MILANO,G,True,B,121/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'38,63.0
VIA AGOSTINO DE PRETIS,22 ottobre 2020,84525.0,UOG1,MILANO,G,True,,122/20,PIENA PROP.,ALLOGGIO,2,20201019204929.html,'3,70.0
VIA AGOSTINO DE PRETIS,22 ottobre 2020,77280.0,UOG1,MILANO,G,True,,123/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'11,64.0
VIA ALEX VISCONTI,22 ottobre 2020,62700.0,UOG3,MILANO,G,True,,124/20,PIENA PROP.,ALLOGGIO,2,20201019204929.html,'15,57.0
VIA GIUSEPPE ROVANI,22 ottobre 2020,36563.0,UOGS,SESTO SAN GIOVANNI,G,False,,125/20,PIENA PROP.,ALLOGGIO,1,20201019204929.html,'311,30.0
VIA CARDINALE MEZZOFANTI,22 ottobre 2020,107892.0,UOG4,MILANO,G,True,,126/20,PIENA PROP.,ALLOGGIO,2,20201019204929.html,'26.3,81.0
VIA NEGROLI,22 ottobre 2020,150516.0,UOG4,MILANO,G,True,,127/20,PIENA PROP.,ALLOGGIO,4,20201019204929.html,'23,113.0
VIA ARMANDO SPADINI,22 ottobre 2020,68625.0,UOG3,MILANO,G,True,,128/20,PIENA PROP.,ALLOGGIO,2,20201019204929.html,'11,60.0
VIA SAVONA,22 ottobre 2020,88725.0,UOGS,SESTO SAN GIOVANNI,G,False,,129/20,PIENA PROP.,ALLOGGIO,3,20201019204929.html,'80,91.0
VIA GASPARE ASELLI,5 Dicembre 2019,91109.0,UOG4,MILANO,G,True,,346/19,PIENA PROP.,ALLOGGIO,3,20191119234529.html,'14,72.0
VIA FILIPPO ABBIATI,5 Dicembre 2019,41126.0,UOG2,MILANO,G,False,A,347/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'5,54.0
VIA FILIPPO ABBIATI,5 Dicembre 2019,41126.0,UOG2,MILANO,G,False,B,348/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'5,54.0
VIA VIGILIO INAMA,5 Dicembre 2019,125134.0,UOG4,MILANO,G,True,,349/19,PIENA PROP.,ALLOGGIO,3,20191119234529.html,'20,89.0
VIA MARIO MORGANTINI,5 Dicembre 2019,46458.0,UOG2,MILANO,G,False,A,350/19,PIENA PROP.,ALLOGGIO,3,20191119234529.html,'3,61.0
VIA MARIO MORGANTINI,5 Dicembre 2019,35795.0,UOG2,MILANO,G,False,B,351/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'3,49.0
VIA MARIO MORGANTINI,5 Dicembre 2019,37318.0,UOG2,MILANO,G,False,C,352/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'3,49.0
VIA MARIO MORGANTINI,5 Dicembre 2019,37318.0,UOG2,MILANO,G,False,D,353/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'3,49.0
VIA MARIO MORGANTINI,5 Dicembre 2019,35795.0,UOG2,MILANO,G,False,E,354/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'3,47.0
VIA MARIO MORGANTINI,5 Dicembre 2019,40365.0,UOG2,MILANO,G,False,F,355/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'3,53.0
VIA MARIO MORGANTINI,5 Dicembre 2019,38080.0,UOG2,MILANO,G,False,G,356/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'3,50.0
VIA ILLIRICO,5 Dicembre 2019,72128.0,UOG4,MILANO,G,False,,357/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'1,57.0
VIA ORBETELLO,5 Dicembre 2019,67222.0,UOG4,MILANO,G,False,,358/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'2,61.0
VIA VAL SABBIA,5 Dicembre 2019,64294.0,UOG3,MILANO,G,False,,359/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'6,62.0
VIA ESCULAPIO,5 Dicembre 2019,86071.0,UOG3,MILANO,G,False,,360/19,PIENA PROP.,ALLOGGIO,3,20191119234529.html,'4,83.0
PIAZZA CARDINALE PIETRO GASPARRI,5 Dicembre 2019,66368.0,UOG3,MILANO,G,True,A,361/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'4,64.0
PIAZZA CARDINALE PIETRO GASPARRI,5 Dicembre 2019,66368.0,UOG3,MILANO,G,True,B,362/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'4,64.0
PIAZZA CARDINALE PIETRO GASPARRI,5 Dicembre 2019,63257.0,UOG3,MILANO,G,True,C,363/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'4,61.0
VIALE UNGHERIA,5 Dicembre 2019,65038.0,UOG4,MILANO,G,True,A,364/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'2,67.0
VIALE UNGHERIA,5 Dicembre 2019,60644.0,UOG4,MILANO,G,True,B,365/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'2,65.0
VIALE UNGHERIA,5 Dicembre 2019,79101.0,UOG4,MILANO,G,True,C,366/19,PIENA PROP.,ALLOGGIO,3,20191119234529.html,'2,90.0
VIA ROMUALDO BONFADINI,5 Dicembre 2019,61523.0,UOG4,MILANO,F,True,A,367/19,PIENA PROP.,ALLOGGIO,3,20191119234529.html,'94,70.0
VIA ROMUALDO BONFADINI,5 Dicembre 2019,49218.0,UOG4,MILANO,G,True,B,368/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'94,56.0
VIA ROMUALDO BONFADINI,5 Dicembre 2019,55370.0,UOG4,MILANO,G,True,C,369/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'94,63.0
VIA UGO BETTI,5 Dicembre 2019,99144.0,UOG3,MILANO,G,True,,370/19,PIENA PROP.,ALLOGGIO,4,20191119234529.html,'8,108.0
VIA UGO BETTI,5 Dicembre 2019,62424.0,UOG3,MILANO,G,True,,371/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'42,68.0
VIA UGO BETTI,5 Dicembre 2019,63342.0,UOG3,MILANO,G,True,,372/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'157,69.0
VIA ARTURO GRAF,5 Dicembre 2019,67738.0,UOG3,MILANO,G,True,,373/19,PIENA PROP.,ALLOGGIO,3,20191119234529.html,'26,84.0
VIA ARTURO GRAF,5 Dicembre 2019,56448.0,UOG3,MILANO,G,True,,374/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'36,70.0
VIA ARTURO GRAF,5 Dicembre 2019,65318.0,UOG3,MILANO,G,True,,375/19,PIENA PROP.,ALLOGGIO,3,20191119234529.html,'56,81.0
VIA FRANCESCO CILEA,5 Dicembre 2019,62424.0,UOG3,MILANO,G,True,,376/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'38,68.0
VIA FRANCESCO CILEA,5 Dicembre 2019,62424.0,UOG3,MILANO,G,True,,377/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'94,68.0
VIA APPENNINI,5 Dicembre 2019,67014.0,UOG3,MILANO,E,True,,378/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'51,68.0
VIA FRANCESCO CILEA,5 Dicembre 2019,67932.0,UOG3,MILANO,E,True,,379/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'130,73.0
VIA MARZABOTTO,5 Dicembre 2019,52760.0,UOGR,CORSICO,G,True,,380/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'2,69.0
VIA AGOSTINO DE PRETIS,5 Dicembre 2019,86443.0,UOG1,MILANO,D,True,,381/19,PIENA PROP.,ALLOGGIO,3,20191119234529.html,'35,87.0
