address,auction_result,base_price_eur,codice,final_offer_eur,lot_id,source_pdf,winner
MILANO VIA DALMAZIO BIRAGO '2,AGGIUDICATA,69861.0,00410062,182760.0,193/20,esito-21gennaio2021.pdf,N.M.
MILANO VIA LORENTEGGIO '201,AGGIUDICATA,69000.0,00433740,125400.0,194/20,esito-21gennaio2021.pdf,I.F.K.S.
MILANO VIA LORENTEGGIO '203,AGGIUDICATA,64000.0,00433881,115150.0,195/20,esito-21gennaio2021.pdf,F.S.-.B.O.
MILANO VIA GIOVANNI AMBROGIO DE PREDIS '11 A,AGGIUDICATA,66375.0,00450016,125360.0,196/20,esito-21gennaio2021.pdf,Z.M.T.K.
MILANO VIA GIOVANNI AMBROGIO DE PREDIS '11 B,AGGIUDICATA,66375.0,00450029,81900.0,197/20,esito-21gennaio2021.pdf,J.F.
MILANO VIA GIOVANNI AMBROGIO DE PREDIS '11 C,AGGIUDICATA,67481.0,00450061,138890.0,198/20,esito-21gennaio2021.pdf,P.R.
MILANO VIA GIOVANNI AMBROGIO DE PREDIS '11 D,AGGIUDICATA,65269.0,00450085,115800.0,199/20,esito-21gennaio2021.pdf,W.K.
MILANO VIA ORBETELLO '4 A,AGGIUDICATA,66990.0,00500243,115000.0,200/20,esito-21gennaio2021.pdf,R.S.A.
MILANO VIA ORBETELLO '4 B,AGGIUDICATA,84245.0,00500264,143700.0,201/20,esito-21gennaio2021.pdf,P.F.
MILANO VIA ESCULAPIO '4,AGGIUDICATA,101794.0,00510539,165200.0,202/20,esito-21gennaio2021.pdf,D.G.
MILANO PIAZZA CARDINALE PIETRO GASPARRI '4,AGGIUDICATA,68625.0,00510868,105300.0,203/20,esito-21gennaio2021.pdf,W.F.P.V.
MILANO VIA GIACOMO QUARENGHI '8,AGGIUDICATA,69300.0,00570607,145799.0,204/20,esito-21gennaio2021.pdf,C.E.
MILANO VIA CONCILIO VATICANO II '1,AGGIUDICATA,68600.0,00621027,90100.0,205/20,esito-21gennaio2021.pdf,W.E.M.K.A.
MILANO VIA DEI SALICI '59,AGGIUDICATA,70800.0,00650512,125700.0,206/20,esito-21gennaio2021.pdf,A.R.E.R.
MILANO VIA FRANCESCO CILEA '58,AGGIUDICATA,88000.0,00721531,173120.0,207/20,esito-21gennaio2021.pdf,I.F.A.A.
MILANO VIA FRANCESCO CILEA '130,AGGIUDICATA,84700.0,00722333,128736.5,208/20,esito-21gennaio2021.pdf,S.J.A.F.
MILANO VIA AGOSTINO DE PRETIS '87,AGGIUDICATA,101430.0,00751168,158000.0,209/20,esito-21gennaio2021.pdf,C.V.
LEGNANO VIA PADRE REGINALDO GIULIANI '40,ASTA DESERTA,50400.0,02070080,0.0,210/20,esito-21gennaio2021.pdf,
MILANO VIA CARLO AMORETTI '15,AGGIUDICATA,93375.0,70030214,137600.0,211/20,esito-21gennaio2021.pdf,M.B.S.N.
MILANO VIA LONGARONE '33,AGGIUDICATA,120375.0,70030368,165000.0,212/20,esito-21gennaio2021.pdf,K.A.
MILANO VIA RAFFAELLO GIOLLI '21,AGGIUDICATA,186048.0,70590618,238880.0,213/20,esito-21gennaio2021.pdf,Z.K.
70672007 MILANO VIA POSTUMIA '24,AGGIUDICATA,153938.0,70670007,221880.0,214/20,esito-21gennaio2021.pdf,Z.J.M.
70672365 MILANO VIA CARLO MARX '12,AGGIUDICATA,146794.0,70670365,209800.0,215/20,esito-21gennaio2021.pdf,J.R.
MILANO VIA HARAR '7,AGGIUDICATA,84000.0,93260068,169990.0,216/20,esito-21gennaio2021.pdf,B.H.A.
MILANO VIA GIOVANNI PASCOLI '4 81,AGGIUDICATA,200070.0,00160121,432750.0,001/26,esito-12febbraio2026.pdf,B.M.L.-.E.
MILANO VIA GASPARE ASELLI '18 58,AGGIUDICATA,136097.0,00280383,218253.0,002/26,esito-12febbraio2026.pdf,A.F.
MILANO PIAZZALE SELINUNTE '11 70,AGGIUDICATA,159600.0,00390223,175000.0,003/26,esito-12febbraio2026.pdf,H.H.N.N.
MILANO VIA ILLIRICO '3 55,AGGIUDICATA,129058.0,00410587,232500.0,004/26,esito-12febbraio2026.pdf,C.V.
MILANO VIA ANGELO INGANNI '64 83,AGGIUDICATA,165585.0,00433162,266990.0,005/26,esito-12febbraio2026.pdf,V.M.
MILANO VIA JACOPINO DA TRADATE '7 69,AGGIUDICATA,140760.0,00460431,178100.0,006/26,esito-12febbraio2026.pdf,P.E.
MILANO VIALE OMERO '19 70,AGGIUDICATA,161263.0,00470450,171263.2,007/26,esito-12febbraio2026.pdf,T.S.
MILANO VIA ORBETELLO '4 67,AGGIUDICATA,136052.0,00500211,163700.0,008/26,esito-12febbraio2026.pdf,H.Y.
MILANO VIA BRA' 1 86,AGGIUDICATA,183825.0,00500441,226600.0,009/26,esito-12febbraio2026.pdf,D.Y.
MILANO VIA TEANO '36 86,AGGIUDICATA,149855.0,00510278,180200.0,010/26,esito-12febbraio2026.pdf,W.X.
MILANO VIA TEANO '36 73,AGGIUDICATA,135060.0,00510307,187892.0,011/26,esito-12febbraio2026.pdf,C.F.
MILANO VIALE UNGHERIA '21.4 63,AGGIUDICATA,144837.0,00550379,161666.0,012/26,esito-12febbraio2026.pdf,H.G.-.S.S.
00585175 MILANO VIA DELLA CAPINERA '5 95,AGGIUDICATA,247931.0,00581043,328800.0,013/26,esito-12febbraio2026.pdf,H.R.
MILANO VIA DEI SALICI '59 88,ASTA DESERTA,170753.0,00650507,0.0,014/26,esito-12febbraio2026.pdf,
MILANO VIA DEGLI ABETI '14 66,AGGIUDICATA,134805.0,00651401,141000.0,015/26,esito-12febbraio2026.pdf,I.I.M.G.
MILANO VIA UGO BETTI '23 71,AGGIUDICATA,141645.0,00681259,191265.5,016/26,esito-12febbraio2026.pdf,G.G.G.
MILANO VIA ALESSANDRO LITTA MODIGNANI '93 73,AGGIUDICATA,135060.0,00690031,157537.0,017/26,esito-12febbraio2026.pdf,G.M.
MILANO VIA ALESSANDRO LITTA MODIGNANI '109 87,AGGIUDICATA,160961.0,00690465,161500.0,018/26,esito-12febbraio2026.pdf,L.M.A.E.
MILANO VIA ARTURO GRAF '32 70,AGGIUDICATA,121363.0,00700236,155200.0,019/26,esito-12febbraio2026.pdf,A.W.A.A.
MILANO VIA FILIPPO DE PISIS '51 69,AGGIUDICATA,119629.0,00701043,160480.0,020/26,esito-12febbraio2026.pdf,B.B.B.S.
MILANO VIA FILIPPO DE PISIS '61 69,AGGIUDICATA,119629.0,00701118,141300.99,021/26,esito-12febbraio2026.pdf,N.K.O.G.A.
MILANO VIA FRANCESCO CILEA '90 83,AGGIUDICATA,157306.0,00721293,190100.0,022/26,esito-12febbraio2026.pdf,G.N.A.L.
MILANO VIA APPENNINI '41 69,AGGIUDICATA,123165.0,00721932,177700.0,023/26,esito-12febbraio2026.pdf,W.Y.
CORSICO VIA EUGENIO CURIEL '27 84,AGGIUDICATA,118503.0,00740333,181320.0,024/26,esito-12febbraio2026.pdf,G.M.M.A.
CORSICO VIA EUGENIO CURIEL '35 83,AGGIUDICATA,117092.0,00740414,180500.0,025/26,esito-12febbraio2026.pdf,D.S.
CORSICO VIA EUGENIO CURIEL '20 86,AGGIUDICATA,121325.0,00740828,184100.0,026/26,esito-12febbraio2026.pdf,I.O.S.E.
CORSICO VIALE ITALIA '42 73,AGGIUDICATA,102985.0,00741214,150100.0,027/26,esito-12febbraio2026.pdf,A.R.A.M.
CORSICO VIALE ITALIA '36 85,AGGIUDICATA,119914.0,00741275,170425.0,028/26,esito-12febbraio2026.pdf,D.S.K.E.
CORSICO VIA MARZABOTTO '20 74,AGGIUDICATA,104396.0,00741862,113480.0,029/26,esito-12febbraio2026.pdf,T.I.
MILANO VIA ALEX VISCONTI '13 84,AGGIUDICATA,167580.0,01820004,187650.0,030/26,esito-12febbraio2026.pdf,M.M.M.
MILANO VIA ERCOLE FERRARIO '7,AGGIUDICATA,199920.0,00220174,453099.9,194/17,esito-05ottobre17.pdf,C.P.
MILANO VIA BRAMANTINO '9,AGGIUDICATA,88320.0,00230319,120000.0,195/17,esito-05ottobre17.pdf,G.X.
MILANO VIA JACOPINO DA TRADATE '14,AGGIUDICATA,57600.0,00230603,75110.0,196/17,esito-05ottobre17.pdf,R.V.M.
MILANO PIAZZA PREALPI '4,AGGIUDICATA,69120.0,00230847,90700.0,197/17,esito-05ottobre17.pdf,P.F.
MILANO VIALE TIBALDI '66,AGGIUDICATA,57365.0,00250042,112760.0,198/17,esito-05ottobre17.pdf,S.D.
MILANO VIA JACOPINO DA TRADATE '7,AGGIUDICATA,63360.0,00460496,77000.0,199/17,esito-05ottobre17.pdf,G.R.
MILANO VIA MEDEGHINO '24 A,AGGIUDICATA,105040.0,00480107,162000.0,200/17,esito-05ottobre17.pdf,M.A.
MILANO VIA MEDEGHINO '24 B,AGGIUDICATA,82160.0,00480136,109200.0,201/17,esito-05ottobre17.pdf,F.E.-.N.E.
MILANO VIA ORBETELLO '4,AGGIUDICATA,54432.0,00500215,54435.0,202/17,esito-05ottobre17.pdf,S.P.
MILANO VIA BRA' '1,AGGIUDICATA,53568.0,00500420,60050.0,203/17,esito-05ottobre17.pdf,F.R.
MILANO VIA COMASINA '57 A,AGGIUDICATA,57536.0,00510021,65600.0,204/17,esito-05ottobre17.pdf,A.H.S.B.H.
MILANO VIA COMASINA '57 B,AGGIUDICATA,54560.0,00510024,68000.0,205/17,esito-05ottobre17.pdf,L.C.
MILANO PIAZZA CARDINALE PIETRO GASPARRI '4 A,AGGIUDICATA,60512.0,00510849,0.0,206/17,esito-05ottobre17.pdf,N.O.
MILANO PIAZZA CARDINALE PIETRO GASPARRI '4 B,AGGIUDICATA,60512.0,00510904,78000.0,207/17,esito-05ottobre17.pdf,N.B.
MILANO VIA COMASINA '57 C,AGGIUDICATA,78368.0,00511172,95368.0,208/17,esito-05ottobre17.pdf,A.A.
MILANO VIALE UNGHERIA '21.4,AGGIUDICATA,68255.0,00550263,82500.0,209/17,esito-05ottobre17.pdf,C.F.
MILANO VIA DELLA CAPINERA '5,AGGIUDICATA,80640.0,00581124,131511.0,210/17,esito-05ottobre17.pdf,G.P.
MILANO VIA DEGLI ONTANI '24,AGGIUDICATA,88704.0,00650022,94650.0,211/17,esito-05ottobre17.pdf,M.M.S.H.
MILANO VIA DEGLI ONTANI '32,AGGIUDICATA,64512.0,00650076,74550.0,212/17,esito-05ottobre17.pdf,D.C.-.L.D.
MILANO VIA DEGLI ONTANI '8,AGGIUDICATA,88704.0,00650242,0.0,213/17,esito-05ottobre17.pdf,N.O.
MILANO VIA DEGLI IPPOCASTANI '8,AGGIUDICATA,87696.0,00651189,95300.0,214/17,esito-05ottobre17.pdf,H.Z.-.I.S.E.N.
MILANO VIA DEGLI ABETI '24,AGGIUDICATA,67536.0,00651476,0.0,215/17,esito-05ottobre17.pdf,N.O.
MILANO VIA UGO BETTI '67,AGGIUDICATA,79200.0,00682941,121000.0,216/17,esito-05ottobre17.pdf,R.M.G.
MILANO VIA UGO BETTI '69,AGGIUDICATA,80080.0,00682973,117670.0,217/17,esito-05ottobre17.pdf,P.S.
MILANO VIA ENRICO FALCK '21,AGGIUDICATA,72828.0,00720581,83100.0,218/17,esito-05ottobre17.pdf,C.N.
MILANO VIA APPENNINI '43,AGGIUDICATA,77969.0,00721904,138888.0,219/17,esito-05ottobre17.pdf,T.B.
00758023 MILANO VIA AGOSTINO DE PRETIS '109,ASTA DESERTA,93863.0,00750450,0.0,220/17,esito-05ottobre17.pdf,
SESTO SAN GIOVANNI VIA MODENA '2,AGGIUDICATA,69632.0,02050078,77770.0,221/17,esito-05ottobre17.pdf,D.A.
LEGNANO VIA PADRE REGINALDO GIULIANI '42 A,ASTA DESERTA,37520.0,02070039,0.0,222/17,esito-05ottobre17.pdf,
LEGNANO VIA PADRE REGINALDO GIULIANI '42 B,ASTA DESERTA,36400.0,02070051,0.0,223/17,esito-05ottobre17.pdf,
LEGNANO VIA PADRE REGINALDO GIULIANI '40,ASTA DESERTA,48160.0,02070084,0.0,224/17,esito-05ottobre17.pdf,
SESTO SAN GIOVANNI VIA GIACOMO LEOPARDI '109,ASTA DESERTA,88128.0,02370080,0.0,225/17,esito-05ottobre17.pdf,
BINASCO VIA GUGLIELMO MARCONI '29 A,ASTA DESERTA,48576.0,02430050,0.0,226/17,esito-05ottobre17.pdf,
BINASCO VIA GUGLIELMO MARCONI '29 B,ASTA DESERTA,68640.0,03250077,0.0,227/17,esito-05ottobre17.pdf,
BINASCO VIA GUGLIELMO MARCONI '29 C,ASTA DESERTA,50160.0,03250118,0.0,228/17,esito-05ottobre17.pdf,
MILANO VIA CALATAFIMI '15,AGGIUDICATA,188374.0,09050107,326119.0,229/17,esito-05ottobre17.pdf,R.A.
TREZZANO SUL NAVIG VIA CLAUDIO TREVES '34 A,AGGIUDICATA,57494.0,12330012,75000.0,230/17,esito-05ottobre17.pdf,S.G.
TREZZANO SUL NAVIG VIA CLAUDIO TREVES '34 B,AGGIUDICATA,58140.0,12330013,66000.0,231/17,esito-05ottobre17.pdf,M.S.-.M.
70592450 MILANO VIALE GIOVANNI SUZZANI '280,AGGIUDICATA,152938.0,70590450,201000.0,232/17,esito-05ottobre17.pdf,C.P.
MILANO VIA CAMILLO GIUSSANI '1,AGGIUDICATA,130583.0,71020015,150500.0,233/17,esito-05ottobre17.pdf,D.W.
MILANO VIA CAMILLO GIUSSANI '28,AGGIUDICATA,107920.0,71020373,108000.0,234/17,esito-05ottobre17.pdf,P.C.M.M.
71025928 MILANO VIA PATERNO' '7,ASTA DESERTA,158848.0,71020728,0.0,235/17,esito-05ottobre17.pdf,
MILANO VIA PATERNO' '19,AGGIUDICATA,153246.0,71020951,180500.0,236/17,esito-05ottobre17.pdf,M.D.
MILANO VIA VITERBO '39,AGGIUDICATA,88064.0,71030754,107700.0,237/17,esito-05ottobre17.pdf,B.A.
MILANO VIA URUGUAY '32,AGGIUDICATA,102960.0,99350153,133000.0,238/17,esito-05ottobre17.pdf,S.M.
SESTO SAN GIOVANNI VIA SAVONA '80,AGGIUDICATA,77760.0,99690066,85000.0,239/17,esito-05ottobre17.pdf,H.B.H.E.-.H.M.A.Z.
MILANO VIA DOMENICO CUCCHIARI '12,AGGIUDICATA,121360.0,00080049,282600.0,059/21,esito-15aprile2021.pdf,M.D.F.
MILANO VIALE TIBALDI '74,AGGIUDICATA,138240.0,00251172,288220.0,060/21,esito-15aprile2021.pdf,R.A.W.
MILANO VIA LORENTEGGIO '201 A,AGGIUDICATA,57000.0,00433745,107000.0,061/21,esito-15aprile2021.pdf,F.R.A.G.A.
MILANO VIA LORENTEGGIO '201 B,AGGIUDICATA,64000.0,00433751,131400.0,062/21,esito-15aprile2021.pdf,H.F.I.G.
MILANO VIA TEANO '21,AGGIUDICATA,101794.0,00510191,155890.0,063/21,esito-15aprile2021.pdf,B.N.
MILANO VIA SANTUARIO DEL SACRO CUORE '3,AGGIUDICATA,61763.0,00510701,106000.0,064/21,esito-15aprile2021.pdf,K.I.
MILANO VIA ESCULAPIO '4,AGGIUDICATA,101794.0,00510746,155890.0,065/21,esito-15aprile2021.pdf,F.Z.
MILANO VIA ALESSANDRO LITTA MODIGNANI '111,AGGIUDICATA,99506.0,00690097,147000.0,066/21,esito-15aprile2021.pdf,N.D.
MILANO VIA ALESSANDRO LITTA MODIGNANI '117,AGGIUDICATA,98363.0,00690198,153999.9,067/21,esito-15aprile2021.pdf,X.T.
MILANO VIA ARTURO GRAF '46,AGGIUDICATA,78435.0,00700423,138100.0,068/21,esito-15aprile2021.pdf,L.Y.
MILANO VIA ARTURO GRAF '50,AGGIUDICATA,80325.0,00700451,116999.0,069/21,esito-15aprile2021.pdf,L.Q.
MILANO VIA FILIPPO DE PISIS '33,AGGIUDICATA,80325.0,00700850,137000.0,070/21,esito-15aprile2021.pdf,Z.Y.M.M.M.
MILANO VIA FRANCESCO CILEA '56,AGGIUDICATA,74800.0,00721544,132000.0,071/21,esito-15aprile2021.pdf,M.P.
MILANO VIA APPENNINI '39,AGGIUDICATA,79200.0,00721937,138888.0,072/21,esito-15aprile2021.pdf,V.M.
MILANO VIA APPENNINI '37,AGGIUDICATA,95700.0,00721957,193380.0,073/21,esito-15aprile2021.pdf,Z.Y.
CORSICO VIA EUGENIO CURIEL '33,AGGIUDICATA,79650.0,00740386,133600.0,074/21,esito-15aprile2021.pdf,A.M.F.S.
CORSICO VIA EUGENIO CURIEL '43,AGGIUDICATA,79650.0,00740562,120100.0,075/21,esito-15aprile2021.pdf,A.T.M.I.M.
00758005 MILANO VIA ENRICO DE NICOLA '26,AGGIUDICATA,117055.0,00750050,170250.0,076/21,esito-15aprile2021.pdf,A.A.A.R.A.
MILANO VIA AGOSTINO DE PRETIS '113,AGGIUDICATA,102638.0,00750489,141500.0,077/21,esito-15aprile2021.pdf,Z.E.G.M.
MILANO VIA AGOSTINO DE PRETIS '47,AGGIUDICATA,74865.0,00751440,111000.0,078/21,esito-15aprile2021.pdf,V.V.
GORGONZOLA VIA CRISTOFORO COLOMBO '14,AGGIUDICATA,54763.0,05260006,80500.0,079/21,esito-15aprile2021.pdf,S.S.
70592948 MILANO VIA RAFFAELLO GIOLLI '15,AGGIUDICATA,149030.0,70590948,257171.7,080/21,esito-15aprile2021.pdf,M.A.
71025174 MILANO VIA CAMILLO GIUSSANI '19,AGGIUDICATA,139413.0,71020174,190500.0,081/21,esito-15aprile2021.pdf,D.M.M.-.P.C.
71025709 MILANO VIA RICCARDO BALSAMO CRIVELLI '18,AGGIUDICATA,184704.0,71020609,225000.0,082/21,esito-15aprile2021.pdf,F.H.
71025952 MILANO VIA PATERNO' '8,AGGIUDICATA,192570.0,71020752,209000.0,083/21,esito-15aprile2021.pdf,D.M.D.
MILANO VIA GIOVANNI PASCOLI '2,AGGIUDICATA,91908.0,00160021,244400.0,140/19,esito-23maggio19.pdf,P.M.G.
MILANO VIA JACOPINO DA TRADATE '14,AGGIUDICATA,73920.0,00230661,121121.0,141/19,esito-23maggio19.pdf,D.L.
MILANO VIALE TIBALDI '70,AGGIUDICATA,98124.0,00250196,253477.0,142/19,esito-23maggio19.pdf,B.B.L.L.A.
MILANO VIA GASPARE ASELLI '6,AGGIUDICATA,91109.0,00280046,210530.0,143/19,esito-23maggio19.pdf,F.C.
MILANO VIA MARIO MORGANTINI '3,AGGIUDICATA,44880.0,00393038,86500.0,144/19,esito-23maggio19.pdf,M.S.A.H.
MILANO VIA DALMAZIO BIRAGO '2,AGGIUDICATA,64535.0,00410114,116000.0,145/19,esito-23maggio19.pdf,Y.Y.
MILANO VIA DALMAZIO BIRAGO '4,AGGIUDICATA,39438.0,00410152,92755.0,146/19,esito-23maggio19.pdf,D.T.L.-.C.F.
MILANO VIALE UNGHERIA '46,AGGIUDICATA,50098.0,00550751,86500.0,147/19,esito-23maggio19.pdf,A.S.
MILANO VIALE UNGHERIA '2,AGGIUDICATA,63281.0,00551357,111119.0,148/19,esito-23maggio19.pdf,Z.Y.
MILANO VIA DEI SALICI '29,AGGIUDICATA,83072.0,00650984,102150.0,149/19,esito-23maggio19.pdf,E.A.S.Y.
MILANO VIA DEI LARICI '26,AGGIUDICATA,84016.0,00651766,117220.0,150/19,esito-23maggio19.pdf,W.A.A.A.
MILANO VIA DEI LARICI '29,AGGIUDICATA,98176.0,00651841,133600.0,151/19,esito-23maggio19.pdf,D.V.R.A.
MILANO VIA DEGLI ABETI '4,AGGIUDICATA,64192.0,00652103,76150.0,152/19,esito-23maggio19.pdf,C.E.B.
MILANO VIA COSTANTINO BARONI '234,AGGIUDICATA,43554.0,00661841,70110.0,153/19,esito-23maggio19.pdf,R.V.M.
MILANO VIA COSTANTINO BARONI '254,AGGIUDICATA,48739.0,00663531,91240.0,154/19,esito-23maggio19.pdf,K.S.A.H.
MILANO VIA COSTANTINO BARONI '134,AGGIUDICATA,83895.0,00665113,160000.0,155/19,esito-23maggio19.pdf,J.Q.
ROZZANO VIA FIORDALISI '1,AGGIUDICATA,82960.0,00670476,83100.0,156/19,esito-23maggio19.pdf,A.M.A.A.
ROZZANO VIA FIORDALISI '5,ASTA DESERTA,98576.0,00670513,0.0,157/19,esito-23maggio19.pdf,
MILANO VIA ARTURO GRAF '20,AGGIUDICATA,54121.0,00700075,75100.0,158/19,esito-23maggio19.pdf,U.M.M.
MILANO VIA FILIPPO DE PISIS '65,AGGIUDICATA,61638.0,00701154,120120.0,159/19,esito-23maggio19.pdf,G.C.N.H.A.
MILANO VIA ENRICO FALCK '41,AGGIUDICATA,62424.0,00720378,127590.0,160/19,esito-23maggio19.pdf,C.M.
MILANO VIA FRANCESCO CILEA '46,AGGIUDICATA,61506.0,00720943,131000.0,161/19,esito-23maggio19.pdf,B.D.
MILANO VIA FRANCESCO CILEA '62,AGGIUDICATA,77112.0,00721507,162000.0,162/19,esito-23maggio19.pdf,F.M.
MILANO VIA FRANCESCO CILEA '142,AGGIUDICATA,88128.0,00722222,160200.0,163/19,esito-23maggio19.pdf,Z.L.
CORSICO VIA EUGENIO CURIEL '12,AGGIUDICATA,73915.0,00740760,88000.0,164/19,esito-23maggio19.pdf,N.G.A.I.
CORSICO VIA MARZABOTTO '22,ASTA DESERTA,73915.0,00741896,0.0,165/19,esito-23maggio19.pdf,
MILANO VIA ENRICO DE NICOLA '34,AGGIUDICATA,75072.0,00750120,101000.0,166/19,esito-23maggio19.pdf,A.E.H.F.
MILANO VIA AGOSTINO DE PRETIS '121,ASTA DESERTA,75072.0,00750542,0.0,167/19,esito-23maggio19.pdf,
MILANO VIA AGOSTINO DE PRETIS '61,AGGIUDICATA,92736.0,00750682,115160.0,168/19,esito-23maggio19.pdf,N.S.E.R.
MILANO VIA AGOSTINO DE PRETIS '71,AGGIUDICATA,96048.0,00751046,132120.0,169/19,esito-23maggio19.pdf,S.E.G.A.
MILANO VIA AGOSTINO DE PRETIS '39,AGGIUDICATA,114816.0,00751361,150500.0,170/19,esito-23maggio19.pdf,R.A.S.A.
01432018 MILANO VIA VAL DEVERO '19 A,AGGIUDICATA,88217.0,01430018,154300.0,171/19,esito-23maggio19.pdf,S.M.
01432019 MILANO VIA VAL DEVERO '19 B,AGGIUDICATA,89007.0,01430058,116000.0,172/19,esito-23maggio19.pdf,F.O.-.R.
SESTO SAN GIOVANNI VIALE TOMMASO EDISON '446,AGGIUDICATA,47923.0,02040071,60000.0,173/19,esito-23maggio19.pdf,A.E.H.S.
LEGNANO VIA PADRE REGINALDO GIULIANI '40,ASTA DESERTA,44800.0,02070076,0.0,174/19,esito-23maggio19.pdf,
COLOGNO MONZESE VIALE LIGURIA '52,AGGIUDICATA,58915.0,03180012,73150.0,175/19,esito-23maggio19.pdf,I.E.
LEGNANO VIA GABRIO CASATI '5,ASTA DESERTA,49056.0,03230051,0.0,176/19,esito-23maggio19.pdf,
NERVIANO VIALE JOHN FITZGERALD KENNEDY '45,ASTA DESERTA,60586.0,03440007,0.0,177/19,esito-23maggio19.pdf,
CUSANO MILANINO VIA ISONZO '22,AGGIUDICATA,60032.0,05370001,68700.0,178/19,esito-23maggio19.pdf,A.F.I.
CASTANO PRIMO VIA SANT'AMBROGIO '3,ASTA DESERTA,30355.0,25100002,0.0,179/19,esito-23maggio19.pdf,
GORGONZOLA VIA ENRICO MATTEI '52,ASTA DESERTA,114912.0,70450012,0.0,180/19,esito-23maggio19.pdf,
70592629 MILANO VIA RAFFAELLO GIOLLI '19,AGGIUDICATA,171781.0,70590629,256889.0,181/19,esito-23maggio19.pdf,Z.Q.
MILANO VIA PATERNO' '9,AGGIUDICATA,120743.0,71021180,176000.0,182/19,esito-23maggio19.pdf,C.P.M.
MILANO VIA DOMENICO CUCCHIARI '12 65,AGGIUDICATA,185640.0,00080070,308103.0,158/25,esito-27novembre2025.pdf,S.G.
MILANO VIA GASPARE ASELLI '18 73,AGGIUDICATA,171295.0,00280411,411312.0,159/25,esito-27novembre2025.pdf,G.G.
MILANO PIAZZALE SELINUNTE 11 50,AGGIUDICATA,96000.0,00390244,128600.0,160/25,esito-27novembre2025.pdf,C.Q.
MILANO VIA ILLIRICO '3 57,AGGIUDICATA,133751.0,00410564,168000.0,161/25,esito-27novembre2025.pdf,H.E.
MILANO VIA TEANO '21 68,AGGIUDICATA,132430.0,00510149,168888.8,162/25,esito-27novembre2025.pdf,W.F.
MILANO VIA ROMUALDO BONFADINI '98 61,AGGIUDICATA,140239.0,00551721,157000.0,163/25,esito-27novembre2025.pdf,F.L.-.T.F.
MILANO VIA CONCILIO VATICANO II '4 75,AGGIUDICATA,130031.0,00620276,147550.0,164/25,esito-27novembre2025.pdf,E.P.
MILANO VIA DELLE BETULLE '1 88,AGGIUDICATA,179740.0,00652436,192200.0,165/25,esito-27novembre2025.pdf,R.M.
MILANO VIA ALESSANDRO LITTA MODIGNANI '115 87,AGGIUDICATA,169433.0,00690477,175000.0,166/25,esito-27novembre2025.pdf,H.H.
MILANO VIA FRANCESCO CILEA '28 68,AGGIUDICATA,135660.0,00720735,182250.0,167/25,esito-27novembre2025.pdf,L.D.
MILANO VIA FRANCESCO CILEA '96 83,AGGIUDICATA,165585.0,00721239,226000.0,168/25,esito-27novembre2025.pdf,S.M.K.H.
CORSICO VIA EUGENIO CURIEL '27 85,AGGIUDICATA,119914.0,00740336,178500.0,169/25,esito-27novembre2025.pdf,F.R.N.L.
CORSICO VIA EUGENIO CURIEL '35 84,AGGIUDICATA,118503.0,00740415,181480.0,170/25,esito-27novembre2025.pdf,M.M.S.A.
CORSICO VIALE ITALIA '42 74,AGGIUDICATA,87912.0,00741216,141327.2,171/25,esito-27novembre2025.pdf,C.V.
CORSICO VIALE ITALIA '36 85,AGGIUDICATA,119914.0,00741280,145100.0,172/25,esito-27novembre2025.pdf,A.M.A.M.
CORSICO VIA MARZABOTTO '20 104,AGGIUDICATA,146718.0,00741863,191100.0,173/25,esito-27novembre2025.pdf,E.S.T.
CORSICO VIA BENVENUTO CELLINI '8 109,AGGIUDICATA,153772.0,00742021,188000.0,174/25,esito-27novembre2025.pdf,M.M.
SESTO SAN GIOVANNI VIA GIACOMO LEOPARDI '109 73,AGGIUDICATA,126564.0,02370099,151000.0,175/25,esito-27novembre2025.pdf,T.D.
SESTO SAN GIOVANNI VIA GIUSEPPE ROVANI '317 69,AGGIUDICATA,119629.0,02380103,151000.0,176/25,esito-27novembre2025.pdf,M.A.
PIEVE EMANUELE VIA GIOACCHINO ROSSINI '12 103,AGGIUDICATA,90640.0,09030422,127000.0,177/25,esito-27novembre2025.pdf,C.P.V.D.Z.S.L.
PIEVE EMANUELE VIA GIUSEPPE VERDI '15 84,AGGIUDICATA,87780.0,09030635,135000.0,178/25,esito-27novembre2025.pdf,M.P.A.S.
LEGNANO VIA PADRE SECCHI '135 114,AGGIUDICATA,87723.0,70000012,96444.0,179/25,esito-27novembre2025.pdf,P.C.J.L.
MILANO VIA CARLO AMORETTI '15 106,AGGIUDICATA,183778.0,70030213,201288.0,180/25,esito-27novembre2025.pdf,Z.L.
ABBIATEGRASSO VIA GINIBISSA '53 116,AGGIUDICATA,100502.0,70190001,106000.0,181/25,esito-27novembre2025.pdf,M.E.E.H.R.
70592889 MILANO VIALE GIOVANNI SUZZANI '243 103,AGGIUDICATA,237121.0,70590889,335000.0,182/25,esito-27novembre2025.pdf,S.B.
71025897 MILANO VIA RICCARDO BALSAMO CRIVELLI '8 116,ASTA DESERTA,284074.0,71020697,0.0,183/25,esito-27novembre2025.pdf,
MILANO VIA LUCCA '8 121,AGGIUDICATA,239383.0,71030051,246400.0,184/25,esito-27novembre2025.pdf,Z.X.
SAN DONATO MILANE VIA FELICE MARITANO '14.E 102,ASTA DESERTA,200002.0,71220036,0.0,185/25,esito-27novembre2025.pdf,
