address,auction_result,base_price_eur,codice,final_offer_eur,lot_id,source_pdf,winner
CORSICO VIA EUGENIO CURIEL '26 A,AGGIUDICATA,70689.0,00740902,96120.0,114/22,esito-14aprile2022.pdf,N.L.
CORSICO VIA EUGENIO CURIEL '26 B,AGGIUDICATA,70689.0,00740918,75444.44,115/22,esito-14aprile2022.pdf,M.L.J.
CORSICO VIA EUGENIO CURIEL '36,AGGIUDICATA,83633.0,00741067,143100.0,116/22,esito-14aprile2022.pdf,S.F.N.G.
CORSICO VIALE ITALIA '42,AGGIUDICATA,70689.0,00741202,75000.0,117/22,esito-14aprile2022.pdf,A.H.A.M.
CORSICO VIA MARZABOTTO '18 A,AGGIUDICATA,68698.0,00741843,90000.0,118/22,esito-14aprile2022.pdf,A.L.N.E.
CORSICO VIA MARZABOTTO '18 B,AGGIUDICATA,67703.0,00741859,68200.0,119/22,esito-14aprile2022.pdf,S.I.Y.S.-.S.B.K.S.
CORSICO VIA MARZABOTTO '28,AGGIUDICATA,68698.0,00741957,95100.0,120/22,esito-14aprile2022.pdf,K.O.A.M.
CORSICO VIA BENVENUTO CELLINI '6,AGGIUDICATA,113634.0,00742020,167000.0,121/22,esito-14aprile2022.pdf,P.V.H.C.
CORSICO VIA BENVENUTO CELLINI '10,AGGIUDICATA,96642.0,00742051,146320.0,122/22,esito-14aprile2022.pdf,S.S.I.B.
CORSICO VIA BENVENUTO CELLINI '14,AGGIUDICATA,113634.0,00742090,164000.0,123/22,esito-14aprile2022.pdf,A.P.K.M.
MILANO VIA AGOSTINO DE PRETIS '11,AGGIUDICATA,80850.0,00750286,142600.0,124/22,esito-14aprile2022.pdf,G.S.A.K.
MILANO VIA ENRICO DE NICOLA '6,AGGIUDICATA,120120.0,00750825,185100.0,125/22,esito-14aprile2022.pdf,A.M.M.L.
MILANO VIA AGOSTINO DE PRETIS '35,AGGIUDICATA,100485.0,00751338,171000.0,126/22,esito-14aprile2022.pdf,G.M.G.W.
MILANO VIA GIOVANNI AMBROGIO DE PREDIS '4,AGGIUDICATA,60900.0,01510383,142824.0,127/22,esito-14aprile2022.pdf,T.G.
BINASCO VIA GUGLIELMO MARCONI '29,ASTA DESERTA,70875.0,02430080,0.0,128/22,esito-14aprile2022.pdf,
MILANO VIA DELLE GENZIANE '3 A,AGGIUDICATA,89838.0,09010003,160636.0,129/22,esito-14aprile2022.pdf,F.P.
MILANO VIA DELLE GENZIANE '3 B,AGGIUDICATA,109368.0,09010041,215600.0,130/22,esito-14aprile2022.pdf,F.B.R.
MILANO VIA CALATAFIMI '15,AGGIUDICATA,363888.0,09050102,0.0,131/22,esito-14aprile2022.pdf,A.N.
MILANO VIA CASCINA CORBA '98,AGGIUDICATA,65100.0,09070102,106250.0,132/22,esito-14aprile2022.pdf,E.H.S.Y.S.
MILANO VIA NEGROLI '23,AGGIUDICATA,185398.0,09130252,415000.0,133/22,esito-14aprile2022.pdf,H.L.
MEDIGLIA VIALE RISORGIMENTO '13/D,AGGIUDICATA,68779.0,10580005,86600.0,134/22,esito-14aprile2022.pdf,Z.M.
LEGNANO VIA COSIMO DEL FANTE '25,AGGIUDICATA,70686.0,70000037,73679.0,135/22,esito-14aprile2022.pdf,C.W.
MILANO VIA POSTUMIA '26,AGGIUDICATA,146072.0,70670021,220000.0,136/22,esito-14aprile2022.pdf,P.A.-.C.C.
70672405 MILANO VIA BENJAMIN CONSTANT '4,AGGIUDICATA,152304.0,70670405,201000.0,137/22,esito-14aprile2022.pdf,J.Y.
MILANO VIA PATERNO' '14,AGGIUDICATA,125400.0,71020854,196600.0,138/22,esito-14aprile2022.pdf,R.G.
71026305 MILANO VIA ALBERTO PEPERE '1,AGGIUDICATA,155382.0,71021005,193900.0,139/22,esito-14aprile2022.pdf,L.D.
SAN DONATO MILANE VIA FELICE MARITANO '14.A A,AGGIUDICATA,124644.0,71220002,151700.0,140/22,esito-14aprile2022.pdf,V.P.
SAN DONATO MILANE VIA FELICE MARITANO '14.A B,AGGIUDICATA,125878.0,71220007,143600.0,141/22,esito-14aprile2022.pdf,S.F.
MILANO VIA COGNE '7,AGGIUDICATA,86625.0,91570124,118220.0,142/22,esito-14aprile2022.pdf,D.L.
CINISELLO BALSAMO VIA XXV APRILE '235,AGGIUDICATA,78400.0,95340048,81170.0,143/22,esito-14aprile2022.pdf,F.M.
MILANO VIA VAL LAGARINA '83,AGGIUDICATA,127125.0,96120251,138010.0,144/22,esito-14aprile2022.pdf,D.M.
SESTO SAN GIOVANNI VIA SAVONA '80,AGGIUDICATA,98580.0,99690108,131000.0,145/22,esito-14aprile2022.pdf,Z.A.S.A.
MILANO VIA JACOPINO DA TRADATE '14 71,AGGIUDICATA,126735.0,00230616,168889.0,036/25,esito-3aprile2025.pdf,P.B.
MILANO PIAZZA PREALPI '4 74,AGGIUDICATA,132090.0,00230845,206500.0,037/25,esito-3aprile2025.pdf,A.M.G.H.
MILANO VIA DALMAZIO BIRAGO '2 33,AGGIUDICATA,73359.0,00410014,176250.0,038/25,esito-3aprile2025.pdf,O.L.
MILANO VIA LORENTEGGIO '203 67,AGGIUDICATA,113900.0,00433823,160000.0,039/25,esito-3aprile2025.pdf,V.E.
MILANO VIA CONCILIO VATICANO II '4 92,AGGIUDICATA,130985.0,00620242,146000.0,040/25,esito-3aprile2025.pdf,Z.F.
MILANO VIA DELLE BETULLE '23 86,AGGIUDICATA,142545.0,00652030,152100.0,041/25,esito-3aprile2025.pdf,H.I.Z.S.G.-.H.Z.
MILANO VIA DEGLI IPPOCASTANI '6 71,AGGIUDICATA,117683.0,00652303,136480.0,042/25,esito-3aprile2025.pdf,J.P.E.V.
00668575 MILANO VIA MICHELE SAPONARO '38 122,AGGIUDICATA,175995.0,00667454,0.0,043/25,esito-3aprile2025.pdf,N.
MILANO VIA UGO BETTI '55 92,AGGIUDICATA,151110.0,00682401,232898.0,044/25,esito-3aprile2025.pdf,D.X.
MILANO VIA ARTURO GRAF '38 79,AGGIUDICATA,119093.0,00700287,182800.0,045/25,esito-3aprile2025.pdf,H.D.J.
MILANO VIA FILIPPO DE PISIS '65 72,AGGIUDICATA,108540.0,00701153,158000.0,046/25,esito-3aprile2025.pdf,H.A.
MILANO VIA FRANCESCO CILEA '56 67,AGGIUDICATA,110048.0,00721546,173100.0,047/25,esito-3aprile2025.pdf,B.R.
MILANO VIA APPENNINI '55 84,AGGIUDICATA,137970.0,00721694,203350.0,048/25,esito-3aprile2025.pdf,L.W.
MILANO VIA APPENNINI '37 74,AGGIUDICATA,121545.0,00721950,165350.0,049/25,esito-3aprile2025.pdf,F.A.
MILANO VIA FRANCESCO CILEA '160 94,AGGIUDICATA,154395.0,00722188,226500.0,050/25,esito-3aprile2025.pdf,A.E.M.A.
CORSICO VIA EUGENIO CURIEL '21 67,AGGIUDICATA,82008.0,00740103,141500.0,051/25,esito-3aprile2025.pdf,H.F.A.A.
CORSICO VIA EUGENIO CURIEL '25 69,AGGIUDICATA,84456.0,00740302,91110.0,052/25,esito-3aprile2025.pdf,S.G.
CORSICO VIA EUGENIO CURIEL '25 101,AGGIUDICATA,123624.0,00740311,191000.0,053/25,esito-3aprile2025.pdf,H.H.A.M.
CORSICO VIA EUGENIO CURIEL '39 82,AGGIUDICATA,100368.0,00740534,167650.0,054/25,esito-3aprile2025.pdf,M.R.Z.A.
CORSICO VIALE ITALIA '42 74,AGGIUDICATA,90576.0,00741204,138229.9,055/25,esito-3aprile2025.pdf,H.R.S.A.
MILANO VIA ALEX VISCONTI '23 60,AGGIUDICATA,98550.0,01360080,147870.0,056/25,esito-3aprile2025.pdf,P.V.G.
MILANO VIA VAL DEVERO '19 90,AGGIUDICATA,136800.0,01430055,220000.0,057/25,esito-3aprile2025.pdf,Q.X.
SESTO SAN GIOVANNI VIA MODENA '2 76,AGGIUDICATA,107920.0,02050056,151000.0,058/25,esito-3aprile2025.pdf,C.P.H.S.
LEGNANO VIA BRENNERO '6 91,ASTA DESERTA,75075.0,02070175,0.0,059/25,esito-3aprile2025.pdf,
SESTO SAN GIOVANNI VIA GIUSEPPE ROVANI '317 77,AGGIUDICATA,109340.0,02380064,162500.0,060/25,esito-3aprile2025.pdf,E.R.G.S.
PADERNO DUGNANO VIA BOLIVIA '41 90,AGGIUDICATA,106200.0,03080035,123150.0,061/25,esito-3aprile2025.pdf,A.S.S.N.
BINASCO VIA GUGLIELMO MARCONI '29 91,AGGIUDICATA,80194.0,03250085,92200.0,062/25,esito-3aprile2025.pdf,A.H.
PIEVE EMANUELE VIA STRAUSS '8 116,AGGIUDICATA,102080.0,09030116,135540.0,063/25,esito-3aprile2025.pdf,D.A.-.G.F.
CAMBIAGO VIA JOHN FITZGERALD KENNEDY '9 57,AGGIUDICATA,44460.0,15600015,47160.0,064/25,esito-3aprile2025.pdf,M.D.
MILANO VIA LONGARONE '21 103,AGGIUDICATA,146646.0,70030309,171000.0,065/25,esito-3aprile2025.pdf,M.E.A.A.
ABBIATEGRASSO VIA GINIBISSA '53 116,ASTA DESERTA,111360.0,70190001,0.0,066/25,esito-3aprile2025.pdf,
PADERNO DUGNANO VIA AURORA '12 102,AGGIUDICATA,120360.0,70410014,133730.0,067/25,esito-3aprile2025.pdf,F.A.
PERO VIA GIOVANNI XXIII '2 102,AGGIUDICATA,128520.0,70620015,166030.0,068/25,esito-3aprile2025.pdf,M.F.S.M.
70672755 MILANO VIA CARLO MARX '26 131,AGGIUDICATA,254331.0,70670755,265690.0,069/25,esito-3aprile2025.pdf,M.P.
71025107 MILANO VIA CAMILLO GIUSSANI '11 145,AGGIUDICATA,280060.0,71020107,325822.0,070/25,esito-3aprile2025.pdf,Y.J.J.
MILANO VIALE TIBALDI '74,AGGIUDICATA,168480.0,00251145,395716.0,140/21,esito-15luglio2021.pdf,C.A.-.O.A.
MILANO VIA EMILIO GOLA '31,AGGIUDICATA,155444.0,00300351,357770.0,141/21,esito-15luglio2021.pdf,C.F.
MILANO VIA FILIPPO ABBIATI '1,AGGIUDICATA,35581.0,00340679,91100.0,142/21,esito-15luglio2021.pdf,M.M.
MILANO VIA DANIELE RICCIARELLI '12,AGGIUDICATA,47184.0,00342797,147777.0,143/21,esito-15luglio2021.pdf,C.L.
MILANO VIA LORENTEGGIO '201,AGGIUDICATA,65000.0,00433769,125200.0,144/21,esito-15luglio2021.pdf,Q.L.
MILANO VIALE UNGHERIA '48,AGGIUDICATA,64064.0,00550999,101000.0,145/21,esito-15luglio2021.pdf,B.F.C.
MILANO VIA ROMUALDO BONFADINI '98 A,AGGIUDICATA,88088.0,00551702,161666.0,146/21,esito-15luglio2021.pdf,S.P.-.H.G.
MILANO VIA ROMUALDO BONFADINI '98 B,AGGIUDICATA,84656.0,00551726,140150.0,147/21,esito-15luglio2021.pdf,E.M.M.
MILANO VIA UGO BETTI '32 A,AGGIUDICATA,92400.0,00680724,150800.0,148/21,esito-15luglio2021.pdf,Y.Y.
MILANO VIA UGO BETTI '32 B,AGGIUDICATA,73700.0,00680733,140100.0,149/21,esito-15luglio2021.pdf,L.Y.
MILANO VIA UGO BETTI '179,AGGIUDICATA,73700.0,00681047,167000.0,150/21,esito-15luglio2021.pdf,Q.Z.
MILANO VIA ALESSANDRO LITTA MODIGNANI '113,AGGIUDICATA,81664.0,00690156,160666.0,151/21,esito-15luglio2021.pdf,M.M.A.A.S.
MILANO VIA FRANCESCO CILEA '150,AGGIUDICATA,81400.0,00722103,145900.0,152/21,esito-15luglio2021.pdf,X.H.B.
MILANO VIA AGOSTINO DE PRETIS '3,AGGIUDICATA,71846.0,00750228,121100.0,153/21,esito-15luglio2021.pdf,S.A.A.M.H.
CASSANO D'ADDA VIA LEONARDO DA VINCI '23,ASTA DESERTA,49266.0,02280072,0.0,154/21,esito-15luglio2021.pdf,
BRESSO VIA PAPA GIOVANNI XXIII '101,AGGIUDICATA,73185.0,02500003,101500.0,155/21,esito-15luglio2021.pdf,K.H.I.Z.
MILANO VIA LONGARONE '25,AGGIUDICATA,127238.0,70030325,181111.0,156/21,esito-15luglio2021.pdf,L.P.
MILANO VIA LONGARONE '29,AGGIUDICATA,115275.0,70030353,166700.0,157/21,esito-15luglio2021.pdf,H.L.
PADERNO DUGNANO VIA AURORA '12,AGGIUDICATA,82110.0,70410100,85540.0,158/21,esito-15luglio2021.pdf,M.C.O.
71025031 MILANO VIA CAMILLO GIUSSANI '3,AGGIUDICATA,159030.0,71020031,198888.0,159/21,esito-15luglio2021.pdf,Y.S.
71025199 MILANO VIA CAMILLO GIUSSANI '23,AGGIUDICATA,162222.0,71020199,193002.5,160/21,esito-15luglio2021.pdf,F.R.W.K.
71026000 MILANO VIA PATERNO' '11 A,AGGIUDICATA,155268.0,71021200,180000.0,161/21,esito-15luglio2021.pdf,R.N.A.B.
MILANO VIA PATERNO' '11 B,AGGIUDICATA,146718.0,71021206,191100.0,162/21,esito-15luglio2021.pdf,N.H.M.A.
MILANO VIA VAL TROMPIA '5,AGGIUDICATA,77456.0,99520110,110100.0,163/21,esito-15luglio2021.pdf,K.N.A.H.
MILANO VIA ERCOLE FERRARIO '7,AGGIUDICATA,276120.0,00220177,560000.0,190/21,esito-21ottobre2021.pdf,V.S.C.R.
MILANO VIA FILIPPO ABBIATI '1,AGGIUDICATA,30167.0,00340745,87828.0,191/21,esito-21ottobre2021.pdf,N.A.
MILANO VIA FILIPPO ABBIATI '2,AGGIUDICATA,30940.0,00340894,75564.0,192/21,esito-21ottobre2021.pdf,O.I.
MILANO VIA MARIOTTO ALBERTINELLI '9,AGGIUDICATA,41769.0,00342123,132100.0,193/21,esito-21ottobre2021.pdf,I.F.-.F.R.
MILANO VIA VIGILIO INAMA '20,AGGIUDICATA,100800.0,00370764,280400.0,194/21,esito-21ottobre2021.pdf,R.V.
MILANO VIA ILLIRICO '1,AGGIUDICATA,95760.0,00410465,211100.0,195/21,esito-21ottobre2021.pdf,P.M.R.
MILANO VIA ILLIRICO '3,AGGIUDICATA,62510.0,00410592,182600.0,196/21,esito-21ottobre2021.pdf,P.F.
MILANO VIA ANGELO INGANNI '52,AGGIUDICATA,76000.0,00433612,206140.0,197/21,esito-21ottobre2021.pdf,W.C.
MILANO VIA CHIARI '3,AGGIUDICATA,77625.0,00460165,165700.0,198/21,esito-21ottobre2021.pdf,K.K.
MILANO VIA JACOPINO DA TRADATE '7,AGGIUDICATA,96750.0,00460447,165414.0,199/21,esito-21ottobre2021.pdf,D.R.
MILANO VIA BRA' '1,AGGIUDICATA,82950.0,00500421,171500.0,200/21,esito-21ottobre2021.pdf,H.S.
MILANO VIA SANTUARIO DEL SACRO CUORE '3,AGGIUDICATA,60750.0,00510701,102600.0,201/21,esito-21ottobre2021.pdf,S.A.G.
MILANO VIA BRIVIO '6,AGGIUDICATA,81000.0,00540269,145150.0,202/21,esito-21ottobre2021.pdf,A.S.S.H.
MILANO VIALE UNGHERIA '19,AGGIUDICATA,82368.0,00550625,135000.0,203/21,esito-21ottobre2021.pdf,M.C.J.H.
MILANO VIALE UNGHERIA '4,AGGIUDICATA,90376.0,00551526,150955.0,204/21,esito-21ottobre2021.pdf,R.W.H.A.
MILANO VIA CONCILIO VATICANO II '10,AGGIUDICATA,57330.0,00620773,120100.0,205/21,esito-21ottobre2021.pdf,S.M.
MILANO VIA UGO BETTI '42,AGGIUDICATA,73700.0,00680669,131888.0,206/21,esito-21ottobre2021.pdf,W.Y.
CORSICO VIA EUGENIO CURIEL '12,AGGIUDICATA,83633.0,00740748,142110.0,207/21,esito-21ottobre2021.pdf,A.M.S.E.O.
CORSICO VIA EUGENIO CURIEL '40,AGGIUDICATA,84628.0,00741030,145700.0,208/21,esito-21ottobre2021.pdf,M.M.M.G.
MILANO VIA AGOSTINO DE PRETIS '115,AGGIUDICATA,76230.0,00750507,122000.0,209/21,esito-21ottobre2021.pdf,S.L.
MILANO VIA AGOSTINO DE PRETIS '27,AGGIUDICATA,71610.0,00751279,106131.0,210/21,esito-21ottobre2021.pdf,P.E.
LEGNANO VIA BRENNERO '6,ASTA DESERTA,40600.0,02070159,0.0,211/21,esito-21ottobre2021.pdf,
MILANO VIA DELLE GENZIANE '3,AGGIUDICATA,99343.0,09010058,205200.0,212/21,esito-21ottobre2021.pdf,C.M.
GORGONZOLA VIA DEI TIGLI '12,AGGIUDICATA,108641.0,70180037,115888.0,213/21,esito-21ottobre2021.pdf,P.A.M.
PADERNO DUGNANO VIA AURORA '12,AGGIUDICATA,84000.0,70410005,84050.0,214/21,esito-21ottobre2021.pdf,M.M.
MILANO VIA CARLO MARX '20,AGGIUDICATA,125628.0,70670639,230800.0,215/21,esito-21ottobre2021.pdf,C.M.
71025351 MILANO VIA CAMILLO GIUSSANI '24,AGGIUDICATA,132810.0,71020351,195100.0,216/21,esito-21ottobre2021.pdf,M.A.
71025645 MILANO VIA PATERNO' '13,AGGIUDICATA,128478.0,71020845,188683.0,217/21,esito-21ottobre2021.pdf,M.F.M.-.P.I.C.
MILANO VIA GIOVANNI PASCOLI '4,AGGIUDICATA,100776.0,00160101,244800.0,037/18,esito-12aprile18.pdf,M.C.R.
MILANO VIA JACOPINO DA TRADATE '14,AGGIUDICATA,68160.0,00230617,102000.0,038/18,esito-12aprile18.pdf,B.F.
MILANO VIA FILIPPO ABBIATI '2,AGGIUDICATA,45261.0,00340861,62000.0,039/18,esito-12aprile18.pdf,B.Y.S.W.
MILANO VIA DANIELE RICCIARELLI '12,AGGIUDICATA,42650.0,00342806,75800.0,040/18,esito-12aprile18.pdf,Z.B.
MILANO VIA ORBETELLO '2,AGGIUDICATA,63360.0,00500131,82000.0,041/18,esito-12aprile18.pdf,L.M.D.
MILANO PIAZZA CARDINALE PIETRO GASPARRI '4 A,AGGIUDICATA,62496.0,00510844,80100.0,042/18,esito-12aprile18.pdf,H.B.
MILANO PIAZZA CARDINALE PIETRO GASPARRI '4 B,AGGIUDICATA,62496.0,00510870,75000.0,043/18,esito-12aprile18.pdf,M.S.M.R.
MILANO VIA COMASINA '57,AGGIUDICATA,77616.0,00511211,98010.0,044/18,esito-12aprile18.pdf,L.X.
MILANO VIALE UNGHERIA '21.2,AGGIUDICATA,53295.0,00550032,76600.0,045/18,esito-12aprile18.pdf,M.I.
MILANO VIA ORESTE SALOMONE '91,AGGIUDICATA,80410.0,00551202,118690.0,046/18,esito-12aprile18.pdf,C.E.
MILANO VIA DEGLI ONTANI '42,AGGIUDICATA,57888.0,00650141,59555.0,047/18,esito-12aprile18.pdf,R.M.
MILANO VIA DEI SALICI '49,AGGIUDICATA,58968.0,00650430,65000.0,048/18,esito-12aprile18.pdf,M.F.B.A.
MILANO VIA DEI SALICI '65,ASTA DESERTA,67853.0,00650543,0.0,049/18,esito-12aprile18.pdf,
MILANO VIA DEI SALICI '5,AGGIUDICATA,57888.0,00650820,63120.0,050/18,esito-12aprile18.pdf,G.Z.F.B.
MILANO VIA DEI LARICI '8,ASTA DESERTA,67853.0,00651530,0.0,051/18,esito-12aprile18.pdf,
MILANO VIA DEI SALICI '6,ASTA DESERTA,91177.0,00652060,0.0,052/18,esito-12aprile18.pdf,
MILANO VIA DELLE BETULLE '5,ASTA DESERTA,78926.0,00652157,0.0,053/18,esito-12aprile18.pdf,
MILANO VIA MICHELE SAPONARO '38,AGGIUDICATA,69972.0,00667440,80288.0,054/18,esito-12aprile18.pdf,L.Y.
ROZZANO VIA BETULLE '4,ASTA DESERTA,100192.0,00672679,0.0,055/18,esito-12aprile18.pdf,
ROZZANO VIA LILLA' '3,ASTA DESERTA,84320.0,00673867,0.0,056/18,esito-12aprile18.pdf,
MILANO VIA UGO OJETTI '52,AGGIUDICATA,99144.0,00680073,145000.0,057/18,esito-12aprile18.pdf,N.N.-.E.M.S.F.
MILANO VIA ALESSANDRO LITTA MODIGNANI '93,AGGIUDICATA,89964.0,00690015,90099.0,058/18,esito-12aprile18.pdf,L.P.
MILANO VIA FILIPPO DE PISIS '63,AGGIUDICATA,55958.0,00701130,67555.0,059/18,esito-12aprile18.pdf,R.U.-.B.A.
MILANO VIA FILIPPO DE PISIS '65 A,AGGIUDICATA,70157.0,00701148,102800.0,060/18,esito-12aprile18.pdf,Z.Y.
MILANO VIA FILIPPO DE PISIS '65 B,ASTA DESERTA,68486.0,00701154,0.0,061/18,esito-12aprile18.pdf,
CORSICO VIA BENVENUTO CELLINI '8,AGGIUDICATA,76464.0,00742022,77150.0,062/18,esito-12aprile18.pdf,S.D.
CORSICO VIA BENVENUTO CELLINI '14,AGGIUDICATA,90058.0,00742092,105000.0,063/18,esito-12aprile18.pdf,G.O.Z.M.
MILANO VIA ENRICO DE NICOLA '20,AGGIUDICATA,108602.0,00750003,115000.0,064/18,esito-12aprile18.pdf,S.A.H.I.
00758011 MILANO VIA ENRICO DE NICOLA '32,AGGIUDICATA,128852.0,00750103,129500.0,065/18,esito-12aprile18.pdf,C.I.
MILANO VIA AGOSTINO DE PRETIS '67,AGGIUDICATA,92534.0,00751002,101000.0,066/18,esito-12aprile18.pdf,M.A.A.E.
MILANO VIA AGOSTINO DE PRETIS '75,AGGIUDICATA,87091.0,00751074,91100.0,067/18,esito-12aprile18.pdf,F.O.
MILANO VIA AGOSTINO DE PRETIS '77,AGGIUDICATA,86054.0,00751086,105100.0,068/18,esito-12aprile18.pdf,A.G.A.E.M.F.
MILANO VIA DOMOKOS '1,AGGIUDICATA,118048.0,09100001,160270.0,069/18,esito-12aprile18.pdf,A.S.
SESTO SAN GIOVANNI VIA FORLI' '74,AGGIUDICATA,81345.0,70160034,84150.0,070/18,esito-12aprile18.pdf,P.F.M.
GORGONZOLA VIA DEI TIGLI '12,ASTA DESERTA,123008.0,70180029,0.0,071/18,esito-12aprile18.pdf,
LOCATE DI TRIULZI VIALE PALMIRO TOGLIATTI '11.D,ASTA DESERTA,110011.0,70380040,0.0,072/18,esito-12aprile18.pdf,
70593003 MILANO VIA RAFFAELLO GIOLLI '22,AGGIUDICATA,158725.0,70591003,210080.0,073/18,esito-12aprile18.pdf,L.P.
70593223 MILANO VIA JAN SIBELIUS '20,AGGIUDICATA,128492.0,70591223,203800.0,074/18,esito-12aprile18.pdf,L.X.
MILANO VIA VAL LAGARINA '91,ASTA DESERTA,114192.0,96120332,0.0,075/18,esito-12aprile18.pdf,
MILANO VIA VAL LAGARINA '69,ASTA DESERTA,108336.0,99300017,0.0,076/18,esito-12aprile18.pdf,
MILANO VIA GIOVANNI PASCOLI '2,AGGIUDICATA,103785.0,00160022,288208.0,275/22,esito14luglio2022.pdf,C.G.P.
MILANO VIA GIOVANNI PASCOLI '4 A,AGGIUDICATA,58183.0,00160106,205100.0,276/22,esito14luglio2022.pdf,O.B.A.M.
MILANO VIA GIOVANNI PASCOLI '4 B,AGGIUDICATA,59940.0,00160171,180981.0,277/22,esito14luglio2022.pdf,R.Y.
MILANO VIA GIOVANNI PASCOLI '4 C,AGGIUDICATA,77053.0,00160186,252000.0,278/22,esito14luglio2022.pdf,P.A.P.
MILANO VIA GIAN BATTISTA TIEPOLO '1,AGGIUDICATA,119510.0,00160324,313313.0,279/22,esito14luglio2022.pdf,C.D.
MILANO VIA LIPARI '6,AGGIUDICATA,150365.0,00220012,251000.0,280/22,esito14luglio2022.pdf,C.R.
MILANO VIA MAC MAHON '111,AGGIUDICATA,86620.0,00230027,187000.0,281/22,esito14luglio2022.pdf,M.T.R.
MILANO VIA FILIPPO ABBIATI '1,AGGIUDICATA,61268.0,00340730,105400.0,282/22,esito14luglio2022.pdf,M.E.S.
MILANO VIA DANIELE RICCIARELLI '12,AGGIUDICATA,40936.0,00342820,141000.0,283/22,esito14luglio2022.pdf,L.L.M.
MILANO PIAZZA CARDINALE PIETRO GASPARRI '4 A,AGGIUDICATA,72000.0,00510846,86999.9,284/22,esito14luglio2022.pdf,L.X.
MILANO PIAZZA CARDINALE PIETRO GASPARRI '4 B,AGGIUDICATA,86400.0,00510905,151200.0,285/22,esito14luglio2022.pdf,N.M.M.M.
MILANO VIALE UNGHERIA '46,AGGIUDICATA,98252.0,00550829,166500.0,286/22,esito14luglio2022.pdf,F.K.H.M.
MILANO VIA ORESTE SALOMONE '91 A,AGGIUDICATA,89320.0,00551111,146000.0,287/22,esito14luglio2022.pdf,A.P.N.Y.
MILANO VIA ORESTE SALOMONE '91 B,AGGIUDICATA,111012.0,00551160,175450.0,288/22,esito14luglio2022.pdf,E.A.S.S.
MILANO VIA DEI SALICI '21,AGGIUDICATA,95700.0,00650940,111343.0,289/22,esito14luglio2022.pdf,F.R.A.G.A.M.
MILANO VIA UGO OJETTI '42,AGGIUDICATA,137340.0,00680105,238888.89,290/22,esito14luglio2022.pdf,H.A.
MILANO VIA UGO BETTI '52,AGGIUDICATA,107100.0,00680632,185999.0,291/22,esito14luglio2022.pdf,Y.Z.
MILANO VIA ARTURO GRAF '38,AGGIUDICATA,84672.0,00700289,165000.0,292/22,esito14luglio2022.pdf,D.W.
MILANO VIA FILIPPO DE PISIS '35,AGGIUDICATA,84672.0,00700869,158880.0,293/22,esito14luglio2022.pdf,J.W.
MILANO VIA FILIPPO DE PISIS '61,AGGIUDICATA,84672.0,00701125,143889.9,294/22,esito14luglio2022.pdf,L.H.
MILANO VIA FILIPPO DE PISIS '63,AGGIUDICATA,79632.0,00701129,149000.0,295/22,esito14luglio2022.pdf,E.A.F.H.
MILANO VIA APPENNINI '3,ASTA DESERTA,92374.0,00720259,0.0,296/22,esito14luglio2022.pdf,
MILANO VIA FRANCESCO CILEA '32,AGGIUDICATA,88358.0,00720777,155260.0,297/22,esito14luglio2022.pdf,J.Z.
MILANO VIA FRANCESCO CILEA '38,AGGIUDICATA,93713.0,00721147,163199.9,298/22,esito14luglio2022.pdf,P.G.
MILANO VIA FRANCESCO CILEA '94,AGGIUDICATA,109778.0,00721253,182000.0,299/22,esito14luglio2022.pdf,W.J.H.A.
CORSICO VIA EUGENIO CURIEL '11,AGGIUDICATA,93456.0,00740002,112880.0,300/22,esito14luglio2022.pdf,F.F.
CORSICO VIA EUGENIO CURIEL '38,AGGIUDICATA,93456.0,00741047,136250.0,301/22,esito14luglio2022.pdf,N.R.M.T.M.
CORSICO VIA EUGENIO CURIEL '28,AGGIUDICATA,92394.0,00741158,100110.0,302/22,esito14luglio2022.pdf,S.E.M.Z.
CORSICO VIA BENVENUTO CELLINI '8,AGGIUDICATA,96642.0,00742036,141100.0,303/22,esito14luglio2022.pdf,H.A.M.M.
MILANO VIA VAL DEVERO '19,AGGIUDICATA,93670.0,01430017,171889.0,304/22,esito14luglio2022.pdf,Y.C.
SESTO SAN GIOVANNI VIA GIUSEPPE ROVANI '317,AGGIUDICATA,102700.0,02380076,121200.0,305/22,esito14luglio2022.pdf,E.M.H.A.
PREGNANA MILANESE VIA GIOVANNI PASCOLI '10,AGGIUDICATA,55062.0,15890003,103330.0,306/22,esito14luglio2022.pdf,R.F.
SETTIMO MILANESE VIA CESARE BATTISTI '23,AGGIUDICATA,64125.0,15900005,80917.0,307/22,esito14luglio2022.pdf,F.B.
RHO VIA ANTONIO GRAMSCI '51,ASTA DESERTA,99840.0,70370024,0.0,308/22,esito14luglio2022.pdf,
70592030 MILANO VIA BELTRAME CRISTIANI '3,AGGIUDICATA,169085.0,70590030,326784.0,309/22,esito14luglio2022.pdf,T.G.
70592040 MILANO VIA BELTRAME CRISTIANI '1,AGGIUDICATA,169085.0,70590040,326784.0,310/22,esito14luglio2022.pdf,M.C.
70592244 MILANO VIA ANTONIO LISSONI '7,AGGIUDICATA,167755.0,70590244,326784.0,311/22,esito14luglio2022.pdf,M.S.
MILANO VIALE GIOVANNI SUZZANI '300,AGGIUDICATA,136990.0,70590793,260200.0,312/22,esito14luglio2022.pdf,L.X.
