auction_date,base_price,branch,city,energy_class,has_elevator,internal_id,lot_id,ownership_title,property_type,rooms,source_file,street_number,surface_sqm,auction_result,base_price_eur,codice,final_offer_eur,source_pdf,winner,address,latitude,longitude
26 Settembre 2019,96679.0,UOG4,MILANO,G,True,,268/19,PIENA PROP.,ALLOGGIO,4.0,20190915143300.html,'4,,AGGIUDICATA,96679.0,551521.0,183000.0,esito-26settembre19.pdf,Z.O.D.,VIALE UNGHERIA,45.4454631,9.242944699999999
26 Settembre 2019,65178.0,UOG3,MILANO,G,True,,269/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'34,,AGGIUDICATA,65178.0,571782.0,152600.0,esito-26settembre19.pdf,Z.C.,VIA GIACOMO QUARENGHI,45.49813710000001,9.1143544
26 Settembre 2019,67592.0,UOG3,MILANO,F,True,,270/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'2,,AGGIUDICATA,67592.0,620406.0,85150.0,esito-26settembre19.pdf,N.F.G.A.,VIA CONCILIO VATICANO II,45.5133145,9.1471619
26 Settembre 2019,65195.0,UOG2,MILANO,G,True,,271/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'9,,AGGIUDICATA,65195.0,650847.0,87000.0,esito-26settembre19.pdf,M.S.,VIA DEI SALICI,45.451835,9.0804127
26 Settembre 2019,49538.0,UOG1,MILANO,G,True,,272/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'83,,AGGIUDICATA,49538.0,663891.0,85610.0,esito-26settembre19.pdf,R.V.M.,VIA COSTANTINO BARONI,45.4059922,9.1708698
26 Settembre 2019,45696.0,UOG1,MILANO,G,True,,273/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'63,,AGGIUDICATA,45696.0,664617.0,65250.0,esito-26settembre19.pdf,H.A.,VIA COSTANTINO BARONI,45.4063471,9.1705582
26 Settembre 2019,58548.0,UOG1,MILANO,G,True,,274/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'61,,AGGIUDICATA,58548.0,664622.0,112200.0,esito-26settembre19.pdf,J.X.,VIA COSTANTINO BARONI,45.40624469999999,9.170387200000002
26 Settembre 2019,47940.0,UOG1,MILANO,G,True,,275/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'69,,AGGIUDICATA,47940.0,664719.0,100500.0,esito-26settembre19.pdf,C.W.,VIA COSTANTINO BARONI,45.4063797,9.1712131
26 Settembre 2019,68714.0,UOG1,MILANO,G,True,A,276/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'128,,AGGIUDICATA,68714.0,665162.0,103200.0,esito-26settembre19.pdf,M.J.G.D.,VIA COSTANTINO BARONI,45.4048927,9.1712042
26 Settembre 2019,51136.0,UOG1,MILANO,G,True,B,277/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'128,,AGGIUDICATA,51136.0,665163.0,85110.0,esito-26settembre19.pdf,M.M.,VIA COSTANTINO BARONI,45.4048927,9.1712042
26 Settembre 2019,104737.0,UOGR,ROZZANO,G,True,,278/19,PIENA PROP.,ALLOGGIO,4.0,20190915143300.html,'4,,AGGIUDICATA,104737.0,672675.0,110000.0,esito-26settembre19.pdf,G.C.,VIA BETULLE,45.3810485,9.1575395
26 Settembre 2019,79866.0,UOG3,MILANO,G,True,,279/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'41,,AGGIUDICATA,79866.0,721931.0,167500.0,esito-26settembre19.pdf,C.M.F.,VIA APPENNINI,45.5017577,9.106207399999999
26 Settembre 2019,82620.0,UOG3,MILANO,G,True,,280/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'37,,AGGIUDICATA,82620.0,721963.0,168500.0,esito-26settembre19.pdf,C.R.E.,VIA APPENNINI,45.5015455,9.106437
26 Settembre 2019,69768.0,UOG3,MILANO,E,True,,281/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'53,,AGGIUDICATA,69768.0,722075.0,112300.0,esito-26settembre19.pdf,M.S.,VIA APPENNINI,45.5014775,9.1050147
26 Settembre 2019,74765.0,UOGR,CORSICO,G,True,,282/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'27,,AGGIUDICATA,74765.0,740321.0,93350.0,esito-26settembre19.pdf,K.M.M.M.,VIA EUGENIO CURIEL,45.4407359,9.093511
26 Settembre 2019,60322.0,UOGR,CORSICO,F,True,,283/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'16,,AGGIUDICATA,60322.0,740702.0,65660.0,esito-26settembre19.pdf,P.D.,VIA EUGENIO CURIEL,45.4392037,9.0936887
26 Settembre 2019,93456.0,UOGR,CORSICO,G,True,,284/19,PIENA PROP.,ALLOGGIO,4.0,20190915143300.html,'42,,AGGIUDICATA,93456.0,741215.0,142300.0,esito-26settembre19.pdf,H.Y.N.,VIALE ITALIA,45.4350725,9.0946307
26 Settembre 2019,58622.0,UOGR,CORSICO,G,True,,285/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'2,,ASTA DESERTA,58622.0,741407.0,0.0,esito-26settembre19.pdf,,VIA MARZABOTTO,45.4396728,9.0957198
26 Settembre 2019,77314.0,UOGR,CORSICO,E,True,,286/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'8,,AGGIUDICATA,77314.0,742030.0,125588.88,esito-26settembre19.pdf,C.Y.,VIA BENVENUTO CELLINI,45.43547359999999,9.0938989
26 Settembre 2019,78384.0,UOG1,MILANO,D,True,,287/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'83,,AGGIUDICATA,78384.0,751143.0,80125.0,esito-26settembre19.pdf,M.S.,VIA AGOSTINO DE PRETIS,45.4294847,9.1535929
26 Settembre 2019,75072.0,UOG1,MILANO,D,True,,288/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'87,,AGGIUDICATA,75072.0,751176.0,101580.0,esito-26settembre19.pdf,W.W.,VIA AGOSTINO DE PRETIS,45.4295951,9.153989500000002
26 Settembre 2019,93840.0,UOG1,MILANO,D,True,,289/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'23,,AGGIUDICATA,93840.0,751245.0,105000.0,esito-26settembre19.pdf,A.M.M.G.,VIA AGOSTINO DE PRETIS,45.4308197,9.152536099999999
26 Settembre 2019,96048.0,UOG1,MILANO,D,True,,290/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'35,,ASTA DESERTA,96048.0,751342.0,0.0,esito-26settembre19.pdf,,VIA AGOSTINO DE PRETIS,45.4300718,9.1515035
26 Settembre 2019,93840.0,UOG1,MILANO,D,True,,291/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'37,,AGGIUDICATA,93840.0,751347.0,142970.0,esito-26settembre19.pdf,G.J.A.A.S.,VIA AGOSTINO DE PRETIS,45.4300572,9.151487099999999
26 Settembre 2019,96048.0,UOG1,MILANO,D,True,,292/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'43,,AGGIUDICATA,96048.0,751401.0,130899.0,esito-26settembre19.pdf,H.J.,VIA AGOSTINO DE PRETIS,45.4297215,9.1510566
26 Settembre 2019,111948.0,UOGR,ROZZANO,F,True,,293/19,PIENA PROP.,ALLOGGIO,4.0,20190915143300.html,'15,,AGGIUDICATA,111948.0,980004.0,120100.0,esito-26settembre19.pdf,M.P.,VIALE LAZIO,45.385802,9.162022
26 Settembre 2019,111948.0,UOGR,ROZZANO,NO,False,,293/19,PIENA PROP.,AUTOBOX,0.0,20190915143300.html,'15,,AGGIUDICATA,111948.0,980004.0,120100.0,esito-26settembre19.pdf,M.P.,VIALE LAZIO,45.385802,9.162022
26 Settembre 2019,100119.0,UOGR,ROZZANO,G,True,,294/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'23,,ASTA DESERTA,100119.0,980060.0,0.0,esito-26settembre19.pdf,,VIALE LAZIO,45.3860351,9.1606805
26 Settembre 2019,100119.0,UOGR,ROZZANO,NO,False,,294/19,PIENA PROP.,AUTOBOX,0.0,20190915143300.html,'23,,ASTA DESERTA,100119.0,980060.0,0.0,esito-26settembre19.pdf,,VIALE LAZIO,45.3860351,9.1606805
26 Settembre 2019,112974.0,UOGR,ROZZANO,F,True,,295/19,PIENA PROP.,ALLOGGIO,4.0,20190915143300.html,'26,,ASTA DESERTA,112974.0,980127.0,0.0,esito-26settembre19.pdf,,VIALE LAZIO,45.3861742,9.1624857
26 Settembre 2019,112974.0,UOGR,ROZZANO,NO,False,,295/19,PIENA PROP.,AUTOBOX,0.0,20190915143300.html,'26,,ASTA DESERTA,112974.0,980127.0,0.0,esito-26settembre19.pdf,,VIALE LAZIO,45.3861742,9.1624857
26 Settembre 2019,111948.0,UOGR,ROZZANO,F,True,A,296/19,PIENA PROP.,ALLOGGIO,4.0,20190915143300.html,'50,,AGGIUDICATA,111948.0,980295.0,115000.0,esito-26settembre19.pdf,M.S.A.H.B.,VIALE LAZIO,45.3863694,9.160711899999999
26 Settembre 2019,111948.0,UOGR,ROZZANO,NO,False,A,296/19,PIENA PROP.,AUTOBOX,0.0,20190915143300.html,'50,,AGGIUDICATA,111948.0,980295.0,115000.0,esito-26settembre19.pdf,M.S.A.H.B.,VIALE LAZIO,45.3863694,9.160711899999999
26 Settembre 2019,111948.0,UOGR,ROZZANO,G,True,B,297/19,PIENA PROP.,ALLOGGIO,4.0,20190915143300.html,'50,,AGGIUDICATA,111948.0,980307.0,128000.0,esito-26settembre19.pdf,H.A.F.M.,VIALE LAZIO,45.3863694,9.160711899999999
26 Settembre 2019,111948.0,UOGR,ROZZANO,NO,False,B,297/19,PIENA PROP.,AUTOBOX,0.0,20190915143300.html,'50,,AGGIUDICATA,111948.0,980307.0,128000.0,esito-26settembre19.pdf,H.A.F.M.,VIALE LAZIO,45.3863694,9.160711899999999
26 Settembre 2019,96079.0,UOGR,ROZZANO,F,True,,298/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'88,,ASTA DESERTA,96079.0,980501.0,0.0,esito-26settembre19.pdf,,VIALE LAZIO,45.387696,9.157292900000002
26 Settembre 2019,96079.0,UOGR,ROZZANO,NO,False,,298/19,PIENA PROP.,AUTOBOX,0.0,20190915143300.html,'86,,ASTA DESERTA,96079.0,980501.0,0.0,esito-26settembre19.pdf,,VIALE LAZIO,45.38769,9.157325000000002
26 Settembre 2019,69120.0,UOGS,SESTO SAN GIOVANNI,G,False,,299/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'50,,AGGIUDICATA,69120.0,3170038.0,95420.0,esito-26settembre19.pdf,R.R.S.N.,VIA CATANIA,45.5331046,9.2562748
26 Settembre 2019,92800.0,UOGS,RHO,F,True,,300/19,DIR. DI SUP.,ALLOGGIO,4.0,20190915143300.html,'11,,ASTA DESERTA,92800.0,16640035.0,0.0,esito-26settembre19.pdf,,VIA ALDO MORO,45.5394122,9.025141999999999
26 Settembre 2019,64528.0,UOGR,TREZZANO SUL NAVIGLIO,D,True,,301/19,DIR. DI SUP.,ALLOGGIO,4.0,20190915143300.html,'12/D,,AGGIUDICATA,64528.0,16670035.0,110200.0,esito-26settembre19.pdf,W.L.,VIA GIUSEPPE DI VITTORIO,45.4236718,9.069274799999999
22 ottobre 2020,51800.0,UOG4,MILANO,G,False,,093/20,PIENA PROP.,ALLOGGIO,1.0,20201019204929.html,'4,35.0,AGGIUDICATA,51800.0,160161.0,160290.0,esito-22ottobre2020.pdf,S.B.,VIA GIOVANNI PASCOLI,45.4738427,9.2185495
22 ottobre 2020,67224.0,UOG4,MILANO,G,False,,094/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'4,51.0,AGGIUDICATA,67224.0,410167.0,153100.0,esito-22ottobre2020.pdf,M.S.,VIA DALMAZIO BIRAGO,45.4697434,9.231377300000002
22 ottobre 2020,60000.0,UOG2,MILANO,G,True,,095/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'64,60.0,AGGIUDICATA,60000.0,433356.0,141680.0,esito-22ottobre2020.pdf,K.L.,VIA ANGELO INGANNI,45.45424089999999,9.125661899999999
22 ottobre 2020,59000.0,UOG2,MILANO,G,True,,096/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'52,59.0,AGGIUDICATA,59000.0,433518.0,128890.0,esito-22ottobre2020.pdf,K.K.,VIA ANGELO INGANNI,45.4526829,9.125173499999999
22 ottobre 2020,68000.0,UOG2,MILANO,G,False,,097/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'203,68.0,AGGIUDICATA,68000.0,433843.0,131100.0,esito-22ottobre2020.pdf,S.A.A.A.,VIA LORENTEGGIO,45.4464832,9.1264857
22 ottobre 2020,83230.0,UOG4,MILANO,G,False,A,098/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'4,82.0,AGGIUDICATA,83230.0,500188.0,180000.0,esito-22ottobre2020.pdf,U.A.,VIA ORBETELLO,45.5020859,9.2462711
22 ottobre 2020,66990.0,UOG4,MILANO,G,False,B,099/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'4,66.0,AGGIUDICATA,66990.0,500203.0,120500.0,esito-22ottobre2020.pdf,R.G.,VIA ORBETELLO,45.5020859,9.2462711
22 ottobre 2020,84245.0,UOG4,MILANO,G,False,C,100/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'4,83.0,AGGIUDICATA,84245.0,500242.0,136410.0,esito-22ottobre2020.pdf,M.S.S.M.,VIA ORBETELLO,45.5020859,9.2462711
22 ottobre 2020,62906.0,UOG3,MILANO,G,False,,101/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'57,55.0,AGGIUDICATA,62906.0,510071.0,110600.0,esito-22ottobre2020.pdf,E.H.M.A.A.,VIA COMASINA,45.5274963,9.162652399999999
22 ottobre 2020,75900.0,UOG4,MILANO,F,True,,102/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'46,75.0,AGGIUDICATA,75900.0,550750.0,150500.0,esito-22ottobre2020.pdf,N.W.R.,VIALE UNGHERIA,45.445544,9.2535248
22 ottobre 2020,57684.0,UOG4,MILANO,F,True,,103/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'48,57.0,AGGIUDICATA,57684.0,550997.0,95000.0,esito-22ottobre2020.pdf,T.M.,VIALE UNGHERIA,45.4458969,9.253746999999999
22 ottobre 2020,95138.0,UOG2,MILANO,G,True,,104/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'47,86.0,AGGIUDICATA,95138.0,650646.0,125120.0,esito-22ottobre2020.pdf,K.K.Z.A.,VIA DEI SALICI,45.452143,9.0789853
22 ottobre 2020,98456.0,UOG2,MILANO,G,True,,105/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'14,89.0,AGGIUDICATA,98456.0,651572.0,115000.0,esito-22ottobre2020.pdf,M.E.F.F.,VIA DEI LARICI,45.4535777,9.0827232
22 ottobre 2020,94031.0,UOG2,MILANO,G,True,,106/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'26,85.0,AGGIUDICATA,94031.0,651760.0,125100.0,esito-22ottobre2020.pdf,E.I.G.I.,VIA DEI LARICI,45.4542102,9.0828283
22 ottobre 2020,101588.0,UOGR,ROZZANO,G,True,,107/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'2,86.0,AGGIUDICATA,101588.0,677225.0,125500.0,esito-22ottobre2020.pdf,M.M.G.S.,VIA PINI,45.38471270000001,9.1592462
22 ottobre 2020,75600.0,UOG3,MILANO,G,True,,108/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'23,80.0,AGGIUDICATA,75600.0,700703.0,140300.0,esito-22ottobre2020.pdf,Z.W.A.H.,VIA FILIPPO DE PISIS,45.5120699,9.141374899999999
22 ottobre 2020,78435.0,UOG3,MILANO,G,True,,109/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'61,83.0,AGGIUDICATA,78435.0,701119.0,125889.0,esito-22ottobre2020.pdf,H.H.E.,VIA FILIPPO DE PISIS,45.5121474,9.1447921
22 ottobre 2020,96800.0,UOG3,MILANO,G,True,A,110/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'32,88.0,AGGIUDICATA,96800.0,720764.0,142000.0,esito-22ottobre2020.pdf,S.C.,VIA FRANCESCO CILEA,45.49560160000001,9.1056121
22 ottobre 2020,77000.0,UOG3,MILANO,G,True,B,111/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'32,70.0,AGGIUDICATA,77000.0,720775.0,150200.0,esito-22ottobre2020.pdf,M.G.,VIA FRANCESCO CILEA,45.49560160000001,9.1056121
22 ottobre 2020,91300.0,UOG3,MILANO,G,True,,112/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'96,83.0,AGGIUDICATA,91300.0,721232.0,128000.0,esito-22ottobre2020.pdf,P.P.F.A.,VIA FRANCESCO CILEA,45.4967668,9.1015804
22 ottobre 2020,77000.0,UOG3,MILANO,G,True,,113/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'94,70.0,AGGIUDICATA,77000.0,721252.0,142560.0,esito-22ottobre2020.pdf,Z.S.,VIA FRANCESCO CILEA,45.4966814,9.1017251
22 ottobre 2020,65576.0,UOGR,CORSICO,F,True,,114/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'17,67.0,AGGIUDICATA,65576.0,740147.0,86660.0,esito-22ottobre2020.pdf,M.P.G.G.,VIA EUGENIO CURIEL,45.4398136,9.092854299999999
22 ottobre 2020,80258.0,UOGR,CORSICO,G,True,,115/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'13,82.0,AGGIUDICATA,80258.0,740199.0,115000.0,esito-22ottobre2020.pdf,S.A.-.M.,VIA EUGENIO CURIEL,45.4398269,9.0927343
22 ottobre 2020,105053.0,UOG1,MILANO,G,True,,116/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'26,87.0,AGGIUDICATA,105053.0,750056.0,165380.0,esito-22ottobre2020.pdf,Z.M.F.F.,VIA ENRICO DE NICOLA,45.4307897,9.1571532
22 ottobre 2020,103845.0,UOG1,MILANO,G,True,,117/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'32,86.0,AGGIUDICATA,103845.0,750109.0,132193.7,esito-22ottobre2020.pdf,J.S.S.B.,VIA ENRICO DE NICOLA,45.4306591,9.1575863
22 ottobre 2020,83318.0,UOG1,MILANO,G,True,A,118/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'34,69.0,AGGIUDICATA,83318.0,750114.0,110100.0,esito-22ottobre2020.pdf,G.A.A.Z.,VIA ENRICO DE NICOLA,45.4305709,9.157920899999999
22 ottobre 2020,83318.0,UOG1,MILANO,G,True,B,119/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'34,69.0,AGGIUDICATA,83318.0,750124.0,120500.0,esito-22ottobre2020.pdf,M.N.M.N.,VIA ENRICO DE NICOLA,45.4305709,9.157920899999999
22 ottobre 2020,100223.0,UOG1,MILANO,G,True,A,120/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'38,83.0,AGGIUDICATA,100223.0,750150.0,151600.0,esito-22ottobre2020.pdf,B.H.B.R.,VIA ENRICO DE NICOLA,45.43055150000001,9.1580512
22 ottobre 2020,76073.0,UOG1,MILANO,G,True,B,121/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'38,63.0,AGGIUDICATA,76073.0,750159.0,86000.0,esito-22ottobre2020.pdf,Z.G.S.M.,VIA ENRICO DE NICOLA,45.43055150000001,9.1580512
22 ottobre 2020,84525.0,UOG1,MILANO,G,True,,122/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'3,70.0,ESITO NON DISPONIBILE,,,,,,VIA AGOSTINO DE PRETIS,45.4317259,9.153734499999999
22 ottobre 2020,77280.0,UOG1,MILANO,G,True,,123/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'11,64.0,AGGIUDICATA,77280.0,750296.0,107000.0,esito-22ottobre2020.pdf,P.N.,VIA AGOSTINO DE PRETIS,45.4310662,9.1536937
22 ottobre 2020,62700.0,UOG3,MILANO,G,True,,124/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'15,57.0,AGGIUDICATA,62700.0,1360018.0,123610.0,esito-22ottobre2020.pdf,C.S.,VIA ALEX VISCONTI,45.5029979,9.1028478
22 ottobre 2020,36563.0,UOGS,SESTO SAN GIOVANNI,G,False,,125/20,PIENA PROP.,ALLOGGIO,1.0,20201019204929.html,'311,30.0,AGGIUDICATA,36563.0,2020186.0,45000.0,esito-22ottobre2020.pdf,R.A.A.S.,VIA GIUSEPPE ROVANI,45.5354898,9.2219512
22 ottobre 2020,107892.0,UOG4,MILANO,G,True,,126/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'26.3,81.0,AGGIUDICATA,107892.0,9040006.0,251075.0,esito-22ottobre2020.pdf,B.C.,VIA CARDINALE MEZZOFANTI,45.4642626,9.2351553
22 ottobre 2020,150516.0,UOG4,MILANO,G,True,,127/20,PIENA PROP.,ALLOGGIO,4.0,20201019204929.html,'23,113.0,AGGIUDICATA,150516.0,9130295.0,339075.0,esito-22ottobre2020.pdf,C.G.P.,VIA NEGROLI,45.4650405,9.2323529
22 ottobre 2020,68625.0,UOG3,MILANO,G,True,,128/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'11,60.0,AGGIUDICATA,68625.0,95070097.0,79680.0,esito-22ottobre2020.pdf,Y.J.,VIA ARMANDO SPADINI,45.5274719,9.158553699999999
22 ottobre 2020,88725.0,UOGS,SESTO SAN GIOVANNI,G,False,,129/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'80,91.0,AGGIUDICATA,88725.0,99690100.0,121100.0,esito-22ottobre2020.pdf,M.F.M.W.,VIA SAVONA,45.53322499999999,9.2541494
5 Dicembre 2019,91109.0,UOG4,MILANO,G,True,,346/19,PIENA PROP.,ALLOGGIO,3.0,20191119234529.html,'14,72.0,ESITO NON DISPONIBILE,,,,,,VIA GASPARE ASELLI,45.4702345,9.2303695
5 Dicembre 2019,41126.0,UOG2,MILANO,G,False,A,347/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'5,54.0,ESITO NON DISPONIBILE,,,,,,VIA FILIPPO ABBIATI,45.4718115,9.1399668
5 Dicembre 2019,41126.0,UOG2,MILANO,G,False,B,348/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'5,54.0,ESITO NON DISPONIBILE,,,,,,VIA FILIPPO ABBIATI,45.4718115,9.1399668
5 Dicembre 2019,125134.0,UOG4,MILANO,G,True,,349/19,PIENA PROP.,ALLOGGIO,3.0,20191119234529.html,'20,89.0,ESITO NON DISPONIBILE,,,,,,VIA VIGILIO INAMA,45.4724862,9.2327193
5 Dicembre 2019,46458.0,UOG2,MILANO,G,False,A,350/19,PIENA PROP.,ALLOGGIO,3.0,20191119234529.html,'3,61.0,ESITO NON DISPONIBILE,,,,,,VIA MARIO MORGANTINI,45.4708266,9.1363273
5 Dicembre 2019,35795.0,UOG2,MILANO,G,False,B,351/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'3,49.0,ESITO NON DISPONIBILE,,,,,,VIA MARIO MORGANTINI,45.4708266,9.1363273
5 Dicembre 2019,37318.0,UOG2,MILANO,G,False,C,352/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'3,49.0,ESITO NON DISPONIBILE,,,,,,VIA MARIO MORGANTINI,45.4708266,9.1363273
5 Dicembre 2019,37318.0,UOG2,MILANO,G,False,D,353/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'3,49.0,ESITO NON DISPONIBILE,,,,,,VIA MARIO MORGANTINI,45.4708266,9.1363273
5 Dicembre 2019,35795.0,UOG2,MILANO,G,False,E,354/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'3,47.0,ESITO NON DISPONIBILE,,,,,,VIA MARIO MORGANTINI,45.4708266,9.1363273
5 Dicembre 2019,40365.0,UOG2,MILANO,G,False,F,355/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'3,53.0,ESITO NON DISPONIBILE,,,,,,VIA MARIO MORGANTINI,45.4708266,9.1363273
5 Dicembre 2019,38080.0,UOG2,MILANO,G,False,G,356/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'3,50.0,ESITO NON DISPONIBILE,,,,,,VIA MARIO MORGANTINI,45.4708266,9.1363273
5 Dicembre 2019,72128.0,UOG4,MILANO,G,False,,357/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'1,57.0,ESITO NON DISPONIBILE,,,,,,VIA ILLIRICO,45.46938189999999,9.2323007
5 Dicembre 2019,67222.0,UOG4,MILANO,G,False,,358/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'2,61.0,ESITO NON DISPONIBILE,,,,,,VIA ORBETELLO,45.5026025,9.2454387
5 Dicembre 2019,64294.0,UOG3,MILANO,G,False,,359/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'6,62.0,ESITO NON DISPONIBILE,,,,,,VIA VAL SABBIA,45.5267403,9.1600953
5 Dicembre 2019,86071.0,UOG3,MILANO,G,False,,360/19,PIENA PROP.,ALLOGGIO,3.0,20191119234529.html,'4,83.0,ESITO NON DISPONIBILE,,,,,,VIA ESCULAPIO,45.5247587,9.1613276
5 Dicembre 2019,66368.0,UOG3,MILANO,G,True,A,361/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'4,64.0,ESITO NON DISPONIBILE,,,,,,PIAZZA CARDINALE PIETRO GASPARRI,45.5253373,9.1638235
5 Dicembre 2019,66368.0,UOG3,MILANO,G,True,B,362/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'4,64.0,ESITO NON DISPONIBILE,,,,,,PIAZZA CARDINALE PIETRO GASPARRI,45.5253373,9.1638235
5 Dicembre 2019,63257.0,UOG3,MILANO,G,True,C,363/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'4,61.0,ESITO NON DISPONIBILE,,,,,,PIAZZA CARDINALE PIETRO GASPARRI,45.5253373,9.1638235
5 Dicembre 2019,65038.0,UOG4,MILANO,G,True,A,364/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'2,67.0,ESITO NON DISPONIBILE,,,,,,VIALE UNGHERIA,45.4452145,9.2423989
5 Dicembre 2019,60644.0,UOG4,MILANO,G,True,B,365/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'2,65.0,ESITO NON DISPONIBILE,,,,,,VIALE UNGHERIA,45.4452145,9.2423989
5 Dicembre 2019,79101.0,UOG4,MILANO,G,True,C,366/19,PIENA PROP.,ALLOGGIO,3.0,20191119234529.html,'2,90.0,ESITO NON DISPONIBILE,,,,,,VIALE UNGHERIA,45.4452145,9.2423989
5 Dicembre 2019,61523.0,UOG4,MILANO,F,True,A,367/19,PIENA PROP.,ALLOGGIO,3.0,20191119234529.html,'94,70.0,ESITO NON DISPONIBILE,,,,,,VIA ROMUALDO BONFADINI,45.4443423,9.242782300000002
5 Dicembre 2019,49218.0,UOG4,MILANO,G,True,B,368/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'94,56.0,ESITO NON DISPONIBILE,,,,,,VIA ROMUALDO BONFADINI,45.4443423,9.242782300000002
5 Dicembre 2019,55370.0,UOG4,MILANO,G,True,C,369/19,PIENA PROP.,ALLOGGIO,2.0,20191119234529.html,'94,63.0,ESITO NON DISPONIBILE,,,,,,VIA ROMUALDO BONFADINI,45.4443423,9.242782300000002
