auction_date,base_price,branch,city,energy_class,has_elevator,internal_id,lot_id,ownership_title,property_type,rooms,source_file,street_number,surface_sqm,auction_result,base_price_eur,codice,final_offer_eur,source_pdf,winner,address,lat,lng,zone_id,price_disparity,base_price_per_sqm,final_base_price_eur
23 Settembre 2021,91575.0,UOGR,PIEVE EMANUELE,E,True,,180/21,PIENA PROP.,ALLOGGIO,5.0,20210921043228.html,'8,115.0,AGGIUDICATA,91575.0,9030120.0,102000.0,esito-23settembre2021.pdf,F.E.A.L.,VIA STRAUSS,45.3442298,9.1975044,-1,0.11384111384111384,796.304347826087,886.9565217391304
23 Settembre 2021,138113.0,UOG3,MILANO,F,True,,181/21,PIENA PROP.,ALLOGGIO,4.0,20210921043228.html,'16,127.0,AGGIUDICATA,138113.0,70030110.0,162000.0,esito-23settembre2021.pdf,M.M.N.N.,VIA LONGARONE,45.5198036,9.1411904,14,0.17295258230579308,1087.5039370078741,1275.5905511811025
23 Settembre 2021,127238.0,UOG3,MILANO,F,True,,182/21,PIENA PROP.,ALLOGGIO,4.0,20210921043228.html,'41,117.0,AGGIUDICATA,127238.0,70030438.0,143300.0,esito-23settembre2021.pdf,S.M.S.L.,VIA LONGARONE,45.5200709,9.1405707,-1,0.1262358729310426,1087.5042735042734,1224.7863247863247
23 Settembre 2021,104500.0,UOG3,MILANO,E,True,A,183/21,PIENA PROP.,ALLOGGIO,3.0,20210921043228.html,'12,95.0,AGGIUDICATA,104500.0,70100072.0,231900.0,esito-23settembre2021.pdf,H.Y.Y.,VIA LUIGI CHIARELLI,45.4915044,9.1217812,9,1.2191387559808613,1100.0,2441.0526315789475
23 Settembre 2021,138600.0,UOG3,MILANO,E,True,B,184/21,PIENA PROP.,ALLOGGIO,4.0,20210921043228.html,'12,126.0,AGGIUDICATA,138600.0,70100077.0,276000.0,esito-23settembre2021.pdf,J.X.,VIA LUIGI CHIARELLI,45.4915044,9.1217812,9,0.9913419913419913,1100.0,2190.4761904761904
23 Settembre 2021,156750.0,UOG1,MILANO,F,True,,185/21,PIENA PROP.,ALLOGGIO,4.0,20210921043228.html,'29,125.0,AGGIUDICATA,156750.0,71020265.0,192889.0,esito-23settembre2021.pdf,S.T.,VIA CAMILLO GIUSSANI,45.4410633,9.1399972,15,0.2305518341307815,1254.0,1543.112
23 Settembre 2021,182970.0,UOG1,MILANO,E,True,,186/21,PIENA PROP.,ALLOGGIO,4.0,20210921043228.html,'20,140.0,AGGIUDICATA,182970.0,71020310.0,218100.0,esito-23settembre2021.pdf,T.L.A.,VIA CAMILLO GIUSSANI,45.44094870000001,9.1396508,15,0.19199868830955893,1306.9285714285713,1557.857142857143
23 Settembre 2021,182970.0,UOG1,MILANO,NO,False,,186/21,PIENA PROP.,AUTOBOX,0.0,20210921043228.html,'20,15.0,AGGIUDICATA,182970.0,71020310.0,218100.0,esito-23settembre2021.pdf,T.L.A.,VIA CAMILLO GIUSSANI,45.44094870000001,9.1396508,15,0.19199868830955893,12198.0,14540.0
23 Settembre 2021,111651.0,UOGR,LOCATE DI TRIULZI,F,True,,187/21,PIENA PROP.,ALLOGGIO,4.0,20210921043228.html,'17.Q,114.0,ASTA DESERTA,111651.0,71190140.0,0.0,esito-23settembre2021.pdf,,VIALE PALMIRO TOGLIATTI,45.3542755,9.2213781,-1,-1.0,979.3947368421053,0.0
23 Settembre 2021,111651.0,UOGR,LOCATE DI TRIULZI,NO,False,,187/21,PIENA PROP.,AUTOBOX,0.0,20210921043228.html,'15,12.0,ASTA DESERTA,111651.0,71190140.0,0.0,esito-23settembre2021.pdf,,VIALE PALMIRO TOGLIATTI,45.3547906,9.2221228,-1,-1.0,9304.25,0.0
23 Settembre 2021,43344.0,UOGR,CERRO MAGGIORE,F,False,,188/21,PIENA PROP.,ALLOGGIO,2.0,20210921043228.html,'14,64.0,AGGIUDICATA,43344.0,94640112.0,45100.0,esito-23settembre2021.pdf,H.H.,VIA FELICE GAIO,45.5803287,8.9790303,0,0.04051310446659284,677.25,704.6875
23 Settembre 2021,74620.0,UOGR,CORBETTA,F,False,,189/21,PIENA PROP.,ALLOGGIO,3.0,20210921043228.html,'23,82.0,ASTA DESERTA,74620.0,99600026.0,0.0,esito-23settembre2021.pdf,,VIA TRENTO,45.4721967,8.9249575,-1,-1.0,910.0,0.0
26 Settembre 2019,41616.0,UOG2,MILANO,G,False,,260/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'5,,AGGIUDICATA,41616.0,341269.0,83360.0,esito-26settembre19.pdf,M.N.H.A.,VIA FILIPPO ABBIATI,45.4718115,9.1399668,10,1.0030757400999615,,
26 Settembre 2019,48960.0,UOG2,MILANO,G,False,,261/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'14,,AGGIUDICATA,48960.0,342953.0,100119.0,esito-26settembre19.pdf,L.Y.,VIA DANIELE RICCIARELLI,45.4718879,9.1417925,10,1.0449142156862745,,
26 Settembre 2019,44064.0,UOG2,MILANO,G,False,,262/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'4,,AGGIUDICATA,44064.0,392238.0,75500.0,esito-26settembre19.pdf,G.M.K.G.,VIA PRENESTE,45.4714569,9.1342948,10,0.7134168482207698,,
26 Settembre 2019,59614.0,UOG4,MILANO,G,False,,263/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'2,,AGGIUDICATA,59614.0,410099.0,152760.0,esito-26settembre19.pdf,F.D.,VIA DALMAZIO BIRAGO,45.4688944,9.2313868,2,1.5624853222397423,,
26 Settembre 2019,60739.0,UOG4,MILANO,G,False,A,264/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'4,,AGGIUDICATA,60739.0,410178.0,147880.0,esito-26settembre19.pdf,W.R.H.,VIA DALMAZIO BIRAGO,45.4697434,9.231377300000002,2,1.434679530449958,,
26 Settembre 2019,57365.0,UOG4,MILANO,G,False,B,265/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'4,,AGGIUDICATA,57365.0,410224.0,156700.0,esito-26settembre19.pdf,R.F.,VIA DALMAZIO BIRAGO,45.4697434,9.231377300000002,2,1.7316307853220605,,
26 Settembre 2019,59392.0,UOG4,MILANO,G,False,,266/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'4,,AGGIUDICATA,59392.0,500241.0,92000.0,esito-26settembre19.pdf,H.H.G.R.,VIA ORBETELLO,45.5020859,9.2462711,1,0.5490301724137931,,
26 Settembre 2019,75072.0,UOG3,MILANO,G,False,,267/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'4,,AGGIUDICATA,75072.0,510780.0,125674.0,esito-26settembre19.pdf,L.M.,VIA ESCULAPIO,45.5247587,9.1613276,13,0.6740462489343564,,
26 Settembre 2019,96679.0,UOG4,MILANO,G,True,,268/19,PIENA PROP.,ALLOGGIO,4.0,20190915143300.html,'4,,AGGIUDICATA,96679.0,551521.0,183000.0,esito-26settembre19.pdf,Z.O.D.,VIALE UNGHERIA,45.4454631,9.2429447,3,0.8928619452000952,,
26 Settembre 2019,65178.0,UOG3,MILANO,G,True,,269/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'34,,AGGIUDICATA,65178.0,571782.0,152600.0,esito-26settembre19.pdf,Z.C.,VIA GIACOMO QUARENGHI,45.49813710000001,9.1143544,9,1.3412808002700298,,
26 Settembre 2019,67592.0,UOG3,MILANO,F,True,,270/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'2,,AGGIUDICATA,67592.0,620406.0,85150.0,esito-26settembre19.pdf,N.F.G.A.,VIA CONCILIO VATICANO II,45.5133145,9.1471619,14,0.2597644691679489,,
26 Settembre 2019,65195.0,UOG2,MILANO,G,True,,271/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'9,,AGGIUDICATA,65195.0,650847.0,87000.0,esito-26settembre19.pdf,M.S.,VIA DEI SALICI,45.451835,9.0804127,8,0.3344581639696296,,
26 Settembre 2019,49538.0,UOG1,MILANO,G,True,,272/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'83,,AGGIUDICATA,49538.0,663891.0,85610.0,esito-26settembre19.pdf,R.V.M.,VIA COSTANTINO BARONI,45.4059922,9.1708698,5,0.7281682748597037,,
26 Settembre 2019,45696.0,UOG1,MILANO,G,True,,273/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'63,,AGGIUDICATA,45696.0,664617.0,65250.0,esito-26settembre19.pdf,H.A.,VIA COSTANTINO BARONI,45.4063471,9.1705582,5,0.42791491596638653,,
26 Settembre 2019,58548.0,UOG1,MILANO,G,True,,274/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'61,,AGGIUDICATA,58548.0,664622.0,112200.0,esito-26settembre19.pdf,J.X.,VIA COSTANTINO BARONI,45.40624469999999,9.170387200000002,5,0.9163763066202091,,
26 Settembre 2019,47940.0,UOG1,MILANO,G,True,,275/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'69,,AGGIUDICATA,47940.0,664719.0,100500.0,esito-26settembre19.pdf,C.W.,VIA COSTANTINO BARONI,45.4063797,9.1712131,5,1.0963704630788487,,
26 Settembre 2019,68714.0,UOG1,MILANO,G,True,A,276/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'128,,AGGIUDICATA,68714.0,665162.0,103200.0,esito-26settembre19.pdf,M.J.G.D.,VIA COSTANTINO BARONI,45.4048927,9.1712042,5,0.5018773466833542,,
26 Settembre 2019,51136.0,UOG1,MILANO,G,True,B,277/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'128,,AGGIUDICATA,51136.0,665163.0,85110.0,esito-26settembre19.pdf,M.M.,VIA COSTANTINO BARONI,45.4048927,9.1712042,5,0.6643851689612015,,
26 Settembre 2019,104737.0,UOGR,ROZZANO,G,True,,278/19,PIENA PROP.,ALLOGGIO,4.0,20190915143300.html,'4,,AGGIUDICATA,104737.0,672675.0,110000.0,esito-26settembre19.pdf,G.C.,VIA BETULLE,45.3810485,9.1575395,4,0.05024967299044273,,
26 Settembre 2019,79866.0,UOG3,MILANO,G,True,,279/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'41,,AGGIUDICATA,79866.0,721931.0,167500.0,esito-26settembre19.pdf,C.M.F.,VIA APPENNINI,45.5017577,9.1062074,9,1.097262915383267,,
26 Settembre 2019,82620.0,UOG3,MILANO,G,True,,280/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'37,,AGGIUDICATA,82620.0,721963.0,168500.0,esito-26settembre19.pdf,C.R.E.,VIA APPENNINI,45.5015455,9.106437,9,1.0394577584120068,,
26 Settembre 2019,69768.0,UOG3,MILANO,E,True,,281/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'53,,AGGIUDICATA,69768.0,722075.0,112300.0,esito-26settembre19.pdf,M.S.,VIA APPENNINI,45.5014775,9.1050147,9,0.6096204563696824,,
26 Settembre 2019,74765.0,UOGR,CORSICO,G,True,,282/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'27,,AGGIUDICATA,74765.0,740321.0,93350.0,esito-26settembre19.pdf,K.M.M.M.,VIA EUGENIO CURIEL,45.4407359,9.093511,7,0.24857888049220891,,
26 Settembre 2019,60322.0,UOGR,CORSICO,F,True,,283/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'16,,AGGIUDICATA,60322.0,740702.0,65660.0,esito-26settembre19.pdf,P.D.,VIA EUGENIO CURIEL,45.4392037,9.0936887,7,0.08849176088325984,,
26 Settembre 2019,93456.0,UOGR,CORSICO,G,True,,284/19,PIENA PROP.,ALLOGGIO,4.0,20190915143300.html,'42,,AGGIUDICATA,93456.0,741215.0,142300.0,esito-26settembre19.pdf,H.Y.N.,VIALE ITALIA,45.4350725,9.0946307,7,0.5226416709467557,,
26 Settembre 2019,58622.0,UOGR,CORSICO,G,True,,285/19,PIENA PROP.,ALLOGGIO,2.0,20190915143300.html,'2,,ASTA DESERTA,58622.0,741407.0,0.0,esito-26settembre19.pdf,,VIA MARZABOTTO,45.4396728,9.0957198,7,-1.0,,
26 Settembre 2019,77314.0,UOGR,CORSICO,E,True,,286/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'8,,AGGIUDICATA,77314.0,742030.0,125588.88,esito-26settembre19.pdf,C.Y.,VIA BENVENUTO CELLINI,45.43547359999999,9.0938989,7,0.6244002379905321,,
26 Settembre 2019,78384.0,UOG1,MILANO,D,True,,287/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'83,,AGGIUDICATA,78384.0,751143.0,80125.0,esito-26settembre19.pdf,M.S.,VIA AGOSTINO DE PRETIS,45.4294847,9.1535929,11,0.022211165543988567,,
26 Settembre 2019,75072.0,UOG1,MILANO,D,True,,288/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'87,,AGGIUDICATA,75072.0,751176.0,101580.0,esito-26settembre19.pdf,W.W.,VIA AGOSTINO DE PRETIS,45.4295951,9.153989500000002,11,0.3531010230179028,,
26 Settembre 2019,93840.0,UOG1,MILANO,D,True,,289/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'23,,AGGIUDICATA,93840.0,751245.0,105000.0,esito-26settembre19.pdf,A.M.M.G.,VIA AGOSTINO DE PRETIS,45.4308197,9.1525361,11,0.11892583120204604,,
26 Settembre 2019,96048.0,UOG1,MILANO,D,True,,290/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'35,,ASTA DESERTA,96048.0,751342.0,0.0,esito-26settembre19.pdf,,VIA AGOSTINO DE PRETIS,45.4300718,9.1515035,11,-1.0,,
26 Settembre 2019,93840.0,UOG1,MILANO,D,True,,291/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'37,,AGGIUDICATA,93840.0,751347.0,142970.0,esito-26settembre19.pdf,G.J.A.A.S.,VIA AGOSTINO DE PRETIS,45.4300572,9.1514871,11,0.5235507246376812,,
26 Settembre 2019,96048.0,UOG1,MILANO,D,True,,292/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'43,,AGGIUDICATA,96048.0,751401.0,130899.0,esito-26settembre19.pdf,H.J.,VIA AGOSTINO DE PRETIS,45.4297215,9.1510566,11,0.3628498250874563,,
26 Settembre 2019,111948.0,UOGR,ROZZANO,F,True,,293/19,PIENA PROP.,ALLOGGIO,4.0,20190915143300.html,'15,,AGGIUDICATA,111948.0,980004.0,120100.0,esito-26settembre19.pdf,M.P.,VIALE LAZIO,45.385802,9.162022,4,0.07281952335012684,,
26 Settembre 2019,111948.0,UOGR,ROZZANO,NO,False,,293/19,PIENA PROP.,AUTOBOX,0.0,20190915143300.html,'15,,AGGIUDICATA,111948.0,980004.0,120100.0,esito-26settembre19.pdf,M.P.,VIALE LAZIO,45.385802,9.162022,4,0.07281952335012684,,
26 Settembre 2019,100119.0,UOGR,ROZZANO,G,True,,294/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'23,,ASTA DESERTA,100119.0,980060.0,0.0,esito-26settembre19.pdf,,VIALE LAZIO,45.3860351,9.1606805,4,-1.0,,
26 Settembre 2019,100119.0,UOGR,ROZZANO,NO,False,,294/19,PIENA PROP.,AUTOBOX,0.0,20190915143300.html,'23,,ASTA DESERTA,100119.0,980060.0,0.0,esito-26settembre19.pdf,,VIALE LAZIO,45.3860351,9.1606805,4,-1.0,,
26 Settembre 2019,112974.0,UOGR,ROZZANO,F,True,,295/19,PIENA PROP.,ALLOGGIO,4.0,20190915143300.html,'26,,ASTA DESERTA,112974.0,980127.0,0.0,esito-26settembre19.pdf,,VIALE LAZIO,45.3861742,9.1624857,4,-1.0,,
26 Settembre 2019,112974.0,UOGR,ROZZANO,NO,False,,295/19,PIENA PROP.,AUTOBOX,0.0,20190915143300.html,'26,,ASTA DESERTA,112974.0,980127.0,0.0,esito-26settembre19.pdf,,VIALE LAZIO,45.3861742,9.1624857,4,-1.0,,
26 Settembre 2019,111948.0,UOGR,ROZZANO,F,True,A,296/19,PIENA PROP.,ALLOGGIO,4.0,20190915143300.html,'50,,AGGIUDICATA,111948.0,980295.0,115000.0,esito-26settembre19.pdf,M.S.A.H.B.,VIALE LAZIO,45.3863694,9.1607119,4,0.027262657662486155,,
26 Settembre 2019,111948.0,UOGR,ROZZANO,NO,False,A,296/19,PIENA PROP.,AUTOBOX,0.0,20190915143300.html,'50,,AGGIUDICATA,111948.0,980295.0,115000.0,esito-26settembre19.pdf,M.S.A.H.B.,VIALE LAZIO,45.3863694,9.1607119,4,0.027262657662486155,,
26 Settembre 2019,111948.0,UOGR,ROZZANO,G,True,B,297/19,PIENA PROP.,ALLOGGIO,4.0,20190915143300.html,'50,,AGGIUDICATA,111948.0,980307.0,128000.0,esito-26settembre19.pdf,H.A.F.M.,VIALE LAZIO,45.3863694,9.1607119,4,0.1433880015721585,,
26 Settembre 2019,111948.0,UOGR,ROZZANO,NO,False,B,297/19,PIENA PROP.,AUTOBOX,0.0,20190915143300.html,'50,,AGGIUDICATA,111948.0,980307.0,128000.0,esito-26settembre19.pdf,H.A.F.M.,VIALE LAZIO,45.3863694,9.1607119,4,0.1433880015721585,,
26 Settembre 2019,96079.0,UOGR,ROZZANO,F,True,,298/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'88,,ASTA DESERTA,96079.0,980501.0,0.0,esito-26settembre19.pdf,,VIALE LAZIO,45.387696,9.157292900000002,4,-1.0,,
26 Settembre 2019,96079.0,UOGR,ROZZANO,NO,False,,298/19,PIENA PROP.,AUTOBOX,0.0,20190915143300.html,'86,,ASTA DESERTA,96079.0,980501.0,0.0,esito-26settembre19.pdf,,VIALE LAZIO,45.38769,9.157325000000002,4,-1.0,,
26 Settembre 2019,69120.0,UOGS,SESTO SAN GIOVANNI,G,False,,299/19,PIENA PROP.,ALLOGGIO,3.0,20190915143300.html,'50,,AGGIUDICATA,69120.0,3170038.0,95420.0,esito-26settembre19.pdf,R.R.S.N.,VIA CATANIA,45.5331046,9.2562748,-1,0.3804976851851852,,
26 Settembre 2019,92800.0,UOGS,RHO,F,True,,300/19,DIR. DI SUP.,ALLOGGIO,4.0,20190915143300.html,'11,,ASTA DESERTA,92800.0,16640035.0,0.0,esito-26settembre19.pdf,,VIA ALDO MORO,45.5394122,9.025142,-1,-1.0,,
26 Settembre 2019,64528.0,UOGR,TREZZANO SUL NAVIGLIO,D,True,,301/19,DIR. DI SUP.,ALLOGGIO,4.0,20190915143300.html,'12/D,,AGGIUDICATA,64528.0,16670035.0,110200.0,esito-26settembre19.pdf,W.L.,VIA GIUSEPPE DI VITTORIO,45.4236718,9.0692748,-1,0.707785767418795,,
22 ottobre 2020,51800.0,UOG4,MILANO,G,False,,093/20,PIENA PROP.,ALLOGGIO,1.0,20201019204929.html,'4,35.0,AGGIUDICATA,51800.0,160161.0,160290.0,esito-22ottobre2020.pdf,S.B.,VIA GIOVANNI PASCOLI,45.4738427,9.2185495,2,2.0944015444015442,1480.0,4579.714285714285
22 ottobre 2020,67224.0,UOG4,MILANO,G,False,,094/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'4,51.0,AGGIUDICATA,67224.0,410167.0,153100.0,esito-22ottobre2020.pdf,M.S.,VIA DALMAZIO BIRAGO,45.4697434,9.231377300000002,2,1.2774604307985242,1318.1176470588234,3001.9607843137255
22 ottobre 2020,60000.0,UOG2,MILANO,G,True,,095/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'64,60.0,AGGIUDICATA,60000.0,433356.0,141680.0,esito-22ottobre2020.pdf,K.L.,VIA ANGELO INGANNI,45.45424089999999,9.1256619,16,1.3613333333333333,1000.0,2361.3333333333335
22 ottobre 2020,59000.0,UOG2,MILANO,G,True,,096/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'52,59.0,AGGIUDICATA,59000.0,433518.0,128890.0,esito-22ottobre2020.pdf,K.K.,VIA ANGELO INGANNI,45.4526829,9.1251735,16,1.1845762711864407,1000.0,2184.576271186441
22 ottobre 2020,68000.0,UOG2,MILANO,G,False,,097/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'203,68.0,AGGIUDICATA,68000.0,433843.0,131100.0,esito-22ottobre2020.pdf,S.A.A.A.,VIA LORENTEGGIO,45.4464832,9.1264857,16,0.9279411764705883,1000.0,1927.9411764705883
22 ottobre 2020,83230.0,UOG4,MILANO,G,False,A,098/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'4,82.0,AGGIUDICATA,83230.0,500188.0,180000.0,esito-22ottobre2020.pdf,U.A.,VIA ORBETELLO,45.5020859,9.2462711,1,1.1626817253394208,1015.0,2195.121951219512
22 ottobre 2020,66990.0,UOG4,MILANO,G,False,B,099/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'4,66.0,AGGIUDICATA,66990.0,500203.0,120500.0,esito-22ottobre2020.pdf,R.G.,VIA ORBETELLO,45.5020859,9.2462711,1,0.7987759367069712,1015.0,1825.7575757575758
22 ottobre 2020,84245.0,UOG4,MILANO,G,False,C,100/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'4,83.0,AGGIUDICATA,84245.0,500242.0,136410.0,esito-22ottobre2020.pdf,M.S.S.M.,VIA ORBETELLO,45.5020859,9.2462711,1,0.6192058875897679,1015.0,1643.4939759036145
22 ottobre 2020,62906.0,UOG3,MILANO,G,False,,101/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'57,55.0,AGGIUDICATA,62906.0,510071.0,110600.0,esito-22ottobre2020.pdf,E.H.M.A.A.,VIA COMASINA,45.5274963,9.1626524,13,0.7581788700600897,1143.7454545454545,2010.909090909091
22 ottobre 2020,75900.0,UOG4,MILANO,F,True,,102/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'46,75.0,AGGIUDICATA,75900.0,550750.0,150500.0,esito-22ottobre2020.pdf,N.W.R.,VIALE UNGHERIA,45.445544,9.2535248,3,0.9828722002635046,1012.0,2006.6666666666667
22 ottobre 2020,57684.0,UOG4,MILANO,F,True,,103/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'48,57.0,AGGIUDICATA,57684.0,550997.0,95000.0,esito-22ottobre2020.pdf,T.M.,VIALE UNGHERIA,45.4458969,9.253747,3,0.6469038208168643,1012.0,1666.6666666666667
22 ottobre 2020,95138.0,UOG2,MILANO,G,True,,104/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'47,86.0,AGGIUDICATA,95138.0,650646.0,125120.0,esito-22ottobre2020.pdf,K.K.Z.A.,VIA DEI SALICI,45.452143,9.0789853,8,0.31514221446740526,1106.2558139534883,1454.8837209302326
22 ottobre 2020,98456.0,UOG2,MILANO,G,True,,105/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'14,89.0,AGGIUDICATA,98456.0,651572.0,115000.0,esito-22ottobre2020.pdf,M.E.F.F.,VIA DEI LARICI,45.4535777,9.0827232,8,0.16803445193792152,1106.247191011236,1292.1348314606741
22 ottobre 2020,94031.0,UOG2,MILANO,G,True,,106/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'26,85.0,AGGIUDICATA,94031.0,651760.0,125100.0,esito-22ottobre2020.pdf,E.I.G.I.,VIA DEI LARICI,45.4542102,9.0828283,8,0.33041231083366124,1106.2470588235294,1471.764705882353
22 ottobre 2020,101588.0,UOGR,ROZZANO,G,True,,107/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'2,86.0,AGGIUDICATA,101588.0,677225.0,125500.0,esito-22ottobre2020.pdf,M.M.G.S.,VIA PINI,45.38471270000001,9.1592462,4,0.23538213174784423,1181.2558139534883,1459.3023255813953
22 ottobre 2020,75600.0,UOG3,MILANO,G,True,,108/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'23,80.0,AGGIUDICATA,75600.0,700703.0,140300.0,esito-22ottobre2020.pdf,Z.W.A.H.,VIA FILIPPO DE PISIS,45.5120699,9.1413749,14,0.8558201058201058,945.0,1753.75
22 ottobre 2020,78435.0,UOG3,MILANO,G,True,,109/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'61,83.0,AGGIUDICATA,78435.0,701119.0,125889.0,esito-22ottobre2020.pdf,H.H.E.,VIA FILIPPO DE PISIS,45.5121474,9.1447921,14,0.6050105182635304,945.0,1516.7349397590363
22 ottobre 2020,96800.0,UOG3,MILANO,G,True,A,110/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'32,88.0,AGGIUDICATA,96800.0,720764.0,142000.0,esito-22ottobre2020.pdf,S.C.,VIA FRANCESCO CILEA,45.49560160000001,9.1056121,9,0.4669421487603306,1100.0,1613.6363636363637
22 ottobre 2020,77000.0,UOG3,MILANO,G,True,B,111/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'32,70.0,AGGIUDICATA,77000.0,720775.0,150200.0,esito-22ottobre2020.pdf,M.G.,VIA FRANCESCO CILEA,45.49560160000001,9.1056121,9,0.9506493506493506,1100.0,2145.714285714286
22 ottobre 2020,91300.0,UOG3,MILANO,G,True,,112/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'96,83.0,AGGIUDICATA,91300.0,721232.0,128000.0,esito-22ottobre2020.pdf,P.P.F.A.,VIA FRANCESCO CILEA,45.4967668,9.1015804,9,0.4019715224534502,1100.0,1542.1686746987953
22 ottobre 2020,77000.0,UOG3,MILANO,G,True,,113/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'94,70.0,AGGIUDICATA,77000.0,721252.0,142560.0,esito-22ottobre2020.pdf,Z.S.,VIA FRANCESCO CILEA,45.4966814,9.1017251,9,0.8514285714285714,1100.0,2036.5714285714287
22 ottobre 2020,65576.0,UOGR,CORSICO,F,True,,114/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'17,67.0,AGGIUDICATA,65576.0,740147.0,86660.0,esito-22ottobre2020.pdf,M.P.G.G.,VIA EUGENIO CURIEL,45.4398136,9.0928543,7,0.3215200683176772,978.7462686567164,1293.4328358208954
22 ottobre 2020,80258.0,UOGR,CORSICO,G,True,,115/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'13,82.0,AGGIUDICATA,80258.0,740199.0,115000.0,esito-22ottobre2020.pdf,S.A.-.M.,VIA EUGENIO CURIEL,45.4398269,9.0927343,7,0.4328789653367889,978.7560975609756,1402.439024390244
22 ottobre 2020,105053.0,UOG1,MILANO,G,True,,116/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'26,87.0,AGGIUDICATA,105053.0,750056.0,165380.0,esito-22ottobre2020.pdf,Z.M.F.F.,VIA ENRICO DE NICOLA,45.4307897,9.1571532,11,0.5742529961067271,1207.5057471264367,1900.9195402298851
22 ottobre 2020,103845.0,UOG1,MILANO,G,True,,117/20,PIENA PROP.,ALLOGGIO,3.0,20201019204929.html,'32,86.0,AGGIUDICATA,103845.0,750109.0,132193.7,esito-22ottobre2020.pdf,J.S.S.B.,VIA ENRICO DE NICOLA,45.4306591,9.1575863,11,0.2729905147094228,1207.5,1537.1360465116281
22 ottobre 2020,83318.0,UOG1,MILANO,G,True,A,118/20,PIENA PROP.,ALLOGGIO,2.0,20201019204929.html,'34,69.0,AGGIUDICATA,83318.0,750114.0,110100.0,esito-22ottobre2020.pdf,G.A.A.Z.,VIA ENRICO DE NICOLA,45.4305709,9.1579209,11,0.3214431455387791,1207.5072463768115,1595.6521739130435
