base_price,branch,city,energy_class,has_elevator,internal_id,lot_id,ownership_title,property_type,rooms,source_file,source_url,street_number,auction_result,base_price_eur,codice,final_offer_eur,source_pdf,winner,address,auction_date,surface_sqm,data_source,lat,lng,zone_id,price_disparity,base_price_per_sqm,final_base_price_eur
,,,,,,039/18,,,,,,,AGGIUDICATA,45261.0,340861.0,62000.0,esito-12aprile18.pdf,B.Y.S.W.,MILANO VIA FILIPPO ABBIATI '2,12 Aprile 2018,,pdf_only,45.4729366,9.1412764,22,0.369832747840304,,
,,,,,,039/19,,,,,,,AGGIUDICATA,73195.0,3170054.0,73500.0,esito-21febbraio19.pdf,S.A.W.F.-.F.S.M.W.,SESTO SAN GIOVANNI VIA CATANIA '50 D,21 Febbraio 2019,,pdf_only,45.5326853,9.256098,10,0.004166951294487328,,
64260.0,UOG3,MILANO,G,True,,039/21,PIENA PROP.,ALLOGGIO,2.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'52,AGGIUDICATA,64260.0,700475.0,126010.0,esito-18marzo2021.pdf,A.M.-.H.M.,VIA ARTURO GRAF,18 Marzo 2021,68.0,wayback,45.5124895,9.1441381,-1,0.9609399315281668,945.0,1853.0882352941176
,,,,,,039/22,,,,,,,AGGIUDICATA,106240.0,500240.0,170200.0,esito-17marzo2022.pdf,S.S.D.N.,MILANO VIA ORBETELLO '4 B,17 Marzo 2022,,pdf_only,45.5014062,9.2472867,14,0.6020331325301205,,
,,,,,,039/23,,,,,,,ASTA DESERTA,49087.0,2070076.0,0.0,esito-6aprile2023.pdf,,LEGNANO VIA PADRE REGINALDO GIULIANI '40,6 Aprile 2023,,pdf_only,45.6053381,8.914986,8,-1.0,,
,,,,,,039/24,,,,,,,AGGIUDICATA,85500.0,540016.0,130750.0,esito-11aprile2024.pdf,S.M.P.,MILANO VIA CONSOLE MARCELLO '36,11 Aprile 2024,57.0,pdf_only,45.5018711,9.1444674,-1,0.5292397660818714,1500.0,2293.8596491228072
113900.0,UOG2,MILANO,E,False,,039/25,PIENA PROP.,ALLOGGIO,2.0,20250320140526.html,https://alermipianovendite.it/asta-alloggi-3-aprile-2025/,'203,AGGIUDICATA,113900.0,433823.0,160000.0,esito-3aprile2025.pdf,V.E.,VIA LORENTEGGIO,3 Aprile 2025,67.0,wayback,45.4464832,9.1264857,36,0.4047410008779631,1700.0,2388.0597014925374
,,,,,,039/26,,,,,,,AGGIUDICATA,204488.0,690376.0,220800.0,esito-16aprile2026.pdf,H.Y.,MILANO VIA ALESSANDRO LITTA MODIGNANI '105,16 Aprile 2026,105.0,pdf_only,45.5223492,9.1574653,32,0.07976996205156293,1947.5047619047618,2102.8571428571427
,,,,,,040/15,,,,,,,AGGIUDICATA,73206.0,690354.0,81450.0,esito-18febbraio15.pdf,C.F.,MILANO VIA ALESSANDRO LITTA MODIGNANI '103 B,18 Febbraio 2015,,pdf_only,45.5223492,9.1574653,32,0.11261372018686992,,
,,,,,,040/16,,,,,,,ASTA DESERTA,45659.0,3440006.0,0.0,esito-11febbraio16.pdf,,NERVIANO VIALE JOHN FITZGERALD KENNEDY '45,11 Febbraio 2016,,pdf_only,45.5513695,8.9609169,-1,-1.0,,
,,,,,,040/17,,,,,,,ASTA DESERTA,127270.0,70670692.0,0.0,esito-08marzo17.pdf,,70672692 MILANO VIA FELICITE' ROBERT LAMENNAIS '9,8 Marzo 2017,,pdf_only,45.5206776,9.1170914,-1,-1.0,,
,,,,,,040/18,,,,,,,AGGIUDICATA,42650.0,342806.0,75800.0,esito-12aprile18.pdf,Z.B.,MILANO VIA DANIELE RICCIARELLI '12,12 Aprile 2018,,pdf_only,45.4690256,9.1376778,22,0.7772567409144197,,
,,,,,,040/19,,,,,,,NON OPTATO,75226.0,16540094.0,0.0,esito-21febbraio19.pdf,,SAN DONATO MILANE VIA ANGELO MORO '27.D A,21 Febbraio 2019,,pdf_only,45.42948759999999,9.2680224,-1,-1.0,,
78435.0,UOG3,MILANO,G,True,,040/21,PIENA PROP.,ALLOGGIO,3.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'35,AGGIUDICATA,78435.0,700876.0,131000.0,esito-18marzo2021.pdf,Z.F.,VIA FILIPPO DE PISIS,18 Marzo 2021,83.0,wayback,45.5123143,9.1424834,-1,0.6701727545101039,945.0,1578.313253012048
,,,,,,040/22,,,,,,,AGGIUDICATA,75520.0,500277.0,116000.0,esito-17marzo2022.pdf,N.T.G.N.,MILANO VIA ORBETELLO '4 C,17 Marzo 2022,,pdf_only,45.5014062,9.2472867,14,0.5360169491525424,,
,,,,,,040/23,,,,,,,AGGIUDICATA,39971.0,2070155.0,43100.0,esito-6aprile2023.pdf,N.I.,LEGNANO VIA BRENNERO '6,6 Aprile 2023,,pdf_only,45.605947,8.9144646,7,0.0782817542718471,,
,,,,,,040/24,,,,,,,AGGIUDICATA,133238.0,550770.0,151000.0,esito-11aprile2024.pdf,B.F.C.,MILANO VIALE UNGHERIA '46,11 Aprile 2024,76.0,pdf_only,45.4459531,9.2523415,21,0.13331031687656675,1753.1315789473683,1986.842105263158
130985.0,UOG3,MILANO,F,True,,040/25,PIENA PROP.,ALLOGGIO,3.0,20250320140526.html,https://alermipianovendite.it/asta-alloggi-3-aprile-2025/,'4,AGGIUDICATA,130985.0,620242.0,146000.0,esito-3aprile2025.pdf,Z.F.,VIA CONCILIO VATICANO II,3 Aprile 2025,92.0,wayback,45.5121099,9.1466173,38,0.11463144634881857,1423.75,1586.9565217391305
,,,,,,040/26,,,,,,,AGGIUDICATA,145635.0,700237.0,191000.0,esito-16aprile2026.pdf,S.R.M.R.,MILANO VIA ARTURO GRAF '32,16 Aprile 2026,84.0,pdf_only,45.5129463,9.1410942,-1,0.3114979228894153,1733.75,2273.809523809524
,,,,,,041/15,,,,,,,AGGIUDICATA,59486.0,700002.0,61169.0,esito-18febbraio15.pdf,D.F.,MILANO VIA ARTURO GRAF '12,18 Febbraio 2015,,pdf_only,45.5127029,9.1389787,45,0.028292371314258817,,
,,,,,,041/16,,,,,,,AGGIUDICATA,39928.0,5160079.0,40453.0,esito-11febbraio16.pdf,L.S.,MILANO VIA ARMANDO SPADINI '15,11 Febbraio 2016,,pdf_only,45.5284018,9.1575559,-1,0.013148667601683029,,
,,,,,,041/17,,,,,,,ASTA DESERTA,67105.0,70840009.0,0.0,esito-08marzo17.pdf,,GARBAGNATE MILANE VIA TICINO '8,8 Marzo 2017,,pdf_only,45.5757577,9.0588476,-1,-1.0,,
,,,,,,041/18,,,,,,,AGGIUDICATA,63360.0,500131.0,82000.0,esito-12aprile18.pdf,L.M.D.,MILANO VIA ORBETELLO '2,12 Aprile 2018,,pdf_only,45.5025201,9.2456956,14,0.29419191919191917,,
,,,,,,041/19,,,,,,,AGGIUDICATA,101714.0,16540096.0,102000.0,esito-21febbraio19.pdf,D.T.F.,SAN DONATO MILANE VIA ANGELO MORO '27.D B,21 Febbraio 2019,,pdf_only,45.42948759999999,9.2680224,-1,0.0028118056511394693,,
79380.0,UOG3,MILANO,G,True,,041/21,PIENA PROP.,ALLOGGIO,3.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'49,AGGIUDICATA,79380.0,701025.0,136000.0,esito-18marzo2021.pdf,F.A.N.N.,VIA FILIPPO DE PISIS,18 Marzo 2021,84.0,wayback,45.5097763,9.146884000000002,-1,0.7132779037540943,945.0,1619.047619047619
,,,,,,041/22,,,,,,,AGGIUDICATA,81920.0,500288.0,117900.0,esito-17marzo2022.pdf,F.N.,MILANO VIA ORBETELLO '4 D,17 Marzo 2022,,pdf_only,45.5014062,9.2472867,14,0.439208984375,,
,,,,,,041/23,,,,,,,ASTA DESERTA,76739.0,3230042.0,0.0,esito-6aprile2023.pdf,,LEGNANO VIA GABRIO CASATI '5,6 Aprile 2023,,pdf_only,45.5956142,8.8957645,-1,-1.0,,
,,,,,,041/24,,,,,,,AGGIUDICATA,170053.0,551150.0,187500.0,esito-11aprile2024.pdf,B.M.E.B.,MILANO VIA ORESTE SALOMONE '91,11 Aprile 2024,97.0,pdf_only,45.4449336,9.2415279,24,0.10259742550851793,1753.1237113402062,1932.9896907216496
142545.0,UOG2,MILANO,D,True,,041/25,PIENA PROP.,ALLOGGIO,3.0,20250320140526.html,https://alermipianovendite.it/asta-alloggi-3-aprile-2025/,'23,AGGIUDICATA,142545.0,652030.0,152100.0,esito-3aprile2025.pdf,H.I.Z.S.G.-.H.Z.,VIA DELLE BETULLE,3 Aprile 2025,86.0,wayback,45.4529296,9.0799312,34,0.06703146374829001,1657.5,1768.6046511627908
,,,,,,041/26,,,,,,,AGGIUDICATA,121363.0,700847.0,150020.0,esito-16aprile2026.pdf,W.J.,MILANO VIA FILIPPO DE PISIS '31,16 Aprile 2026,70.0,pdf_only,45.5115411,9.1413017,46,0.236126331748556,1733.7571428571428,2143.1428571428573
,,,,,,042/15,,,,,,,ASTA DESERTA,58612.0,700057.0,0.0,esito-18febbraio15.pdf,,MILANO VIA ARTURO GRAF '18,18 Febbraio 2015,,pdf_only,45.5127029,9.1389787,45,-1.0,,
,,,,,,042/16,,,,,,,ASTA DESERTA,42507.0,5240011.0,0.0,esito-11febbraio16.pdf,,TRUCCAZZANO VIA SAN GIOVANNI BOSCO '13,11 Febbraio 2016,,pdf_only,45.4863473,9.4707137,-1,-1.0,,
,,,,,,042/17,,,,,,,AGGIUDICATA,158859.0,71020930.0,170100.0,esito-08marzo17.pdf,A.D.E.A.C.,71026130 MILANO VIA PATERNO' '18,8 Marzo 2017,,pdf_only,45.4385278,9.140323,25,0.0707608634071724,,
,,,,,,042/18,,,,,,,AGGIUDICATA,62496.0,510844.0,80100.0,esito-12aprile18.pdf,H.B.,MILANO PIAZZA CARDINALE PIETRO GASPARRI '4 A,12 Aprile 2018,,pdf_only,45.5262361,9.1637844,-1,0.2816820276497696,,
,,,,,,042/19,,,,,,,ASTA DESERTA,64960.0,16640026.0,0.0,esito-21febbraio19.pdf,,RHO VIA ALDO MORO '11 A,21 Febbraio 2019,,pdf_only,45.5363089,9.025249,3,-1.0,,
78100.0,UOG3,MILANO,G,True,,042/21,PIENA PROP.,ALLOGGIO,2.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'11,AGGIUDICATA,78100.0,720400.0,133333.0,esito-18marzo2021.pdf,A.A.,VIA ENRICO FALCK,18 Marzo 2021,71.0,wayback,45.498361,9.1046851,51,0.7072087067861715,1100.0,1877.9295774647887
,,,,,,042/22,,,,,,,AGGIUDICATA,81920.0,500314.0,131500.0,esito-17marzo2022.pdf,T.L.,MILANO VIA NARNI '1,17 Marzo 2022,,pdf_only,45.5032772,9.2460118,14,0.605224609375,,
,,,,,,042/23,,,,,,,ASTA DESERTA,60083.0,70000065.0,0.0,esito-6aprile2023.pdf,,LEGNANO VIA CINQUE GIORNATE '10,6 Aprile 2023,,pdf_only,45.6028381,8.9399271,-1,-1.0,,
,,,,,,042/24,,,,,,,AGGIUDICATA,98260.0,570265.0,203000.0,esito-11aprile2024.pdf,G.X.,MILANO VIA LUIGI CHIARELLI '2,11 Aprile 2024,68.0,pdf_only,45.4928295,9.1220252,-1,1.0659474862609404,1445.0,2985.294117647059
117683.0,UOG2,MILANO,D,True,,042/25,PIENA PROP.,ALLOGGIO,2.0,20250320140526.html,https://alermipianovendite.it/asta-alloggi-3-aprile-2025/,'6,AGGIUDICATA,117683.0,652303.0,136480.0,esito-3aprile2025.pdf,J.P.E.V.,VIA DEGLI IPPOCASTANI,3 Aprile 2025,71.0,wayback,45.4523281,9.084994,26,0.15972570379748988,1657.5070422535211,1922.2535211267605
,,,,,,042/26,,,,,,,AGGIUDICATA,165585.0,720066.0,182000.0,esito-16aprile2026.pdf,H.L.,MILANO VIA APPENNINI '23,16 Aprile 2026,83.0,pdf_only,45.500834,9.1062412,50,0.09913337560769393,1995.0,2192.7710843373493
,,,,,,043/15,,,,,,,AGGIUDICATA,90105.0,700604.0,101200.0,esito-18febbraio15.pdf,M.D.,MILANO VIA FILIPPO DE PISIS '11,18 Febbraio 2015,,pdf_only,45.5114989,9.1392424,44,0.12313412130292437,,
,,,,,,043/16,,,,,,,ASTA DESERTA,38730.0,5260012.0,0.0,esito-11febbraio16.pdf,,GORGONZOLA VIA CRISTOFORO COLOMBO '14,11 Febbraio 2016,,pdf_only,45.529684,9.3985761,2,-1.0,,
,,,,,,043/17,,,,,,,ASTA DESERTA,138065.0,71020997.0,0.0,esito-08marzo17.pdf,,71026297 MILANO VIA ALBERTO PEPERE '3,8 Marzo 2017,,pdf_only,45.4398738,9.1385972,25,-1.0,,
,,,,,,043/18,,,,,,,AGGIUDICATA,62496.0,510870.0,75000.0,esito-12aprile18.pdf,M.S.M.R.,MILANO PIAZZA CARDINALE PIETRO GASPARRI '4 B,12 Aprile 2018,,pdf_only,45.5261694,9.1611954,49,0.2000768049155146,,
,,,,,,043/19,,,,,,,ASTA DESERTA,63104.0,16640034.0,0.0,esito-21febbraio19.pdf,,RHO VIA ALDO MORO '11 B,21 Febbraio 2019,,pdf_only,45.5363089,9.025249,3,-1.0,,
105600.0,UOG3,MILANO,F,True,,043/21,PIENA PROP.,ALLOGGIO,3.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'136,AGGIUDICATA,105600.0,722393.0,177281.1,esito-18marzo2021.pdf,S.S.,VIA FRANCESCO CILEA,18 Marzo 2021,96.0,wayback,45.5027358,9.0946361,16,0.6787982954545455,1100.0,1846.6781250000001
,,,,,,043/22,,,,,,,AGGIUDICATA,96788.0,650058.0,120000.0,esito-17marzo2022.pdf,A.R.,MILANO VIA DEGLI ONTANI '30,17 Marzo 2022,,pdf_only,45.4543484,9.0790826,35,0.23982311856841756,,
,,,,,,043/23,,,,,,,AGGIUDICATA,115519.0,70030137.0,182200.0,esito-6aprile2023.pdf,Z.C.,MILANO VIA LONGARONE '16,6 Aprile 2023,,pdf_only,45.519245,9.1370559,31,0.5772297197863555,,
,,,,,,043/24,,,,,,,AGGIUDICATA,186756.0,580850.0,231899.0,esito-11aprile2024.pdf,H.J.-.M.M.,MILANO VIA GIUSEPPE CAROZZI '5,11 Aprile 2024,93.0,pdf_only,45.4557448,9.1182366,30,0.24172181884383903,2008.1290322580646,2493.537634408602
175995.0,UOG1,MILANO,G,True,,043/25,PIENA PROP.,ALLOGGIO,4.0,20250320140526.html,https://alermipianovendite.it/asta-alloggi-3-aprile-2025/,'38,NULLA,175995.0,667454.0,0.0,esito-3aprile2025.pdf,,VIA MICHELE SAPONARO,3 Aprile 2025,122.0,wayback,45.4059408,9.1723908,5,-1.0,1442.5819672131147,0.0
,,,,,,043/26,,,,,,,AGGIUDICATA,169575.0,720794.0,230000.0,esito-16aprile2026.pdf,A.H.M.,MILANO VIA FRANCESCO CILEA '34,16 Aprile 2026,85.0,pdf_only,45.4956315,9.105615,51,0.35633200648680524,1995.0,2705.8823529411766
,,,,,,044/15,,,,,,,ASTA DESERTA,58612.0,700805.0,0.0,esito-18febbraio15.pdf,,MILANO VIA FILIPPO DE PISIS '27,18 Febbraio 2015,,pdf_only,45.5114989,9.1392424,44,-1.0,,
,,,,,,044/16,,,,,,,AGGIUDICATA,43242.0,15890001.0,44600.0,esito-11febbraio16.pdf,A.L.,PREGNANA MILANESE VIA GIOVANNI PASCOLI '10,11 Febbraio 2016,,pdf_only,45.5141569,9.0081363,3,0.03140465288377041,,
,,,,,,044/17,,,,,,,AGGIUDICATA,112572.0,71030762.0,136517.0,esito-08marzo17.pdf,C.V.K.,71035034 MILANO VIA VITERBO '41,8 Marzo 2017,,pdf_only,45.4556517,9.1057662,30,0.21270831112532423,,
,,,,,,044/18,,,,,,,AGGIUDICATA,77616.0,511211.0,98010.0,esito-12aprile18.pdf,L.X.,MILANO VIA COMASINA '57,12 Aprile 2018,,pdf_only,45.5235042,9.1667746,-1,0.2627551020408163,,
,,,,,,044/19,,,,,,,AGGIUDICATA,159384.0,70590534.0,268889.0,esito-21febbraio19.pdf,Y.X.,MILANO VIA BELTRAME CRISTIANI '21,21 Febbraio 2019,,pdf_only,45.5230111,9.205139,11,0.6870513978818451,,
68698.0,UOGR,CORSICO,G,True,,044/21,PIENA PROP.,ALLOGGIO,2.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'24,AGGIUDICATA,68698.0,740931.0,92200.0,esito-18marzo2021.pdf,A.S.A.M.,VIA EUGENIO CURIEL,18 Marzo 2021,69.0,wayback,45.4400077,9.09444,29,0.34210602928760664,995.6231884057971,1336.231884057971
,,,,,,044/22,,,,,,,AGGIUDICATA,95700.0,650086.0,135000.0,esito-17marzo2022.pdf,B.I.,MILANO VIA DEGLI ONTANI '34,17 Marzo 2022,,pdf_only,45.4545448,9.0781892,-1,0.4106583072100313,,
,,,,,,044/23,,,,,,,AGGIUDICATA,76997.0,70270015.0,77200.0,esito-6aprile2023.pdf,A.E.M.K.,LEGNANO VIA CINQUE GIORNATE '20,6 Aprile 2023,,pdf_only,45.6028381,8.9399271,-1,0.0026364663558320453,,
,,,,,,044/24,,,,,,,AGGIUDICATA,100130.0,620403.0,135000.0,esito-11aprile2024.pdf,K.Y.,MILANO VIA CONCILIO VATICANO II '2,11 Aprile 2024,68.0,pdf_only,45.5127581,9.1475663,38,0.3482472785379007,1472.5,1985.2941176470588
151110.0,UOG3,MILANO,C,True,,044/25,PIENA PROP.,ALLOGGIO,3.0,20250320140526.html,https://alermipianovendite.it/asta-alloggi-3-aprile-2025/,'55,AGGIUDICATA,151110.0,682401.0,232898.0,esito-3aprile2025.pdf,D.X.,VIA UGO BETTI,3 Aprile 2025,92.0,wayback,45.4924378,9.1088847,-1,0.5412480974124809,1642.5,2531.5
,,,,,,044/26,,,,,,,AGGIUDICATA,173565.0,721741.0,218200.0,esito-16aprile2026.pdf,F.G.,MILANO VIA APPENNINI '71,16 Aprile 2026,87.0,pdf_only,45.502408,9.1043449,50,0.25716590326390687,1995.0,2508.0459770114944
,,,,,,045/15,,,,,,,AGGIUDICATA,66240.0,720412.0,92290.0,esito-18febbraio15.pdf,S.S.,MILANO VIA ENRICO FALCK '9,18 Febbraio 2015,,pdf_only,45.4982946,9.1049003,51,0.3932669082125604,,
,,,,,,045/16,,,,,,,ASTA DESERTA,75392.0,16410018.0,0.0,esito-11febbraio16.pdf,,COLOGNO MONZESE VIA PABLO NERUDA '5 A,11 Febbraio 2016,,pdf_only,45.531083,9.2881009,-1,-1.0,,
,,,,,,045/17,,,,,,,ASTA DESERTA,167988.0,71030936.0,0.0,esito-08marzo17.pdf,,71035617 MILANO VIA LUCCA '36,8 Marzo 2017,,pdf_only,45.4552789,9.1093194,30,-1.0,,
,,,,,,045/18,,,,,,,AGGIUDICATA,53295.0,550032.0,76600.0,esito-12aprile18.pdf,M.I.,MILANO VIALE UNGHERIA '21.2,12 Aprile 2018,,pdf_only,45.4455801,9.2417116,24,0.4372830471901679,,
,,,,,,045/19,,,,,,,AGGIUDICATA,119580.0,71020148.0,177000.0,esito-21febbraio19.pdf,A.M.N.B.K.,71025148 MILANO VIA CAMILLO GIUSSANI '17,21 Febbraio 2019,,pdf_only,45.4412677,9.1382351,25,0.4801806322127446,,
89606.0,UOGR,CORSICO,F,True,,045/21,PIENA PROP.,ALLOGGIO,3.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'32,AGGIUDICATA,89606.0,742276.0,139800.0,esito-18marzo2021.pdf,C.G.G.C.,VIA BENVENUTO CELLINI,18 Marzo 2021,90.0,wayback,45.4359305,9.0934995,28,0.5601633819163895,995.6222222222223,1553.3333333333333
,,,,,,045/22,,,,,,,AGGIUDICATA,93525.0,650154.0,145550.0,esito-17marzo2022.pdf,I.R.I.R.,MILANO VIA DEGLI ONTANI '42,17 Marzo 2022,,pdf_only,45.4543484,9.0790826,35,0.5562683774391873,,
,,,,,,045/23,,,,,,,AGGIUDICATA,106069.0,70370009.0,130000.0,esito-6aprile2023.pdf,D.M.K.N.S.,RHO VIA ANTONIO GRAMSCI '51,6 Aprile 2023,,pdf_only,45.537895,9.0268967,3,0.22561728686043991,,
,,,,,,045/24,,,,,,,AGGIUDICATA,179265.0,650035.0,193369.0,esito-11aprile2024.pdf,Y.T.P.,MILANO VIA DEGLI ONTANI '26,11 Aprile 2024,102.0,pdf_only,45.4543484,9.0790826,35,0.07867681923409478,1757.5,1895.7745098039215
119093.0,UOG3,MILANO,D,True,,045/25,PIENA PROP.,ALLOGGIO,3.0,20250320140526.html,https://alermipianovendite.it/asta-alloggi-3-aprile-2025/,'38,AGGIUDICATA,119093.0,700287.0,182800.0,esito-3aprile2025.pdf,H.D.J.,VIA ARTURO GRAF,3 Aprile 2025,79.0,wayback,45.5128114,9.1428519,-1,0.534934882822668,1507.506329113924,2313.9240506329115
,,,,,,045/26,,,,,,,AGGIUDICATA,97342.0,740363.0,132240.0,esito-16aprile2026.pdf,G.R.A.A.G.,CORSICO VIA EUGENIO CURIEL '31,16 Aprile 2026,69.0,pdf_only,45.439921,9.0936577,29,0.3585091738406854,1410.7536231884058,1916.5217391304348
,,,,,,046/15,,,,,,,AGGIUDICATA,81600.0,720571.0,92600.0,esito-18febbraio15.pdf,D.L.A.,MILANO VIA ENRICO FALCK '23,18 Febbraio 2015,,pdf_only,45.4977119,9.1041163,51,0.13480392156862744,,
,,,,,,046/16,,,,,,,ASTA DESERTA,76384.0,16410060.0,0.0,esito-11febbraio16.pdf,,COLOGNO MONZESE VIA PABLO NERUDA '5 B,11 Febbraio 2016,,pdf_only,45.5308649,9.2883425,-1,-1.0,,
,,,,,,046/17,,,,,,,ASTA DESERTA,73908.0,71210005.0,0.0,esito-08marzo17.pdf,,71210120 INZAGO VIA VESCOVO GARIBALDO '1 A,8 Marzo 2017,,pdf_only,45.5429621,9.4840534,0,-1.0,,
,,,,,,046/18,,,,,,,AGGIUDICATA,80410.0,551202.0,118690.0,esito-12aprile18.pdf,C.E.,MILANO VIA ORESTE SALOMONE '91,12 Aprile 2018,,pdf_only,45.4449336,9.2415279,24,0.47606019151846785,,
,,,,,,046/19,,,,,,,AGGIUDICATA,163356.0,71020730.0,195160.0,esito-21febbraio19.pdf,M.F.M.,71025930 MILANO VIA PATERNO' '7,21 Febbraio 2019,,pdf_only,45.43958749999999,9.1397112,25,0.19469134895565512,,
74865.0,UOG1,MILANO,G,True,,046/21,PIENA PROP.,ALLOGGIO,3.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'109,AGGIUDICATA,74865.0,750459.0,105100.0,esito-18marzo2021.pdf,I.B.,VIA AGOSTINO DE PRETIS,18 Marzo 2021,62.0,wayback,45.4297124,9.1570181,20,0.4038602818406465,1207.5,1695.1612903225807
,,,,,,046/22,,,,,,,AGGIUDICATA,92438.0,650285.0,130000.0,esito-17marzo2022.pdf,A.A.U.R.,MILANO VIA DEGLI ONTANI '48,17 Marzo 2022,,pdf_only,45.4543484,9.0790826,35,0.4063480386853891,,
,,,,,,046/23,,,,,,,AGGIUDICATA,100776.0,70370010.0,120500.0,esito-6aprile2023.pdf,H.M.A.M.A.,RHO VIA ANTONIO GRAMSCI '51,6 Aprile 2023,,pdf_only,45.537895,9.0268967,3,0.19572120346114155,,
,,,,,,046/24,,,,,,,ASTA DESERTA,181023.0,650401.0,0.0,esito-11aprile2024.pdf,,MILANO VIA DEI SALICI '69,11 Aprile 2024,103.0,pdf_only,45.452153,9.0793216,34,-1.0,1757.504854368932,0.0
108540.0,UOG3,MILANO,D,True,,046/25,PIENA PROP.,ALLOGGIO,2.0,20250320140526.html,https://alermipianovendite.it/asta-alloggi-3-aprile-2025/,'65,AGGIUDICATA,108540.0,701153.0,158000.0,esito-3aprile2025.pdf,H.A.,VIA FILIPPO DE PISIS,3 Aprile 2025,72.0,wayback,45.51243350000001,9.1447011,-1,0.45568454026165467,1507.5,2194.4444444444443
,,,,,,046/26,,,,,,,AGGIUDICATA,122735.0,741247.0,181160.0,esito-16aprile2026.pdf,S.C.L.R.,CORSICO VIALE ITALIA '38,16 Aprile 2026,87.0,pdf_only,45.4364879,9.0990933,-1,0.47602558357436753,1410.7471264367816,2082.2988505747126
,,,,,,047/15,,,,,,,AGGIUDICATA,76800.0,721519.0,112100.0,esito-18febbraio15.pdf,M.C.,MILANO VIA FRANCESCO CILEA '60 A,18 Febbraio 2015,,pdf_only,45.4979686,9.0995492,-1,0.4596354166666667,,
,,,,,,047/16,,,,,,,ASTA DESERTA,72866.0,16540018.0,0.0,esito-11febbraio16.pdf,,SAN DONATO MIL. VIA ANGELO MORO '27.A,11 Febbraio 2016,,pdf_only,45.42948759999999,9.2680224,-1,-1.0,,
,,,,,,047/17,,,,,,,ASTA DESERTA,73908.0,71210008.0,0.0,esito-08marzo17.pdf,,71210112 INZAGO VIA VESCOVO GARIBALDO '1 B,8 Marzo 2017,,pdf_only,45.5429036,9.4840139,0,-1.0,,
,,,,,,047/18,,,,,,,AGGIUDICATA,57888.0,650141.0,59555.0,esito-12aprile18.pdf,R.M.,MILANO VIA DEGLI ONTANI '42,12 Aprile 2018,,pdf_only,45.4543484,9.0790826,35,0.028796987285793257,,
,,,,,,047/19,,,,,,,ASTA DESERTA,132704.0,71460088.0,0.0,esito-21febbraio19.pdf,,PIOLTELLO VIA GALILEO GALILEI '49,21 Febbraio 2019,,pdf_only,45.493675,9.3235631,-1,-1.0,,
76073.0,UOG1,MILANO,G,True,,047/21,PIENA PROP.,ALLOGGIO,3.0,20210302131440.html,https://alermipianovendite.it/asta-alloggi-18-marzo-2021/,'19,AGGIUDICATA,76073.0,751216.0,105100.0,esito-18marzo2021.pdf,M.S.,VIA AGOSTINO DE PRETIS,18 Marzo 2021,63.0,wayback,45.43084169999999,9.1525664,20,0.38156770470469153,1207.5079365079366,1668.2539682539682
,,,,,,047/22,,,,,,,AGGIUDICATA,136080.0,681600.0,180500.0,esito-17marzo2022.pdf,D.N.S.H.,MILANO VIA UGO BETTI '81,17 Marzo 2022,,pdf_only,45.4933532,9.1079939,-1,0.3264256319811875,,
,,,,,,047/23,,,,,,,AGGIUDICATA,100776.0,70370021.0,101401.0,esito-6aprile2023.pdf,M.S.,RHO VIA ANTONIO GRAMSCI '51,6 Aprile 2023,,pdf_only,45.537895,9.0268967,3,0.0062018734619353815,,
,,,,,,047/24,,,,,,,AGGIUDICATA,117753.0,651136.0,143200.0,esito-11aprile2024.pdf,H.T.A.A.,MILANO VIA DEGLI IPPOCASTANI '16,11 Aprile 2024,67.0,pdf_only,45.4508816,9.0807097,34,0.21610489753976544,1757.5074626865671,2137.313432835821
110048.0,UOG3,MILANO,E,True,,047/25,PIENA PROP.,ALLOGGIO,2.0,20250320140526.html,https://alermipianovendite.it/asta-alloggi-3-aprile-2025/,'56,AGGIUDICATA,110048.0,721546.0,173100.0,esito-3aprile2025.pdf,B.R.,VIA FRANCESCO CILEA,3 Aprile 2025,67.0,wayback,45.49654169999999,9.104095,51,0.5729499854608898,1642.5074626865671,2583.582089552239
,,,,,,047/26,,,,,,,AGGIUDICATA,146718.0,741911.0,196480.0,esito-16aprile2026.pdf,A.S.M.D.H.,CORSICO VIA MARZABOTTO '24,16 Aprile 2026,104.0,pdf_only,45.4387544,9.0965292,29,0.33916765495712864,1410.75,1889.2307692307693
,,,,,,048/15,,,,,,,AGGIUDICATA,75840.0,721526.0,116551.51,esito-18febbraio15.pdf,F.A.,MILANO VIA FRANCESCO CILEA '60 B,18 Febbraio 2015,,pdf_only,45.4979686,9.0995492,-1,0.536807885021097,,
